Sc,SpAc,response,rt,subj_idx,CE,SC,CE_squared,SC_squared
3,Sp,0,0.34,ppn21,0.2778953785,1.0106061278,0.0065268243,0.0111133841
3,Sp,1,0.577,ppn21,0.2567287401,0.7305065413,0.0035547978,0.0305129451
3,Sp,1,0.713,ppn21,0.2831297927,0.7823963196,0.0073999871,0.015077328
3,Sp,1,0.492,ppn21,0.2563849594,0.8698811932,0.0035139221,0.0012464358
3,Sp,1,0.462,ppn21,0.3182080932,0.8998772453,0.014665568,2.81838440823E-05
3,Sp,1,0.448,ppn21,0.2572005741,0.9403768994,0.0036112839,0.001238393
3,Sp,1,0.577,ppn21,0.3171672865,0.977925004,0.0144145649,0.0052909494
3,Sp,1,0.431,ppn21,0.2746486678,1.0682793547,0.00601277,0.0265994126
3,Sp,0,0.308,ppn21,0.2616584711,0.8902107089,0.0041669421,0.0002242621
3,Sp,1,0.533,ppn21,0.2606841169,0.8869661076,0.0040420988,0.0003319678
3,Sp,0,0.395,ppn21,0.2657967477,0.7499545313,0.0047183343,0.0240968372
3,Sp,0,0.409,ppn21,0.2919278825,0.9500873466,0.0089910728,0.0020161227
3,Sp,1,0.539,ppn21,0.3748774208,0.9793490128,0.0316024594,0.005500139
3,Sp,1,0.467,ppn21,0.2502989747,0.7809818869,0.0028294271,0.0154266843
3,Sp,1,0.466,ppn21,0.2672869906,1.0995987672,0.0049252851,0.0377962886
3,Sp,0,0.412,ppn21,0.2794443108,0.9727422828,0.0067794962,0.004563839
3,Sp,0,0.394,ppn21,0.2687943301,0.8518218355,0.0051391285,0.0028477438
3,Sp,1,0.448,ppn21,0.3267968289,0.8819094068,0.0168195516,0.000541804
3,Sp,1,0.466,ppn21,0.3539675505,1.1113765972,0.0246053531,0.0425145248
3,Sp,1,0.432,ppn21,0.3079744621,0.9881353797,0.0122916795,0.0068805845
3,Sp,1,0.469,ppn21,0.2547879103,1.0617483578,0.0033271318,0.0245117433
3,Sp,1,0.461,ppn21,0.3311037615,0.8495555979,0.0179552353,0.0030947518
3,Sp,1,0.453,ppn21,0.2709152683,0.905032669,0.0054477173,2.35383510036E-08
3,Sp,1,0.409,ppn21,0.3212094081,1.0473211194,0.0154015033,0.0202023663
3,Sp,1,0.46,ppn21,0.2638525212,0.9788810327,0.004455016,0.0054309444
3,Sp,1,0.426,ppn21,0.3069952744,0.7268789653,0.0120755175,0.0317934311
3,Sp,1,0.481,ppn21,0.296902736,1.0781338923,0.0099592658,0.0299109419
3,Sp,1,0.416,ppn21,0.2952450049,0.9742413972,0.0096311436,0.0047686353
3,Sp,1,0.557,ppn21,0.3507980315,1.0992050129,0.0236210515,0.037643342
3,Sp,1,0.533,ppn21,0.3091455899,0.8558955655,0.0125527319,0.0024295559
3,Sp,1,0.498,ppn21,0.3349014622,0.8465613108,0.0189874199,0.0034368649
3,Sp,1,0.504,ppn21,0.2575475363,0.9326767071,0.003653105,0.000755734
3,Sp,1,0.468,ppn21,0.2560246143,1.0533253375,0.0034713307,0.0219452363
3,Sp,1,0.654,ppn21,0.2566716128,0.9639855724,0.003547989,0.003457379
3,Sp,1,0.386,ppn21,0.3575314858,0.9184206509,0.0257361392,0.0001751536
3,Sp,1,0.412,ppn21,0.257448694,1.0113962548,0.0036411665,0.0112805989
3,Sp,1,0.46,ppn21,0.2970595323,0.8683986107,0.0099905857,0.0013533187
3,Sp,1,0.406,ppn21,0.2724330844,0.9360015701,0.005674077,0.0009495937
3,Sp,1,0.288,ppn21,0.3670854231,0.9645239641,0.0288927952,0.0035209832
3,Sp,1,0.402,ppn21,0.3201481805,0.8928801565,0.0151392269,0.000151436
3,Sp,1,0.472,ppn21,0.2883010808,1.0654481399,0.0083164306,0.0256839243
3,Sp,1,0.432,ppn21,0.3108001457,0.8066535108,0.0129262189,0.0097086694
3,Sp,1,0.476,ppn21,0.2812700846,0.8069329859,0.0070834896,0.0096536727
3,Sp,1,0.474,ppn21,0.334864647,1.0615556687,0.0189772754,0.0244514448
3,Sp,1,0.508,ppn21,0.2814697944,0.810375978,0.0071171461,0.0089889576
3,Sp,1,0.302,ppn21,0.3287137829,1.0215400023,0.0173204467,0.0135382326
3,Sp,1,0.44,ppn21,0.2581784292,0.9482619469,0.0037297665,0.0018555294
3,Sp,1,0.342,ppn21,0.3183348272,0.8326865054,0.0146962795,0.0052561899
3,Sp,1,0.416,ppn21,0.2613061107,0.790451032,0.0041215753,0.0131641338
3,Sp,1,0.349,ppn21,0.2505031714,0.9554984626,0.0028511922,0.0025313347
3,Sp,1,0.428,ppn21,0.4744724479,1.09500077,0.0769318053,0.0360296123
3,Sp,1,0.629,ppn21,0.3112737676,1.0780737704,0.0130341388,0.0298901496
3,Sp,1,0.421,ppn21,0.2988775358,0.9806345379,0.0103573203,0.0056924681
3,Sp,1,0.392,ppn21,0.2537315425,0.9653843614,0.0032063824,0.0036238317
3,Sp,1,0.439,ppn21,0.2529153746,1.1229789486,0.0031146177,0.0474337288
3,Sp,1,0.285,ppn21,0.2898073905,1.1093969364,0.0085934338,0.0417020693
3,Sp,1,0.373,ppn21,0.2870170408,1.1004830658,0.0080838847,0.0381409083
3,Sp,1,0.371,ppn21,0.3653674052,1.0072285779,0.0283116936,0.0104126691
3,Sp,1,0.308,ppn21,0.278633454,0.9911401837,0.0066466255,0.007388106
3,Sp,1,0.417,ppn21,0.3285080517,1.0560332947,0.0172663376,0.0227548788
3,Sp,1,0.455,ppn21,0.3266330126,1.0281238115,0.0167770877,0.0151136831
3,Sp,1,0.278,ppn21,0.2772941236,0.9076878769,0.0064300366,6.25893202218E-06
3,Sp,0,0.332,ppn21,0.2682124838,1.0678845573,0.0050560446,0.0264707909
3,Sp,0,0.374,ppn21,0.3089001691,1.0908710788,0.0124977988,0.0344789146
3,Sp,1,0.508,ppn21,0.2982840848,1.045309717,0.0102368804,0.0196346305
3,Sp,1,0.404,ppn21,0.3090221859,1.1157474058,0.012525095,0.0443360672
3,Sp,1,0.585,ppn21,0.307820748,1.1149881445,0.0122576193,0.0440169016
3,Sp,1,0.433,ppn21,0.3505654166,1.1120456925,0.0235496038,0.0427908947
3,Sp,0,0.349,ppn21,0.2946775058,0.9605945496,0.0095200788,0.0030700973
3,Sp,1,0.449,ppn21,0.3452077935,1.0990884386,0.0219339591,0.0375981204
3,Sp,1,0.45,ppn21,0.2782451519,0.9030696073,0.0065834622,4.47950381686E-06
3,Sp,1,0.505,ppn21,0.315042898,0.8062435014,0.0139089669,0.0097896361
3,Sp,1,0.614,ppn21,0.364139459,1.0565723361,0.027899971,0.0229177952
3,Sp,1,0.731,ppn21,0.2567512846,0.7996342591,0.0035574866,0.0111411892
3,Sp,1,0.642,ppn21,0.2510385047,0.7790966536,0.0029086487,0.0158985463
3,Sp,1,0.625,ppn21,0.2607584628,0.8324134141,0.0040515577,0.0052958625
3,Sp,1,0.386,ppn21,0.2951805783,0.9774106808,0.0096185023,0.0052163914
3,Sp,1,0.421,ppn21,0.2498135723,0.783485266,0.0027780234,0.0148110908
3,Sp,1,0.562,ppn21,0.326559467,0.8713568796,0.0167580409,0.0011444156
3,Sp,0,0.595,ppn21,0.3065193376,0.8609788224,0.0119711439,0.0019542826
3,Sp,0,0.43,ppn21,0.2659732846,0.9324576509,0.0047426182,0.000743738
3,Sp,1,0.711,ppn21,0.2857889739,0.936809312,0.0078645608,0.0010000281
3,Sp,1,0.426,ppn21,0.2977042945,0.8382219106,0.0101198931,0.0044842015
3,Sp,0,0.385,ppn21,0.3036607545,0.9880421488,0.0113537847,0.0068651263
3,Sp,1,0.591,ppn21,0.3045162868,0.9452454556,0.0115368376,0.0016047527
3,Sp,1,0.679,ppn21,0.2917532415,0.8774248283,0.0089579839,0.0007706877
3,Sp,1,0.529,ppn21,0.258443399,0.8910411966,0.0037622011,0.000200078
3,Sp,0,0.608,ppn21,0.2606939518,0.884375817,0.0040433494,0.0004330675
3,Sp,1,0.576,ppn21,0.3313051196,0.8364772676,0.0180092387,0.0047209024
3,Sp,1,0.374,ppn21,0.3575379058,1.0152903528,0.0257381991,0.0121229484
3,Sp,1,0.453,ppn21,0.3337078327,1.0288312528,0.0186598927,0.015288126
3,Sp,1,0.425,ppn21,0.2755856739,1.0441234887,0.0061589627,0.0193036004
3,Sp,0,0.494,ppn21,0.298128504,0.887282705,0.0102054221,0.0003205312
3,Sp,1,0.461,ppn21,0.3299086453,0.7334600919,0.0176363793,0.0294898188
3,Sp,1,0.342,ppn21,0.3223131897,0.9299711482,0.0156766864,0.0006142991
3,Sp,1,0.357,ppn21,0.2622831536,1.0136003006,0.0042479812,0.0117536408
3,Sp,1,0.389,ppn21,0.3040943102,1.08857239,0.0114463669,0.0336305346
3,Sp,0,0.362,ppn21,0.2919840165,0.8614631219,0.0090017213,0.001911698
3,Sp,1,0.467,ppn21,0.3151037202,0.943601353,0.0139233169,0.0014757323
3,Sp,1,0.142,ppn21,0.2658767109,0.765329452,0.0047293261,0.0195598795
3,Sp,1,0.555,ppn21,0.3425364972,0.7864381545,0.0211498507,0.0141010725
3,Sp,1,0.586,ppn21,0.2633755965,0.8225378573,0.0043915779,0.0068307306
3,Sp,1,0.223,ppn21,0.2918887822,1.1104082535,0.0089836592,0.0421161359
3,Sp,1,0.148,ppn21,0.2887362774,0.9562166328,0.008395995,0.0026041162
3,Sp,1,0.243,ppn21,0.2750577713,0.9549207968,0.0060763828,0.0024735409
3,Sp,1,0.563,ppn21,0.2698959139,0.8316017817,0.005298282,0.0054146506
3,Sp,1,0.475,ppn21,0.2858529171,0.8340015607,0.0078759062,0.0050672374
3,Sp,0,0.369,ppn21,0.258431577,0.975733728,0.003760751,0.0049769691
3,Sp,1,0.369,ppn21,0.2977922647,0.8897273149,0.0101376001,0.0002389738
3,Sp,1,0.416,ppn21,0.2651168588,0.7724512634,0.0046253933,0.0176185345
3,Sp,1,0.438,ppn21,0.2729600086,0.7727957496,0.0057537373,0.0175272025
3,Sp,0,0.33,ppn21,0.2763961912,0.951870741,0.0062868369,0.0021794565
3,Sp,1,0.382,ppn21,0.4791351254,1.0873617514,0.0795400807,0.0331879712
3,Sp,0,0.361,ppn21,0.3051274145,0.9766362347,0.0116684931,0.005105123
3,Sp,1,0.425,ppn21,0.2950747757,1.0740291842,0.0095977605,0.0285079901
3,Sp,1,0.466,ppn21,0.2778632671,1.0992947392,0.0065216369,0.0376781673
3,Sp,0,0.945,ppn21,0.3803203974,1.0842858415,0.0335672901,0.0320767206
3,Sp,0,0.341,ppn21,0.2695027481,1.1066043637,0.0052412001,0.0405693205
3,Sp,1,0.484,ppn21,0.2854476252,0.8587745467,0.0078041341,0.0021540315
3,Sp,1,0.38,ppn21,0.3223759421,0.8975303183,0.0156924043,5.8610857676E-05
3,Sp,0,0.327,ppn21,0.342581777,0.8998548379,0.0211630228,2.84222610382E-05
3,Sp,0,0.517,ppn21,0.3481105542,1.0049395495,0.0228021897,0.0099507525
3,Sp,1,0.428,ppn21,0.2942642419,1.0410060944,0.0094396045,0.0184470733
3,Sp,1,0.267,ppn21,0.2691128071,1.0042646989,0.0051848917,0.0098165705
3,Sp,1,0.463,ppn21,0.2629060122,0.7125490264,0.0043295607,0.0371090387
3,Sp,0,0.421,ppn21,0.3179015157,0.9510976598,0.0145914081,0.0021078721
3,Sp,1,0.433,ppn21,0.2572898269,0.9214743006,0.003622019,0.0002653058
3,Sp,0,0.437,ppn21,0.3041532697,0.7407406278,0.0114589863,0.0270423104
3,Sp,1,0.46,ppn21,0.2938126349,0.9181787536,0.0093520543,0.0001688093
3,Sp,1,0.46,ppn21,0.2749224689,1.0428899449,0.0060553071,0.0189623513
3,Sp,1,0.464,ppn21,0.2561626928,1.0497742749,0.0034876203,0.0209057429
3,Sp,1,0.503,ppn21,0.2646443593,1.1111582801,0.0045613469,0.0424245426
3,Sp,1,0.547,ppn21,0.2890394293,0.8059922236,0.0084516424,0.0098394234
3,Sp,1,0.057,ppn21,0.3384909357,1.0306759128,0.0199895262,0.0157476953
3,Sp,1,0.844,ppn21,0.2691637958,0.9358508025,0.0051922373,0.0009403245
3,Sp,1,0.421,ppn21,0.2820949942,0.8372942921,0.0072230246,0.0046092964
3,Sp,0,0.38,ppn21,0.2654450797,0.7958030489,0.0046701458,0.0119646499
3,Sp,1,0.572,ppn21,0.2719097851,0.9063631231,0.0055955143,1.3854042505E-06
3,Sp,1,0.376,ppn21,0.3690151705,0.9538860927,0.0295525515,0.0023716902
3,Sp,0,0.347,ppn21,0.2792322987,0.8471432977,0.0067446279,0.0033689659
3,Sp,1,0.444,ppn21,0.3541600401,0.9101118112,0.0246657784,2.42627181749E-05
3,Sp,0,0.466,ppn21,0.2855396378,0.9075822796,0.0078203995,5.74171916768E-06
3,Sp,1,0.541,ppn21,0.3148387122,1.0486529115,0.0138608467,0.0205827285
3,Sp,1,0.44,ppn21,0.2748083016,0.7514923472,0.0060375521,0.0236217669
3,Sp,1,0.4,ppn21,0.3681865345,0.9662542284,0.0292683389,0.0037293174
3,Sp,1,0.577,ppn21,0.2748611446,1.0884946684,0.0060457669,0.0336020345
3,Sp,1,0.372,ppn21,0.3408341006,0.9057648948,0.0206575901,0.000000335
3,Sp,1,0.346,ppn21,0.3663738477,1.0369662547,0.0286513961,0.0173660115
3,Sp,1,0.365,ppn21,0.3796738375,1.0958232777,0.0333307908,0.0363425369
3,Sp,1,0.336,ppn21,0.3481644884,1.0075013072,0.0228184811,0.0104684034
3,Sp,1,0.531,ppn21,0.3287534004,1.1062888141,0.0173308761,0.0404423052
3,Sp,1,0.779,ppn21,0.2912209976,1.0619372418,0.008857517,0.0245709232
3,Sp,1,0.501,ppn21,0.310983447,1.0852876792,0.0129679329,0.032436582
3,Sp,1,0.457,ppn21,0.3246744686,1.1005710251,0.0162735573,0.0381752724
3,Sp,1,0.529,ppn21,0.3339881029,0.8901764045,0.0187365418,0.0002252907
1,Ac,1,0.455,ppn21,0.1358811814,0.8854424331,0.0037485537,0.000389812
1,Ac,1,0.637,ppn21,0.1235412589,0.9380744342,0.0054118616,0.0010816431
1,Ac,1,0.498,ppn21,0.0686767438,0.7745086526,0.0164942318,0.0170765929
1,Ac,1,0.527,ppn21,0.1080143862,0.752028138,0.0079374252,0.0234573586
1,Ac,1,0.504,ppn21,0.0966112339,0.7299114,0.0100993216,0.0307212174
1,Ac,1,0.485,ppn21,0.1117095734,0.9450359448,0.0072926547,0.0015880108
1,Ac,1,0.369,ppn21,0.120494944,0.9006171393,0.0058693481,2.08753208555E-05
1,Ac,1,0.371,ppn21,0.1218038042,0.9461707211,0.0056705133,0.0016797399
1,Ac,1,0.418,ppn21,0.0946502975,0.8980125993,0.010497297,0.000051459
1,Ac,1,0.389,ppn21,0.0957806506,0.7171643175,0.010266951,0.0353521874
1,Ac,1,0.527,ppn21,0.1195707373,0.9571877973,0.0060118123,0.0027041774
1,Ac,1,0.564,ppn21,0.0534999941,0.7423668768,0.0206228615,0.0265100966
1,Ac,1,0.481,ppn21,0.1268942047,0.9519199161,0.0049297825,0.0021840504
1,Ac,1,0.488,ppn21,0.0871451749,0.7007577143,0.0120915183,0.0417909613
1,Ac,0,0.555,ppn21,0.12407359,1.0145248555,0.0053338227,0.0119549654
1,Ac,1,0.494,ppn21,0.0595251656,0.7828032732,0.0189286552,0.0149775541
1,Ac,1,0.392,ppn21,0.0790023828,0.7417249678,0.0139486096,0.0267195388
1,Ac,1,0.491,ppn21,0.1156288423,0.6915748553,0.0066386274,0.0456297601
1,Ac,1,0.488,ppn21,0.0685933124,0.7512150574,0.0165156689,0.0237070792
1,Ac,0,0.369,ppn21,0.1317115483,0.7699136123,0.0042765147,0.0182986435
1,Ac,1,0.435,ppn21,0.1046178052,0.822063052,0.0085541799,0.0069094396
1,Ac,1,0.5,ppn21,0.0846361604,0.772561027,0.0126496031,0.0175894076
1,Ac,0,0.449,ppn21,0.0765477865,0.9470746208,0.0145344311,0.0017546489
1,Ac,1,0.412,ppn21,0.0521176045,0.8481306752,0.0210218131,0.0032553205
1,Ac,1,0.75,ppn21,0.1348931458,0.7870039355,0.0038705157,0.0139670219
1,Ac,1,0.422,ppn21,0.0923788793,0.9202453668,0.0109678986,0.0002267818
1,Ac,1,0.393,ppn21,0.0524980108,0.835674437,0.0209116484,0.0048318701
1,Ac,1,0.436,ppn21,0.0571607593,0.7896381118,0.0195848425,0.0133513355
1,Ac,1,0.444,ppn21,0.0432215298,0.7694248513,0.0236806194,0.0184311142
1,Ac,0,0.403,ppn21,0.1007640727,0.7516251613,0.0092818854,0.0235809592
1,Ac,1,0.534,ppn21,0.0801950975,0.8423134242,0.0136683029,0.0039529722
1,Ac,1,0.513,ppn21,0.1240254429,0.7988178494,0.0053408577,0.0113142028
1,Ac,1,0.402,ppn21,0.1225795445,0.8648701576,0.0055542842,0.0016253745
1,Ac,1,0.336,ppn21,0.123419597,1.05043133,0.0054297766,0.0210961794
1,Ac,1,0.495,ppn21,0.1085999184,0.8208209069,0.0078334353,0.0071174843
1,Ac,1,0.77,ppn21,0.1280743733,0.9169344869,0.0047654504,0.0001380248
1,Ac,1,0.411,ppn21,0.0967360797,0.9508125878,0.0100742443,0.0020817772
1,Ac,0,0.361,ppn21,0.0883879702,0.7144650168,0.0118197437,0.0363745282
1,Ac,1,0.452,ppn21,0.1320797448,0.7955398398,0.0042284938,0.0120223004
1,Ac,1,0.437,ppn21,0.1238729484,1.0412408017,0.0053631699,0.0185108843
1,Ac,1,0.48,ppn21,0.1253000331,0.8257140303,0.0051561852,0.0063158085
1,Ac,1,0.44,ppn21,0.1269023516,0.7299503952,0.0049286386,0.0307075491
1,Ac,1,0.525,ppn21,0.0836072477,0.8027276681,0.0128821064,0.0104977285
1,Ac,1,0.533,ppn21,0.1087318424,0.8373175516,0.0078101004,0.0046061387
1,Ac,1,0.437,ppn21,0.1248707188,0.9489884857,0.0052180247,0.0019186498
1,Ac,1,0.587,ppn21,0.1266168518,0.9355941802,0.0049688067,0.0009246519
1,Ac,0,0.459,ppn21,0.1135520945,0.8918206182,0.0069813579,0.0001786359
1,Ac,1,0.537,ppn21,0.048094796,0.9659900384,0.0222045222,0.00369712
1,Ac,1,0.462,ppn21,0.1229330099,0.8238360329,0.0055017237,0.006617832
1,Ac,1,0.537,ppn21,0.0975348525,0.7548002089,0.0099145359,0.0226159136
1,Ac,1,0.422,ppn21,0.1341922203,0.7472017212,0.003958221,0.0249590611
1,Ac,1,1.146,ppn21,0.0814665104,0.812640496,0.0133726338,0.0085646872
1,Ac,1,1.032,ppn21,0.1276250063,0.8856209489,0.0048276939,0.0003827948
1,Ac,1,0.427,ppn21,0.1028543444,0.8259569705,0.0088834905,0.0062772536
1,Ac,0,0.469,ppn21,0.1055318305,0.8507771919,0.0083859411,0.0029603283
1,Ac,1,0.488,ppn21,0.0672738545,0.7185207829,0.0168565457,0.0348439373
1,Ac,1,0.474,ppn21,0.1267265224,0.8031702897,0.0049533574,0.0104072237
1,Ac,1,0.503,ppn21,0.0501768939,0.9723040185,0.0215883429,0.0045048162
1,Ac,1,0.702,ppn21,0.1197825737,0.8456290528,0.0059790073,0.0035470408
1,Ac,1,0.577,ppn21,0.0967103541,0.9402231011,0.0100794092,0.0012275921
1,Ac,1,0.411,ppn21,0.0355707868,0.8205337982,0.0260938238,0.0071660107
1,Ac,1,0.441,ppn21,0.1311133994,1.1123274897,0.0043551045,0.042907559
1,Ac,1,0.662,ppn21,0.1319361665,0.7822017233,0.0042471873,0.0151251547
1,Ac,1,0.478,ppn21,0.0987252331,0.7043121591,0.0096788963,0.0403503366
1,Ac,1,0.497,ppn21,0.0770740107,0.9472411733,0.0144078261,0.0017686299
1,Ac,1,0.466,ppn21,0.1213691234,0.9980636199,0.0057361676,0.0086262353
1,Ac,1,0.445,ppn21,0.0756372128,0.7731850698,0.0147548156,0.0174242696
1,Ac,1,0.528,ppn21,0.1063798679,1.0535534408,0.0082313426,0.0220128704
1,Ac,1,0.388,ppn21,0.0768340105,0.8124273126,0.0144654994,0.008604191
1,Ac,1,0.531,ppn21,0.0956299294,0.9324525668,0.0102975177,0.0007434607
1,Ac,1,0.556,ppn21,0.1153669506,0.7211428918,0.0066813727,0.0338718992
1,Ac,1,0.46,ppn21,0.1225503206,1.0557107278,0.005558641,0.0226576662
1,Ac,1,0.448,ppn21,0.1361566431,0.9795914797,0.0037148991,0.0055361618
1,Ac,1,0.496,ppn21,0.0757041118,0.806044314,0.0147385678,0.009829092
1,Ac,0,0.431,ppn21,0.1341909747,1.0256570141,0.0039583778,0.0145132433
1,Ac,1,0.632,ppn21,0.1134446608,0.7611840511,0.0069993226,0.0207365875
1,Ac,1,0.797,ppn21,0.1157423374,1.0561171448,0.0066201457,0.022780183
1,Ac,1,0.584,ppn21,0.0608471655,1.0038770709,0.0185666376,0.0097399095
1,Ac,1,0.488,ppn21,0.1028867797,0.8418653611,0.0088773773,0.0040095149
1,Ac,1,0.708,ppn21,0.0985685226,0.698995351,0.0097097556,0.0425146213
1,Ac,1,0.684,ppn21,0.1133355118,0.8023173738,0.0070175977,0.010581973
1,Ac,1,0.809,ppn21,0.1335816338,1.0047617713,0.0040354232,0.0099153161
1,Ac,1,0.686,ppn21,0.125933272,0.8013011599,0.0050656447,0.0107920789
1,Ac,1,0.716,ppn21,0.1215069895,0.8545278182,0.0057153034,0.0025662606
1,Ac,1,0.896,ppn21,0.0940503398,0.7228168758,0.0106205958,0.0332585307
1,Ac,0,0.476,ppn21,0.0790034979,0.7403148094,0.0139483462,0.0271825395
1,Ac,1,0.822,ppn21,0.1062214196,0.7279238524,0.0082601187,0.0314219013
1,Ac,1,0.622,ppn21,0.1069818,0.8441271095,0.0081224823,0.0037281992
1,Ac,0,0.599,ppn21,0.1025319131,0.9175928627,0.0089443742,0.000153928
1,Ac,1,0.644,ppn21,0.0621289133,1.0103127345,0.0182189799,0.0110516111
1,Ac,1,0.931,ppn21,0.1215125562,1.0042388968,0.0057144617,0.0098114583
1,Ac,1,0.509,ppn21,0.1126897521,0.8929225604,0.0071262067,0.0001503942
1,Ac,1,0.439,ppn21,0.1329219267,0.7889935802,0.0041196742,0.0135006996
1,Ac,1,1.012,ppn21,0.0845221268,0.8477559668,0.012675267,0.0032982192
1,Ac,1,0.746,ppn21,0.0850939929,0.7780227321,0.0125468275,0.0161705199
1,Ac,1,0.592,ppn21,0.0918614353,0.8099833649,0.0110765478,0.0090635591
1,Ac,1,1.255,ppn21,0.1031847803,0.9004724595,0.008821311,2.2218323175E-05
1,Ac,0,0.315,ppn21,0.0868089934,0.9262270415,0.0121655653,0.0004427216
1,Ac,0,1.167,ppn21,0.0842402809,0.8459015912,0.0127388094,0.0035146519
1,Ac,0,0.527,ppn21,0.080594995,0.7820373374,0.0135749576,0.0151656155
1,Ac,1,0.442,ppn21,0.0766186864,0.759946565,0.0145173409,0.02109452
1,Ac,1,0.6,ppn21,0.0936225928,0.8982120062,0.0107089428,4.86378606577E-05
1,Ac,1,0.404,ppn21,0.105061823,0.8688939404,0.0084722437,0.0013171202
1,Ac,1,0.367,ppn21,0.1350064436,0.8386002017,0.0038564313,0.0044336807
1,Ac,0,0.667,ppn21,0.1047910422,1.0004567543,0.008522165,0.0090764993
1,Ac,1,0.397,ppn21,0.1387341203,0.7515573293,0.0034073481,0.0236017965
1,Ac,1,0.522,ppn21,0.0382923042,0.8292937703,0.0252219853,0.0057596444
1,Ac,1,0.644,ppn21,0.1331484991,1.0045757532,0.0040906406,0.0098783049
1,Ac,1,0.434,ppn21,0.1072956029,1.003831457,0.0080660179,0.0097309082
1,Ac,1,0.441,ppn21,0.1329021702,0.7412058361,0.0041222107,0.026889524
1,Ac,1,0.624,ppn21,0.1133018945,0.9182211684,0.0070232312,0.0001699132
1,Ac,1,0.504,ppn21,0.0837257496,0.7888595459,0.0128552206,0.0135318651
1,Ac,1,0.426,ppn21,0.0667567732,0.7177396945,0.0169910812,0.0351361516
1,Ac,1,0.425,ppn21,0.1208714394,0.7402739965,0.005811802,0.027195999
1,Ac,1,0.518,ppn21,0.1191376404,0.9302735466,0.006079161,0.0006293804
1,Ac,1,0.404,ppn21,0.1163532461,1.0500654816,0.0065211066,0.0209900378
1,Ac,1,0.442,ppn21,0.1058769058,0.7361139184,0.0083228598,0.0285853996
1,Ac,1,0.845,ppn21,0.1337752205,1.0236023054,0.0040108655,0.0140223998
1,Ac,1,0.793,ppn21,0.1205191607,0.9839754501,0.0058656381,0.0062077631
1,Ac,1,0.379,ppn21,0.1156560959,0.7628333468,0.006634187,0.0202643038
1,Ac,1,0.576,ppn21,0.1368706602,0.9761855014,0.0036283702,0.0050409163
1,Ac,1,0.554,ppn21,0.1183371184,0.8483558565,0.0062046336,0.0032296756
1,Ac,1,0.328,ppn21,0.1209751685,0.7765681783,0.0057959971,0.0165425675
1,Ac,0,0.313,ppn21,0.1215268036,1.0506937073,0.0057123079,0.0211724664
1,Ac,1,0.528,ppn21,0.1315589602,1.1067632993,0.004296495,0.0406333709
1,Ac,1,0.433,ppn21,0.1211933369,0.9273392142,0.0057628258,0.0004907609
1,Ac,1,0.482,ppn21,0.1303939432,0.7706327049,0.0044505806,0.0181046137
1,Ac,1,0.342,ppn21,0.0963157478,0.9286077176,0.0101587989,0.0005485726
1,Ac,1,0.515,ppn21,0.1146927189,0.8698252509,0.0067920503,0.001250389
1,Ac,1,0.289,ppn21,0.1229009751,1.0213549423,0.005506477,0.013495202
1,Ac,1,0.497,ppn21,0.0895103379,0.9208023587,0.0115769588,0.0002438678
1,Ac,1,0.393,ppn21,0.115646307,0.8635881344,0.0066357818,0.00173039
1,Ac,1,0.571,ppn21,0.0703709162,0.780732195,0.0160619373,0.0154887723
1,Ac,1,0.436,ppn21,0.1228549599,0.9877585169,0.0055133083,0.0068182055
1,Ac,1,0.507,ppn21,0.12554579,0.9121679122,0.0051209517,4.87458254066E-05
1,Ac,1,0.461,ppn21,0.1005355458,0.8280178322,0.0093259714,0.0059549402
1,Ac,1,0.445,ppn21,0.120974,0.9663199138,0.0057961751,0.0037373443
1,Ac,1,0.401,ppn21,0.115446445,0.8184986552,0.0066683833,0.0075147115
1,Ac,1,0.47,ppn21,0.1272937267,0.7298964946,0.0048738394,0.0307264427
1,Ac,1,0.402,ppn21,0.085892548,0.8993645157,0.0123685687,3.38907405263E-05
1,Ac,1,0.44,ppn21,0.114079934,0.8169251174,0.0068934297,0.0077899995
1,Ac,1,0.609,ppn21,0.1225952343,0.8618433071,0.0055519458,0.0018785969
1,Ac,1,0.409,ppn21,0.0888562895,0.7865147041,0.0117181329,0.0140828981
1,Ac,1,0.582,ppn21,0.1220445893,0.8835536289,0.0056343077,0.0004679634
1,Ac,1,0.525,ppn21,0.124470551,0.7530290195,0.0052759978,0.0231517744
1,Ac,1,0.518,ppn21,0.0665604372,0.7707123032,0.0170423045,0.0180831996
1,Ac,1,0.557,ppn21,0.1166613765,0.8917540561,0.0064714364,0.0001804196
1,Ac,1,0.539,ppn21,0.0567697013,0.7488773242,0.0196944493,0.0244324306
1,Ac,1,0.421,ppn21,0.1356856147,0.7936617141,0.0037725393,0.0124376867
1,Ac,1,0.488,ppn21,0.1226108973,0.9641341157,0.0055496119,0.0034748696
1,Ac,1,0.385,ppn21,0.0563182507,0.7644360825,0.0198213635,0.0198105649
1,Ac,1,0.465,ppn21,0.0445420346,0.7741206358,0.0232759512,0.0171781536
1,Ac,1,0.511,ppn21,0.0813482524,0.8376527396,0.0133999985,0.0045607536
1,Ac,1,0.515,ppn21,0.0552625388,0.7241789249,0.0201197419,0.0327635942
1,Ac,1,0.479,ppn21,0.1227386321,0.9598363366,0.0055305969,0.0029866493
2,Ac,1,0.487,ppn21,0.2037114448,1.060447519,4.36237779862E-05,0.024106111
