,dier,Sc,lmh,SpAc,stimulus,stimulus_recoded_01,resp,correct,rt,subj_idx,CE,SC,CE_c,SC_c,CE_squared,SC_squared
0,nD,1,low,Sp,2,0,1,0,0.178,ppn10,1.1789159749,0.6804734118,0.0849393954,-0.2436008707,0.0072147009,0.0593413842
1,D,1,low,Sp,1,1,1,1,0.515,ppn10,1.011574453,0.7861788311,-0.0824021265,-0.1378954514,0.0067901104,0.0190151555
2,nD,1,low,Sp,2,0,0,1,0.37,ppn10,0.9721127736,0.6958295076,-0.1218638059,-0.2282447749,0.0148507872,0.0520956773
3,D,1,low,Sp,1,1,0,0,0.369,ppn10,0.9841040878,0.6061305495,-0.1098724917,-0.317943733,0.0120719644,0.1010882174
4,nD,1,low,Sp,2,0,0,1,0.376,ppn10,0.676818939,0.6915748553,-0.4171576405,-0.2324994272,0.174020497,0.0540559837
5,nD,1,low,Sp,2,0,1,0,0.397,ppn10,0.7073163712,0.5935093733,-0.3866602083,-0.3305649092,0.1495061167,0.1092731592
6,D,1,low,Sp,1,1,1,1,0.427,ppn10,0.8047155892,0.6787081312,-0.2892609903,-0.2453661513,0.0836719205,0.0602045482
7,nD,1,low,Sp,2,0,0,1,0.347,ppn10,0.9975269836,0.6546550841,-0.0964495959,-0.2694191984,0.0093025245,0.0725867045
8,D,1,low,Sp,1,1,0,0,0.469,ppn10,0.7571605826,0.7069064236,-0.3368159969,-0.2171678589,0.1134450157,0.047161879
9,D,1,low,Sp,1,1,1,1,0.497,ppn10,1.088206219,0.581131923,-0.0057703605,-0.3429423595,3.3297059948E-05,0.117609462
10,D,1,low,Sp,1,1,1,1,0.423,ppn10,1.2430089939,0.6967347153,0.1490324144,-0.2273395672,0.0222106606,0.0516832788
11,D,1,low,Sp,1,1,1,1,0.48,ppn10,1.0021469785,0.6857126725,-0.091829601,-0.23836161,0.0084326756,0.0568162571
12,nD,1,low,Sp,2,0,0,1,0.515,ppn10,0.7942187425,0.7936617141,-0.299757837,-0.1304125684,0.0898547608,0.017007438
13,nD,1,low,Sp,2,0,0,1,0.297,ppn10,1.1591042741,0.7254136778,0.0651276946,-0.1986606047,0.0042416166,0.0394660359
14,D,1,low,Sp,1,1,1,1,0.448,ppn10,0.8840372436,0.7562089258,-0.2099393359,-0.1678653567,0.0440745247,0.028178778
15,D,1,low,Sp,1,1,1,1,0.378,ppn10,0.9369471717,0.7461207716,-0.1570294078,-0.1779535109,0.0246582349,0.0316674521
16,nD,1,low,Sp,2,0,0,1,0.408,ppn10,1.1798384459,0.7614729787,0.0858618664,-0.1626013038,0.0073722601,0.026439184
17,D,1,low,Sp,1,1,1,1,0.427,ppn10,1.3047333961,0.7733349689,0.2107568166,-0.1507393136,0.0444184358,0.0227223407
18,nD,1,low,Sp,2,0,0,1,0.406,ppn10,0.7124142855,0.6242476794,-0.381562294,-0.2998266031,0.1455897842,0.0898959919
19,nD,1,low,Sp,2,0,0,1,0.306,ppn10,1.0216161158,0.67941461,-0.0723604637,-0.2446596725,0.0052360367,0.0598583554
20,D,1,low,Sp,1,1,1,1,0.379,ppn10,1.1410669954,0.780212258,0.0470904159,-0.1438620245,0.0022175073,0.0206962821
21,D,1,low,Sp,1,1,1,1,0.338,ppn10,0.9594101584,0.7452423228,-0.1345664211,-0.1788319597,0.0181081217,0.0319808698
22,D,1,low,Sp,1,1,1,1,0.359,ppn10,0.7472787066,0.6689797608,-0.3466978729,-0.2550945217,0.1201994151,0.065073215
23,nD,1,low,Sp,2,0,0,1,0.585,ppn10,1.0552550325,0.7000006123,-0.038721547,-0.2240736702,0.0014993582,0.0502090097
24,D,1,low,Sp,1,1,0,0,0.466,ppn10,1.1998661738,0.6371140385,0.1058895943,-0.286960244,0.0112126062,0.0823461817
25,nD,1,low,Sp,2,0,0,1,0.344,ppn10,0.9883110768,0.740666519,-0.1056655027,-0.1834077635,0.0111651985,0.0336384077
26,nD,1,low,Sp,2,0,0,1,0.383,ppn10,0.8835002709,0.6505584186,-0.2104763086,-0.2735158639,0.0443002765,0.0748109278
27,nD,1,low,Sp,2,0,0,1,0.329,ppn10,0.9684849677,0.5499287799,-0.1254916118,-0.3741455026,0.0157481446,0.1399848571
28,nD,1,low,Sp,2,0,0,1,0.335,ppn10,1.0356686411,0.7930452146,-0.0583079384,-0.1310290679,0.0033998157,0.0171686166
29,D,1,low,Sp,1,1,0,0,0.417,ppn10,1.0139710969,0.7354057415,-0.0800054826,-0.188668541,0.0064008772,0.0355958184
30,nD,1,low,Sp,2,0,0,1,0.345,ppn10,1.2318075969,0.7198119158,0.1378310174,-0.2042623667,0.0189973894,0.0417231145
31,D,1,low,Sp,1,1,1,1,0.372,ppn10,1.230097748,0.7127281844,0.1361211685,-0.2113460981,0.0185289725,0.0446671732
32,D,1,low,Sp,1,1,0,0,0.439,ppn10,1.366888874,0.6086744119,0.2729122945,-0.3153998706,0.0744811205,0.0994770784
33,nD,1,low,Sp,2,0,0,1,0.385,ppn10,0.9281197575,0.6129869782,-0.165856822,-0.3110873043,0.0275084854,0.0967753109
34,nD,1,low,Sp,2,0,0,1,0.368,ppn10,0.9229900807,0.7138450461,-0.1709864988,-0.2102292364,0.0292363828,0.0441963318
35,nD,1,low,Sp,2,0,0,1,0.476,ppn10,0.9043822783,0.6548554115,-0.1895943012,-0.269218871,0.035945999,0.0724788005
36,D,1,low,Sp,1,1,1,1,0.69,ppn10,0.7088375872,0.6476267062,-0.3851389923,-0.2764475763,0.1483320434,0.0764232625
37,D,1,low,Sp,1,1,1,1,0.386,ppn10,1.553749511,0.7958030489,0.4597729315,-0.1282712336,0.2113911486,0.0164535094
38,D,1,low,Sp,1,1,1,1,0.493,ppn10,1.1606394579,0.5043608076,0.0666628784,-0.4197134749,0.0044439394,0.176159401
39,D,1,low,Sp,1,1,0,0,0.339,ppn10,1.1493448858,0.7593750201,0.0553683063,-0.1646992624,0.0030656493,0.027125847
40,D,1,low,Sp,1,1,1,1,0.339,ppn10,0.9683364441,0.664741717,-0.1256401354,-0.2593325655,0.0157854436,0.0672533795
41,nD,1,low,Sp,2,0,0,1,0.354,ppn10,0.8120627883,0.7515573293,-0.2819137912,-0.1725169532,0.0794753857,0.0297620992
42,nD,1,low,Sp,2,0,0,1,0.334,ppn10,1.2825748449,0.7563950939,0.1885982654,-0.1676791886,0.0355693057,0.0281163103
43,nD,1,low,Sp,2,0,1,0,0.428,ppn10,1.3208308639,0.7293843506,0.2268542844,-0.1946899319,0.0514628664,0.0379041696
44,D,1,low,Sp,1,1,1,1,0.36,ppn10,0.6752859888,0.7211428918,-0.4186905907,-0.2029313907,0.1753018107,0.0411811493
45,D,1,low,Sp,1,1,0,0,0.332,ppn10,1.187078365,0.6275507617,0.0931017855,-0.2965235208,0.0086679425,0.0879261984
46,D,1,low,Sp,1,1,1,1,0.304,ppn10,1.0382846984,0.6251477188,-0.0556918811,-0.2989265637,0.0031015856,0.0893570905
47,nD,1,low,Sp,2,0,0,1,0.445,ppn10,1.0929188373,0.5795206444,-0.0010577422,-0.3445536381,1.11881849714E-06,0.1187172095
48,nD,1,low,Sp,2,0,0,1,0.289,ppn10,1.1984652614,0.7677764873,0.1044886819,-0.1562977952,0.0109178847,0.0244290008
49,nD,1,low,Sp,2,0,0,1,0.409,ppn10,0.7112259368,0.8545278182,-0.3827506427,-0.0695464643,0.1464980545,0.0048367107
50,nD,1,low,Sp,2,0,0,1,0.421,ppn10,1.1097244381,0.7236550417,0.0157478586,-0.2004192408,0.0002479951,0.0401678721
51,D,1,low,Sp,1,1,1,1,0.716,ppn10,1.0090112395,0.6105956138,-0.08496534,-0.3134786687,0.007219109,0.0982688757
52,D,1,low,Sp,1,1,0,0,0.445,ppn10,0.7333765121,0.620904548,-0.3606000674,-0.3031697345,0.1300324086,0.0919118879
53,nD,1,low,Sp,2,0,0,1,0.287,ppn10,1.3691083436,0.6740498739,0.2751317641,-0.2500244086,0.0756974876,0.0625122049
54,D,1,low,Sp,1,1,1,1,0.2,ppn10,0.7854773458,0.7472017212,-0.3084992337,-0.1768725613,0.0951717772,0.031283903
55,D,1,low,Sp,1,1,1,1,0.393,ppn10,0.9594634801,0.6610913239,-0.1345130994,-0.2629829586,0.0180937739,0.0691600365
56,nD,1,low,Sp,2,0,0,1,0.305,ppn10,0.8657386653,0.7322225011,-0.2282379142,-0.1918517814,0.0520925455,0.036807106
57,D,1,low,Sp,1,1,1,1,0.234,ppn10,0.8211965354,0.7494444754,-0.2727800441,-0.1746298071,0.0744089524,0.0304955695
58,nD,1,low,Sp,2,0,0,1,0.385,ppn10,1.2335230239,0.7024500229,0.1395464444,-0.2216242596,0.0194732102,0.0491173125
59,nD,1,low,Sp,2,0,0,1,0.387,ppn10,0.7724494172,0.6974586093,-0.3215271623,-0.2266156732,0.1033797161,0.0513546634
60,nD,1,low,Sp,2,0,0,1,0.387,ppn10,0.8200828935,0.6612331237,-0.273893686,-0.2628411588,0.0750177512,0.0690854748
61,nD,1,low,Sp,2,0,0,1,0.488,ppn10,1.3257510272,0.7522385794,0.2317744477,-0.1718357031,0.0537193946,0.0295275089
62,D,1,low,Sp,1,1,0,0,0.437,ppn10,0.7075058242,0.7402739965,-0.3864707553,-0.183800286,0.1493596447,0.0337825451
63,nD,1,low,Sp,2,0,0,1,0.359,ppn10,1.1706556628,0.7323940077,0.0766790833,-0.1916802748,0.0058796818,0.0367413278
64,nD,1,low,Sp,2,0,0,1,0.405,ppn10,1.310392053,0.753932451,0.2164154735,-0.1701418315,0.0468356572,0.0289482428
65,D,1,low,Sp,1,1,1,1,0.301,ppn10,0.8942378295,0.6416097448,-0.19973875,-0.2824645377,0.0398955682,0.0797862151
66,nD,1,low,Sp,2,0,0,1,0.359,ppn10,1.4694224294,0.7790966536,0.3754458499,-0.1449776289,0.1409595862,0.0210185129
67,D,1,low,Sp,1,1,1,1,0.528,ppn10,0.763638594,0.7316453989,-0.3303379855,-0.1924288836,0.1091231846,0.0370288753
68,D,1,low,Sp,1,1,1,1,0.401,ppn10,0.8009228268,0.7957754586,-0.2930537527,-0.1282988239,0.085880502,0.0164605882
69,nD,1,low,Sp,2,0,0,1,0.315,ppn10,0.9661428138,0.7898328246,-0.1278337657,-0.1342414579,0.0163414716,0.018020769
70,D,1,low,Sp,1,1,1,1,0.43,ppn10,1.0270478491,0.7648824861,-0.0669287304,-0.1591917964,0.0044794549,0.0253420281
71,nD,1,low,Sp,2,0,1,0,0.356,ppn10,1.0033183893,0.757340505,-0.0906581902,-0.1667337775,0.0082189074,0.0278001526
72,nD,1,low,Sp,2,0,0,1,0.418,ppn10,0.7184352025,0.9598363366,-0.375541377,0.0357620541,0.1410313258,0.0012789245
73,D,1,low,Sp,1,1,0,0,0.532,ppn10,1.3249217992,0.7449759872,0.2309452197,-0.1790982953,0.0533356945,0.0320761994
74,D,1,low,Sp,1,1,1,1,0.348,ppn10,0.8522020498,0.7783624172,-0.2417745297,-0.1457118653,0.0584549232,0.0212319477
75,D,1,low,Sp,1,1,1,1,0.449,ppn10,0.7895801255,0.7870039355,-0.304396454,-0.137070347,0.0926572012,0.01878828
76,nD,1,low,Sp,2,0,0,1,0.432,ppn10,0.834126649,0.7888666603,-0.2598499305,-0.1352076222,0.0675219864,0.0182811011
77,nD,1,low,Sp,2,0,0,1,0.313,ppn10,0.8004940261,0.7064265652,-0.2934825534,-0.2176477173,0.0861320091,0.0473705289
78,D,1,low,Sp,1,1,0,0,0.472,ppn10,0.9385575281,0.6094286531,-0.1554190514,-0.3146456294,0.0241550815,0.0990018721
79,nD,1,low,Sp,2,0,0,1,0.367,ppn10,0.8163888766,0.7186178307,-0.2775877029,-0.2054564518,0.0770549328,0.0422123536
80,nD,1,low,Sp,2,0,0,1,0.475,ppn10,1.0736882324,0.6301434482,-0.0202883471,-0.2939308343,0.000411617,0.0863953354
81,D,1,low,Sp,1,1,0,0,0.57,ppn10,0.9826056242,0.7232410809,-0.1113709553,-0.2008332016,0.0124034897,0.0403339749
82,nD,1,low,Sp,2,0,0,1,0.34,ppn10,0.945212587,0.7755612795,-0.1487639925,-0.148513003,0.0221307255,0.0220561121
83,nD,1,low,Sp,2,0,0,1,0.307,ppn10,0.8049535997,0.732539935,-0.2890229798,-0.1915343475,0.0835342828,0.0366854063
84,D,1,low,Sp,1,1,1,1,0.352,ppn10,0.8603057709,0.7264443332,-0.2336708086,-0.1976299493,0.0546020468,0.0390575969
85,D,1,low,Sp,1,1,1,1,0.369,ppn10,1.0966688988,0.5804055886,0.0026923193,-0.3436686939,7.24858337738E-06,0.1181081712
86,nD,1,low,Sp,2,0,0,1,0.293,ppn10,0.8676646399,0.5981585599,-0.2263119396,-0.3259157226,0.051217094,0.1062210583
87,D,1,low,Sp,1,1,0,0,0.561,ppn10,0.8410966643,0.6202630012,-0.2528799152,-0.3038112813,0.0639482515,0.0923012947
88,D,1,low,Sp,1,1,1,1,0.405,ppn10,0.7081129893,0.7765681783,-0.3858635902,-0.1475061042,0.1488907102,0.0217580508
89,D,1,low,Sp,1,1,1,1,0.357,ppn10,0.7281264303,0.6074415077,-0.3658501492,-0.3166327748,0.1338463316,0.1002563141
90,nD,1,low,Sp,2,0,0,1,0.426,ppn10,1.2184349518,0.6863270362,0.1244583723,-0.2377472463,0.0154898864,0.0565237531
91,nD,1,low,Sp,2,0,0,1,0.42,ppn10,0.8686041066,0.6933557236,-0.2253724729,-0.2307185589,0.0507927515,0.0532310534
92,D,1,low,Sp,1,1,1,1,0.384,ppn10,1.3133812489,0.7845237612,0.2194046694,-0.1395505213,0.048138409,0.019474348
93,D,1,low,Sp,1,1,1,1,0.384,ppn10,0.806633281,0.5149226259,-0.2873432985,-0.4091516566,0.0825661712,0.1674050781
94,nD,1,low,Sp,2,0,0,1,0.329,ppn10,1.0991948755,0.5841725044,0.005218296,-0.3399017781,2.72306134619E-05,0.1155332188
95,D,1,low,Sp,1,1,0,0,0.314,ppn10,0.9675002841,0.585227478,-0.1264762954,-0.3388468045,0.0159962533,0.1148171569
96,nD,1,low,Sp,2,0,0,1,0.366,ppn10,1.3166702769,0.7252082337,0.2226936974,-0.1988660488,0.0495924829,0.0395477054
97,nD,1,low,Sp,2,0,1,0,0.424,ppn10,0.7874434644,0.6273014387,-0.3065331151,-0.2967728438,0.0939625506,0.0880741208
98,D,1,low,Sp,1,1,1,1,0.287,ppn10,1.1849935915,0.7077723747,0.091017012,-0.2163019078,0.0082840965,0.0467865153
99,D,1,low,Sp,1,1,0,0,0.361,ppn10,0.7775702496,0.671006858,-0.3164063299,-0.2530674245,0.1001129656,0.0640431214
100,D,1,low,Sp,1,1,1,1,0.347,ppn10,0.8828564277,0.6645055914,-0.2111201518,-0.2595686911,0.0445717185,0.0673759054
101,nD,1,low,Sp,2,0,0,1,0.368,ppn10,0.9717454632,0.6649211231,-0.1222311163,-0.2591531594,0.0149404458,0.06716036
102,nD,1,low,Sp,2,0,1,0,0.389,ppn10,1.5558079551,0.7499545313,0.4618313756,-0.1741197512,0.2132882195,0.0303176878
103,nD,1,low,Sp,2,0,0,1,0.45,ppn10,1.4184134198,0.5578591487,0.3244368403,-0.3662151338,0.1052592634,0.1341135242
104,nD,1,low,Sp,2,0,0,1,0.364,ppn10,0.728989457,0.6628250119,-0.3649871225,-0.2612492706,0.1332155996,0.0682511814
105,D,1,low,Sp,1,1,1,1,0.341,ppn10,0.9420689102,0.6682118249,-0.1519076693,-0.2558624576,0.02307594,0.0654655972
106,nD,1,low,Sp,2,0,0,1,0.373,ppn10,1.2122471198,0.6823637239,0.1182705403,-0.2417105586,0.0139879207,0.0584239942
107,nD,1,low,Sp,2,0,0,1,0.332,ppn10,0.7810408896,0.6810778095,-0.3129356899,-0.242996473,0.097928746,0.0590472859
108,nD,1,low,Sp,2,0,0,1,0.403,ppn10,1.1696907998,0.4314230745,0.0757142203,-0.492651208,0.0057326432,0.2427052128
109,nD,1,low,Sp,2,0,0,1,0.381,ppn10,0.7406623179,0.6761186849,-0.3533142616,-0.2479555976,0.1248309674,0.0614819784
110,nD,1,low,Sp,2,0,0,1,0.485,ppn10,0.9745428503,0.7252464155,-0.1194337292,-0.198827867,0.0142644157,0.0395325207
111,nD,1,low,Sp,2,0,0,1,0.471,ppn10,1.1710968948,0.7060830572,0.0771203153,-0.2179912253,0.005947543,0.0475201743
112,D,1,low,Sp,1,1,1,1,0.313,ppn10,1.1702455847,0.7123201288,0.0762690052,-0.2117541537,0.0058169612,0.0448398216
113,nD,1,low,Sp,2,0,0,1,0.358,ppn10,0.7338550697,0.7587992823,-0.3601215098,-0.1652750002,0.1296875018,0.0273158257
114,D,1,low,Sp,1,1,1,1,0.367,ppn10,0.760169649,0.7714441786,-0.3338069305,-0.1526301039,0.1114270668,0.0232959486
115,nD,1,low,Sp,2,0,0,1,0.408,ppn10,0.8506654144,0.6335043272,-0.2433111651,-0.2905699553,0.059200323,0.0844308989
116,nD,1,low,Sp,2,0,0,1,0.381,ppn10,0.8801888226,0.8208411396,-0.2137877569,-0.1032331429,0.045705205,0.0106570818
117,D,1,low,Sp,1,1,1,1,0.385,ppn10,1.29544126,0.7482758605,0.2014646805,-0.175798422,0.0405880175,0.0309050852
118,D,1,low,Sp,1,1,1,1,0.258,ppn10,1.4425443897,0.5787887724,0.3485678102,-0.3452855101,0.1214995183,0.1192220835
119,nD,1,low,Sp,2,0,0,1,0.338,ppn10,0.9708583927,0.573940425,-0.1231181868,-0.3501338575,0.0151580879,0.1225937182
120,nD,1,low,Sp,2,0,0,1,0.321,ppn10,1.0927610994,0.7136945464,-0.0012154801,-0.2103797361,1.47739179936E-06,0.0442596334
121,D,1,low,Sp,1,1,0,0,0.297,ppn10,0.9105955516,0.6784966071,-0.1833810279,-0.2455776754,0.0336286014,0.0603083947
122,D,1,low,Sp,1,1,1,1,0.472,ppn10,1.4946594276,0.768480963,0.4006828481,-0.1555933195,0.1605467448,0.0242092811
123,nD,1,low,Sp,2,0,0,1,0.284,ppn10,0.732469993,0.6392180919,-0.3615065865,-0.2848561906,0.1306870121,0.0811430493
124,D,1,low,Sp,1,1,1,1,0.299,ppn10,1.2282225623,0.7290584835,0.1342459828,-0.195015799,0.0180219839,0.0380311619
125,D,1,low,Sp,1,1,1,1,0.366,ppn10,0.788046216,0.6558874435,-0.3059303635,-0.268186839,0.0935933873,0.0719241806
126,nD,1,low,Sp,2,0,1,0,0.422,ppn10,1.1732052518,0.6689929213,0.0792286723,-0.2550813612,0.0062771825,0.0650665008
127,D,1,low,Sp,1,1,1,1,0.349,ppn10,0.8160395595,0.7454492622,-0.27793702,-0.1786250203,0.0772489871,0.0319068979
128,nD,1,low,Sp,2,0,0,1,0.423,ppn10,1.2727303252,0.7835243613,0.1787537457,-0.1405499212,0.0319529016,0.0197542804
129,nD,1,low,Sp,2,0,0,1,0.477,ppn10,0.7428070129,0.7299503952,-0.3511695666,-0.1941238873,0.1233200645,0.0376840836
130,D,1,low,Sp,1,1,1,1,0.371,ppn10,0.808490573,0.7220951967,-0.2854860065,-0.2019790858,0.0815022599,0.0407955511
131,D,1,low,Sp,1,1,1,1,0.348,ppn10,0.7744186315,0.6212613905,-0.319557948,-0.302812892,0.1021172821,0.0916956476
132,D,1,low,Sp,1,1,1,1,0.325,ppn10,0.8397375414,0.7378734738,-0.2542390381,-0.1862008087,0.0646374885,0.0346707412
133,D,1,low,Sp,1,1,1,1,0.528,ppn10,0.9808601381,0.7600818863,-0.1131164414,-0.1639923962,0.0127953293,0.026893506
134,D,1,low,Sp,1,1,1,1,0.405,ppn10,0.9718376569,0.7108005906,-0.1221389226,-0.2132736919,0.0149179164,0.0454856677
135,nD,1,low,Sp,2,0,0,1,0.265,ppn10,1.5027295091,0.7305065413,0.4087529296,-0.1935677412,0.1670789575,0.0374684704
136,D,1,low,Sp,1,1,1,1,0.459,ppn10,1.1722916546,0.774170485,0.0783150751,-0.1499037975,0.006133251,0.0224711485
137,nD,1,low,Sp,2,0,1,0,0.393,ppn10,0.8063933594,0.7087744334,-0.2875832201,-0.2152998491,0.0827041085,0.046354025
138,nD,1,low,Sp,2,0,0,1,0.363,ppn10,0.9061236447,0.6697041604,-0.1878529348,-0.2543701221,0.0352887251,0.064704159
139,D,1,low,Sp,1,1,1,1,0.378,ppn10,0.7768055653,0.6756714827,-0.3171710142,-0.2484027998,0.1005974522,0.061703951
140,nD,1,low,Sp,2,0,0,1,0.452,ppn10,0.7603181174,0.6140930576,-0.3336584621,-0.3099812249,0.1113279693,0.0960883598
141,nD,1,low,Sp,2,0,0,1,0.438,ppn10,0.9834245257,0.5905101568,-0.1105520538,-0.3335641257,0.0122217566,0.111265026
142,D,1,low,Sp,1,1,1,1,0.561,ppn10,1.1672281181,0.6778352883,0.0732515386,-0.2462389942,0.0053657879,0.0606336423
143,nD,1,low,Sp,2,0,0,1,0.342,ppn10,1.0056829546,0.7474465699,-0.0882936249,-0.1766277126,0.0077957642,0.0311973489
144,D,1,low,Sp,1,1,1,1,0.328,ppn10,1.2539335201,0.7302124466,0.1599569406,-0.1938618359,0.0255862229,0.0375824114
145,D,1,low,Sp,1,1,0,0,0.302,ppn10,1.1677547782,0.6393604226,0.0737781987,-0.2847138599,0.0054432226,0.081061982
146,D,1,low,Sp,1,1,0,0,0.44,ppn10,1.0827436757,0.7072859771,-0.0112329038,-0.2167883054,0.0001261781,0.0469971694
147,nD,1,low,Sp,2,0,0,1,0.379,ppn10,1.0185149055,0.7361481268,-0.075461674,-0.1879261557,0.0056944642,0.03531624
148,nD,1,low,Sp,2,0,0,1,0.575,ppn10,0.9086436171,0.6220537671,-0.1853329624,-0.3020205154,0.0343483069,0.0912163917
149,nD,1,low,Sp,2,0,0,1,0.372,ppn10,0.800283186,0.6435630182,-0.2936933935,-0.2805112643,0.0862558094,0.0786865694
150,D,1,low,Sp,1,1,0,0,0.354,ppn10,0.8853832135,0.6622282159,-0.208593366,-0.2618460666,0.0435111923,0.0685633626
151,D,1,low,Sp,1,1,1,1,0.38,ppn10,1.2721795141,0.765681047,0.1782029346,-0.1583932355,0.0317562859,0.0250884171
152,D,1,low,Sp,1,1,0,0,0.342,ppn10,0.9718973928,0.6798087482,-0.1220791867,-0.2442655343,0.0149033278,0.0596656513
153,D,1,low,Sp,1,1,1,1,0.359,ppn10,1.0984579776,0.7687065363,0.0044813981,-0.1553677462,2.0082929204E-05,0.0241391366
154,nD,1,low,Sp,2,0,0,1,0.321,ppn10,0.9560342015,0.71725609,-0.137942378,-0.2068181925,0.0190280996,0.0427737648
155,nD,1,low,Sp,2,0,0,1,0.414,ppn10,0.8192881402,0.569541507,-0.2746884393,-0.3545327755,0.0754537387,0.1256934889
156,D,1,low,Sp,1,1,0,0,0.39,ppn10,0.974648361,0.7661465406,-0.1193282185,-0.1579277419,0.0142392237,0.0249411717
157,D,1,low,Sp,1,1,0,0,0.365,ppn10,1.1401153943,0.6251656432,0.0461388148,-0.2989086393,0.0021287902,0.0893463747
158,D,1,low,Sp,1,1,1,1,0.291,ppn10,1.5028614703,0.7996342591,0.4088848908,-0.1244400234,0.1671868539,0.0154853194
159,D,1,low,Sp,1,1,1,1,0.587,ppn10,0.7450978778,0.7298964946,-0.3488787017,-0.1941777879,0.1217163485,0.0377050133
160,D,2,med,Sp,1,1,1,1,0.486,ppn10,1.155968876,0.8748462513,0.0619922965,-0.0492280312,0.0038430448,0.0024233991
161,nD,2,med,Sp,2,0,0,1,0.416,ppn10,1.0242479016,0.8251769104,-0.0697286779,-0.0988973721,0.0048620885,0.0097806902
162,nD,2,med,Sp,2,0,0,1,0.485,ppn10,0.8011762489,0.9088827207,-0.2928003306,-0.0151915618,0.0857320336,0.0002307836
163,nD,2,med,Sp,2,0,0,1,0.403,ppn10,1.3781511137,0.9657695936,0.2841745342,0.0416953111,0.0807551659,0.001738499
164,D,2,med,Sp,1,1,1,1,0.605,ppn10,0.8349701073,0.8316087944,-0.2590064722,-0.0924654881,0.0670843526,0.0085498665
165,D,2,med,Sp,1,1,0,0,0.386,ppn10,0.7721287964,0.8837841871,-0.3218477831,-0.0402900954,0.1035859955,0.0016232918
166,D,2,med,Sp,1,1,1,1,0.541,ppn10,1.4851857887,0.9653843614,0.3912092092,0.0413100789,0.1530446454,0.0017065226
167,D,2,med,Sp,1,1,1,1,0.309,ppn10,1.5007172319,0.8698811932,0.4067406524,-0.0541930893,0.1654379583,0.0029368909
168,nD,2,med,Sp,2,0,0,1,0.447,ppn10,1.1528657872,0.9825802749,0.0588892077,0.0585059924,0.0034679388,0.0034229511
169,D,2,med,Sp,1,1,1,1,0.368,ppn10,1.3999068648,0.871212554,0.3059302853,-0.0528617285,0.0935933395,0.0027943623
170,nD,2,med,Sp,2,0,0,1,0.35,ppn10,1.2248150375,0.9569269401,0.130838458,0.0328526576,0.0171187021,0.0010792971
171,D,2,med,Sp,1,1,1,1,0.413,ppn10,0.7129633045,0.9461707211,-0.381013275,0.0220964386,0.1451711157,0.0004882526
172,D,2,med,Sp,1,1,1,1,0.483,ppn10,1.1663624753,0.9072249661,0.0723858958,-0.0168493164,0.0052397179,0.0002838995
173,nD,2,med,Sp,2,0,0,1,0.764,ppn10,1.0709070461,0.9148166064,-0.0230695334,-0.0092576761,0.0005322034,8.57045673166E-05
174,nD,2,med,Sp,2,0,0,1,0.366,ppn10,1.1255994153,0.9127726108,0.0316228358,-0.0113016717,0.0010000037,0.0001277278
175,nD,2,med,Sp,2,0,0,1,0.423,ppn10,1.4382676426,0.824155792,0.3442910631,-0.0999184905,0.1185363362,0.0099837047
176,nD,2,med,Sp,2,0,0,1,0.439,ppn10,0.7182845584,0.8246594574,-0.3756920211,-0.0994148251,0.1411444947,0.0098833075
177,D,2,med,Sp,1,1,1,1,0.423,ppn10,0.7427593257,0.9519199161,-0.3512172538,0.0278456336,0.1233535593,0.0007753793
178,D,2,med,Sp,1,1,1,1,0.336,ppn10,0.7081061496,0.9663199138,-0.3858704299,0.0422456313,0.1488959886,0.0017846934
179,D,2,med,Sp,1,1,1,1,0.493,ppn10,1.2186622567,0.9621306345,0.1246856772,0.038056352,0.0155465181,0.0014482859
180,nD,2,med,Sp,2,0,0,1,0.281,ppn10,0.9208120057,0.8088932154,-0.1731645738,-0.1151810671,0.0299859696,0.0132666782
181,D,2,med,Sp,1,1,1,1,0.291,ppn10,0.8035017823,0.9758644646,-0.2904747972,0.0517901821,0.0843756078,0.002682223
182,nD,2,med,Sp,2,0,0,1,0.336,ppn10,1.6286731295,0.9030696073,0.53469655,-0.0210046752,0.2859004006,0.0004411964
183,D,2,med,Sp,1,1,1,1,0.368,ppn10,1.3533811796,0.9268432735,0.2594046001,0.002768991,0.0672907466,7.66731099534E-06
184,nD,2,med,Sp,2,0,0,1,0.304,ppn10,0.9989476302,0.9800380726,-0.0950289493,0.0559637901,0.0090305012,0.0031319458
185,D,2,med,Sp,1,1,1,1,0.455,ppn10,0.8035763631,0.9076528435,-0.2904002164,-0.016421439,0.0843322857,0.0002696637
186,D,2,med,Sp,1,1,1,1,0.412,ppn10,1.3997937008,0.9290565431,0.3058171213,0.0049822606,0.0935241117,2.48229203935E-05
187,D,2,med,Sp,1,1,1,1,0.446,ppn10,1.1554531397,0.9401615126,0.0614765602,0.0160872301,0.0037793675,0.000258799
188,nD,2,med,Sp,2,0,0,1,0.484,ppn10,1.2904818678,0.9503978571,0.1965052883,0.0263235746,0.0386143283,0.0006929306
189,D,2,med,Sp,1,1,0,0,0.375,ppn10,1.2004845005,0.8271218443,0.106507921,-0.0969524382,0.0113439372,0.0093997753
190,nD,2,med,Sp,2,0,0,1,0.319,ppn10,1.3074246994,0.8837771733,0.2134481199,-0.0402971092,0.0455600999,0.001623857
