,dier,Sc,lmh,SpAc,stimulus,stimulus_recoded_01,resp,correct,rt,subj_idx,CE,SC,CE_c,SC_c,CE_squared,SC_squared
12682,nD,3,high,Sp,2,0,0,1,0.431,ppn38,1.2013574477,1.2253084522,0.1073808682,0.3012341697,0.0115306509,0.090742025
12683,nD,3,high,Sp,2,0,0,1,0.422,ppn38,1.2337586379,1.2768551248,0.1397820584,0.3527808423,0.0195390239,0.1244543227
12684,nD,3,high,Sp,2,0,0,1,0.363,ppn38,1.3392227838,1.2065183187,0.2452462043,0.2824440362,0.0601457007,0.0797746336
12685,D,3,high,Sp,1,1,1,1,0.339,ppn38,1.1786323565,1.2645739531,0.084655777,0.3404996706,0.0071666006,0.1159400257
12686,D,3,high,Sp,1,1,0,0,0.411,ppn38,1.5679468434,1.2985126385,0.4739702639,0.374438356,0.2246478111,0.1402040824
12687,nD,3,high,Sp,2,0,1,0,0.275,ppn38,1.2548082768,1.1614968961,0.1608316973,0.2374226136,0.0258668349,0.0563694974
12688,D,3,high,Sp,1,1,1,1,0.285,ppn38,1.2475958051,1.203489913,0.1536192256,0.2794156305,0.0235988665,0.0780730946
12689,D,3,high,Sp,1,1,1,1,0.359,ppn38,0.7173329447,1.0557107278,-0.3766436348,0.1316364453,0.1418604276,0.0173281537
12690,nD,3,high,Sp,2,0,0,1,0.413,ppn38,1.1877335222,1.0545064858,0.0937569427,0.1304322033,0.0087903643,0.0170125597
12691,D,3,high,Sp,1,1,1,1,0.26,ppn38,1.3517333051,1.1001028076,0.2577567256,0.1760285251,0.0664385296,0.0309860416
12692,D,3,high,Sp,1,1,1,1,0.269,ppn38,1.4559823031,1.2724546574,0.3620057236,0.3483803749,0.1310481439,0.1213688856
12693,D,3,high,Sp,1,1,1,1,0.389,ppn38,1.4548924864,1.1886421478,0.3609159069,0.2645678653,0.1302602919,0.0699961553
12694,nD,3,high,Sp,2,0,0,1,0.286,ppn38,0.9677933927,1.1024659716,-0.1261831868,0.1783916891,0.0159221966,0.0318235947
12695,D,3,high,Sp,1,1,1,1,0.237,ppn38,1.2102578061,1.2175660048,0.1162812266,0.2934917223,0.0135213237,0.086137391
12696,D,3,high,Sp,1,1,1,1,0.492,ppn38,0.8449106582,1.1087729924,-0.2490659213,0.1846987099,0.0620338331,0.0341136134
12697,nD,3,high,Sp,2,0,0,1,0.449,ppn38,1.4239592937,1.0504821502,0.3299827142,0.1264078677,0.1088885917,0.015978949
12698,nD,3,high,Sp,2,0,0,1,0.461,ppn38,0.6774832683,1.0561171448,-0.4164933112,0.1320428623,0.1734666782,0.0174353175
12699,D,3,high,Sp,1,1,1,1,0.355,ppn38,0.9426154964,1.0785564873,-0.1513610831,0.1544822048,0.0229101775,0.0238647516
12700,nD,3,high,Sp,2,0,0,1,0.631,ppn38,0.8269633868,1.1306866484,-0.2670131927,0.2066123659,0.0712960451,0.0426886697
12701,D,3,high,Sp,1,1,1,1,0.449,ppn38,1.282093329,1.1658455459,0.1881167495,0.2417712634,0.0353879115,0.0584533438
12702,nD,3,high,Sp,2,0,0,1,0.682,ppn38,1.3085166498,1.3597892381,0.2145400703,0.4357149556,0.0460274418,0.1898475225
12703,nD,3,high,Sp,2,0,0,1,0.421,ppn38,1.3528711741,1.1424734835,0.2588945946,0.218399201,0.0670264111,0.047698211
12704,nD,3,high,Sp,2,0,0,1,0.391,ppn38,1.0331829225,1.2676098119,-0.060793657,0.3435355294,0.0036958687,0.1180166599
12705,nD,3,high,Sp,2,0,0,1,0.372,ppn38,1.2700899893,1.3546752466,0.1761134098,0.4306009641,0.0310159331,0.1854171903
12706,nD,3,high,Sp,2,0,0,1,0.371,ppn38,1.1208808348,1.330164903,0.0269042553,0.4060906205,0.000723839,0.164909592
12707,D,3,high,Sp,1,1,1,1,0.366,ppn38,1.1241094654,1.334100866,0.0301328859,0.4100265835,0.0009079908,0.1681217992
12708,D,3,high,Sp,1,1,1,1,0.434,ppn38,1.343420963,1.2394391889,0.2494443835,0.3153649064,0.0622225005,0.0994550242
12709,nD,3,high,Sp,2,0,0,1,0.435,ppn38,1.2870789985,1.2160374324,0.193102419,0.2919631499,0.0372885442,0.0852424809
12710,D,3,high,Sp,1,1,0,0,0.379,ppn38,1.0583097484,1.1534689746,-0.0356668311,0.2293946921,0.0012721228,0.0526219248
12711,nD,3,high,Sp,2,0,0,1,0.484,ppn38,0.932444481,1.1031143477,-0.1615320985,0.1790400652,0.0260926188,0.0320553449
12712,nD,3,high,Sp,2,0,0,1,0.403,ppn38,1.0977756769,1.241824914,0.0037990974,0.3177506315,1.44331412864E-05,0.1009654638
12713,nD,3,high,Sp,2,0,0,1,0.504,ppn38,1.1578058695,1.1489008965,0.06382929,0.224826614,0.0040741783,0.0505470063
12714,D,3,high,Sp,1,1,0,0,0.393,ppn38,0.9099501796,1.2478895866,-0.1840263999,0.3238153041,0.0338657158,0.1048563512
12715,nD,3,high,Sp,2,0,0,1,0.559,ppn38,0.9188490639,1.2080918729,-0.1751275156,0.2840175904,0.0306696467,0.0806659916
12716,D,3,high,Sp,1,1,1,1,0.49,ppn38,1.2596790902,1.1662052783,0.1657025107,0.2421309958,0.0274573221,0.0586274191
12717,D,3,high,Sp,1,1,0,0,0.436,ppn38,1.2481958135,1.2923518904,0.154219234,0.3682776079,0.0237835721,0.1356283965
12718,nD,3,high,Sp,2,0,0,1,0.419,ppn38,1.106837076,1.3040481021,0.0128604965,0.3799738196,0.0001653924,0.1443801036
12719,nD,3,high,Sp,2,0,0,1,0.334,ppn38,0.9826249096,1.1155641581,-0.1113516699,0.1914898756,0.0123991944,0.0366683724
12720,nD,3,high,Sp,2,0,0,1,0.334,ppn38,1.1939282851,1.2477712871,0.0999517056,0.3236970046,0.0099903435,0.1047797508
12721,D,3,high,Sp,1,1,1,1,0.325,ppn38,1.250668176,1.2785931703,0.1566915965,0.3545188878,0.0245522564,0.1256836418
12722,D,3,high,Sp,1,1,1,1,0.363,ppn38,1.2840318996,1.2208655879,0.1900553201,0.2967913054,0.0361210247,0.0880850789
12723,D,3,high,Sp,1,1,1,1,0.315,ppn38,1.0466873566,1.1344683544,-0.0472892229,0.2103940719,0.0022362706,0.0442656655
12724,nD,3,high,Sp,2,0,0,1,0.548,ppn38,1.1791055005,1.2624885517,0.085128921,0.3384142692,0.0072469332,0.1145242176
12725,nD,3,high,Sp,2,0,0,1,0.514,ppn38,1.499416222,1.0497742749,0.4054396425,0.1256999924,0.1643813037,0.0158004881
12726,nD,3,high,Sp,2,0,0,1,0.395,ppn38,1.2731546458,1.1290316056,0.1791780663,0.2049573231,0.0321047795,0.0420075043
12727,D,3,high,Sp,1,1,1,1,0.345,ppn38,1.2704958417,1.1329861814,0.1765192622,0.2089118989,0.0311590499,0.0436441815
12728,D,3,high,Sp,1,1,1,1,0.304,ppn38,1.3516283642,1.1473241971,0.2576517847,0.2232499146,0.0663844422,0.0498405244
12729,D,3,high,Sp,1,1,1,1,0.396,ppn38,1.4453188933,1.0704783234,0.3513423138,0.1464040409,0.1234414215,0.0214341432
12730,nD,3,high,Sp,2,0,0,1,0.51,ppn38,1.5469030587,1.174856183,0.4529264792,0.2507819005,0.2051423956,0.0628915616
12731,D,1,low,Ac,1,1,1,1,0.525,ppn38,0.8009228268,0.7957754586,-0.2930537527,-0.1282988239,0.085880502,0.0164605882
12732,D,1,low,Ac,1,1,1,1,0.449,ppn38,0.7088375872,0.6476267062,-0.3851389923,-0.2764475763,0.1483320434,0.0764232625
12733,D,1,low,Ac,1,1,1,1,0.49,ppn38,0.7768055653,0.6756714827,-0.3171710142,-0.2484027998,0.1005974522,0.061703951
12734,nD,1,low,Ac,2,0,0,1,0.389,ppn38,1.1696907998,0.4314230745,0.0757142203,-0.492651208,0.0057326432,0.2427052128
12735,nD,1,low,Ac,2,0,0,1,0.665,ppn38,0.8686041066,0.6933557236,-0.2253724729,-0.2307185589,0.0507927515,0.0532310534
12736,D,1,low,Ac,1,1,1,1,0.464,ppn38,1.366888874,0.6086744119,0.2729122945,-0.3153998706,0.0744811205,0.0994770784
12737,nD,1,low,Ac,2,0,0,1,0.459,ppn38,1.1789159749,0.6804734118,0.0849393954,-0.2436008707,0.0072147009,0.0593413842
12738,D,1,low,Ac,1,1,1,1,0.531,ppn38,0.9105955516,0.6784966071,-0.1833810279,-0.2455776754,0.0336286014,0.0603083947
12739,nD,1,low,Ac,2,0,0,1,0.439,ppn38,0.9684849677,0.5499287799,-0.1254916118,-0.3741455026,0.0157481446,0.1399848571
12740,D,1,low,Ac,1,1,0,0,0.659,ppn38,0.8410966643,0.6202630012,-0.2528799152,-0.3038112813,0.0639482515,0.0923012947
12741,D,1,low,Ac,1,1,1,1,0.61,ppn38,1.1606394579,0.5043608076,0.0666628784,-0.4197134749,0.0044439394,0.176159401
12742,D,1,low,Ac,1,1,1,1,0.469,ppn38,1.0827436757,0.7072859771,-0.0112329038,-0.2167883054,0.0001261781,0.0469971694
12743,nD,1,low,Ac,2,0,0,1,0.499,ppn38,0.9661428138,0.7898328246,-0.1278337657,-0.1342414579,0.0163414716,0.018020769
12744,D,1,low,Ac,1,1,1,1,0.361,ppn38,0.7472787066,0.6689797608,-0.3466978729,-0.2550945217,0.1201994151,0.065073215
12745,D,1,low,Ac,1,1,1,1,0.562,ppn38,0.7075058242,0.7402739965,-0.3864707553,-0.183800286,0.1493596447,0.0337825451
12746,D,1,low,Ac,1,1,1,1,1.03,ppn38,1.0382846984,0.6251477188,-0.0556918811,-0.2989265637,0.0031015856,0.0893570905
12747,D,1,low,Ac,1,1,1,1,0.562,ppn38,1.29544126,0.7482758605,0.2014646805,-0.175798422,0.0405880175,0.0309050852
12748,nD,1,low,Ac,2,0,0,1,0.536,ppn38,0.9717454632,0.6649211231,-0.1222311163,-0.2591531594,0.0149404458,0.06716036
12749,nD,1,low,Ac,2,0,0,1,0.485,ppn38,0.7810408896,0.6810778095,-0.3129356899,-0.242996473,0.097928746,0.0590472859
12750,D,1,low,Ac,1,1,1,1,0.427,ppn38,1.0984579776,0.7687065363,0.0044813981,-0.1553677462,2.0082929204E-05,0.0241391366
12751,nD,1,low,Ac,2,0,0,1,0.476,ppn38,1.3208308639,0.7293843506,0.2268542844,-0.1946899319,0.0514628664,0.0379041696
12752,D,1,low,Ac,1,1,1,1,0.358,ppn38,1.0966688988,0.5804055886,0.0026923193,-0.3436686939,7.24858337738E-06,0.1181081712
12753,D,1,low,Ac,1,1,1,1,0.579,ppn38,1.1410669954,0.780212258,0.0470904159,-0.1438620245,0.0022175073,0.0206962821
12754,D,1,low,Ac,1,1,1,1,0.314,ppn38,1.187078365,0.6275507617,0.0931017855,-0.2965235208,0.0086679425,0.0879261984
12755,D,1,low,Ac,1,1,1,1,0.45,ppn38,0.8211965354,0.7494444754,-0.2727800441,-0.1746298071,0.0744089524,0.0304955695
12756,nD,1,low,Ac,2,0,0,1,0.383,ppn38,1.3691083436,0.6740498739,0.2751317641,-0.2500244086,0.0756974876,0.0625122049
12757,D,1,low,Ac,1,1,1,1,0.5,ppn38,0.9420689102,0.6682118249,-0.1519076693,-0.2558624576,0.02307594,0.0654655972
12758,nD,1,low,Ac,2,0,0,1,0.467,ppn38,0.7406623179,0.6761186849,-0.3533142616,-0.2479555976,0.1248309674,0.0614819784
12759,nD,1,low,Ac,2,0,0,1,0.46,ppn38,0.676818939,0.6915748553,-0.4171576405,-0.2324994272,0.174020497,0.0540559837
12760,nD,1,low,Ac,2,0,0,1,0.448,ppn38,1.0056829546,0.7474465699,-0.0882936249,-0.1766277126,0.0077957642,0.0311973489
12761,nD,1,low,Ac,2,0,0,1,0.527,ppn38,1.0033183893,0.757340505,-0.0906581902,-0.1667337775,0.0082189074,0.0278001526
12762,nD,1,low,Ac,2,0,0,1,0.442,ppn38,1.0216161158,0.67941461,-0.0723604637,-0.2446596725,0.0052360367,0.0598583554
12763,D,1,low,Ac,1,1,1,1,0.466,ppn38,0.8397375414,0.7378734738,-0.2542390381,-0.1862008087,0.0646374885,0.0346707412
12764,D,1,low,Ac,1,1,1,1,0.439,ppn38,0.9841040878,0.6061305495,-0.1098724917,-0.317943733,0.0120719644,0.1010882174
12765,D,1,low,Ac,1,1,1,1,0.6,ppn38,1.553749511,0.7958030489,0.4597729315,-0.1282712336,0.2113911486,0.0164535094
12766,nD,1,low,Ac,2,0,0,1,0.595,ppn38,0.9229900807,0.7138450461,-0.1709864988,-0.2102292364,0.0292363828,0.0441963318
12767,D,1,low,Ac,1,1,1,1,0.639,ppn38,1.1493448858,0.7593750201,0.0553683063,-0.1646992624,0.0030656493,0.027125847
12768,nD,1,low,Ac,2,0,0,1,0.524,ppn38,1.1097244381,0.7236550417,0.0157478586,-0.2004192408,0.0002479951,0.0401678721
12769,nD,1,low,Ac,2,0,0,1,0.574,ppn38,0.8676646399,0.5981585599,-0.2263119396,-0.3259157226,0.051217094,0.1062210583
12770,nD,1,low,Ac,2,0,0,1,0.491,ppn38,1.3257510272,0.7522385794,0.2317744477,-0.1718357031,0.0537193946,0.0295275089
12771,nD,1,low,Ac,2,0,0,1,0.478,ppn38,0.8657386653,0.7322225011,-0.2282379142,-0.1918517814,0.0520925455,0.036807106
12772,D,1,low,Ac,1,1,1,1,0.376,ppn38,0.7081129893,0.7765681783,-0.3858635902,-0.1475061042,0.1488907102,0.0217580508
12773,D,1,low,Ac,1,1,1,1,0.43,ppn38,0.974648361,0.7661465406,-0.1193282185,-0.1579277419,0.0142392237,0.0249411717
12774,nD,1,low,Ac,2,0,0,1,0.406,ppn38,0.728989457,0.6628250119,-0.3649871225,-0.2612492706,0.1332155996,0.0682511814
12775,nD,1,low,Ac,2,0,0,1,0.417,ppn38,1.1984652614,0.7677764873,0.1044886819,-0.1562977952,0.0109178847,0.0244290008
12776,nD,1,low,Ac,2,0,0,1,0.426,ppn38,1.2184349518,0.6863270362,0.1244583723,-0.2377472463,0.0154898864,0.0565237531
12777,D,1,low,Ac,1,1,1,1,0.407,ppn38,0.9594634801,0.6610913239,-0.1345130994,-0.2629829586,0.0180937739,0.0691600365
12778,D,1,low,Ac,1,1,1,1,0.411,ppn38,1.2282225623,0.7290584835,0.1342459828,-0.195015799,0.0180219839,0.0380311619
12779,nD,1,low,Ac,2,0,0,1,0.501,ppn38,1.2825748449,0.7563950939,0.1885982654,-0.1676791886,0.0355693057,0.0281163103
12780,nD,1,low,Ac,2,0,0,1,0.518,ppn38,0.8063933594,0.7087744334,-0.2875832201,-0.2152998491,0.0827041085,0.046354025
12781,nD,1,low,Ac,2,0,0,1,0.522,ppn38,1.1706556628,0.7323940077,0.0766790833,-0.1916802748,0.0058796818,0.0367413278
12782,nD,1,low,Ac,2,0,0,1,0.491,ppn38,1.0991948755,0.5841725044,0.005218296,-0.3399017781,2.72306134619E-05,0.1155332188
12783,D,1,low,Ac,1,1,1,1,0.55,ppn38,0.7895801255,0.7870039355,-0.304396454,-0.137070347,0.0926572012,0.01878828
12784,D,1,low,Ac,1,1,1,1,0.437,ppn38,1.0090112395,0.6105956138,-0.08496534,-0.3134786687,0.007219109,0.0982688757
12785,D,1,low,Ac,1,1,1,1,0.358,ppn38,0.7281264303,0.6074415077,-0.3658501492,-0.3166327748,0.1338463316,0.1002563141
12786,D,1,low,Ac,1,1,1,1,0.455,ppn38,0.760169649,0.7714441786,-0.3338069305,-0.1526301039,0.1114270668,0.0232959486
12787,D,1,low,Ac,1,1,1,1,0.579,ppn38,0.7450978778,0.7298964946,-0.3488787017,-0.1941777879,0.1217163485,0.0377050133
12788,nD,1,low,Ac,2,0,0,1,0.534,ppn38,0.9560342015,0.71725609,-0.137942378,-0.2068181925,0.0190280996,0.0427737648
12789,nD,1,low,Ac,2,0,0,1,0.516,ppn38,1.0356686411,0.7930452146,-0.0583079384,-0.1310290679,0.0033998157,0.0171686166
12790,nD,1,low,Ac,2,0,0,1,0.468,ppn38,0.732469993,0.6392180919,-0.3615065865,-0.2848561906,0.1306870121,0.0811430493
12791,nD,1,low,Ac,2,0,0,1,0.469,ppn38,1.0552550325,0.7000006123,-0.038721547,-0.2240736702,0.0014993582,0.0502090097
12792,D,1,low,Ac,1,1,1,1,0.377,ppn38,0.8522020498,0.7783624172,-0.2417745297,-0.1457118653,0.0584549232,0.0212319477
12793,D,1,low,Ac,1,1,1,1,0.34,ppn38,0.806633281,0.5149226259,-0.2873432985,-0.4091516566,0.0825661712,0.1674050781
12794,nD,1,low,Ac,2,0,0,1,0.462,ppn38,0.9061236447,0.6697041604,-0.1878529348,-0.2543701221,0.0352887251,0.064704159
12795,nD,1,low,Ac,2,0,0,1,0.538,ppn38,1.4694224294,0.7790966536,0.3754458499,-0.1449776289,0.1409595862,0.0210185129
12796,D,1,low,Ac,1,1,1,1,0.566,ppn38,0.8828564277,0.6645055914,-0.2111201518,-0.2595686911,0.0445717185,0.0673759054
12797,nD,1,low,Ac,2,0,0,1,0.482,ppn38,1.2122471198,0.6823637239,0.1182705403,-0.2417105586,0.0139879207,0.0584239942
12798,D,1,low,Ac,1,1,1,1,0.32,ppn38,0.9369471717,0.7461207716,-0.1570294078,-0.1779535109,0.0246582349,0.0316674521
12799,nD,1,low,Ac,2,0,0,1,0.373,ppn38,0.7112259368,0.8545278182,-0.3827506427,-0.0695464643,0.1464980545,0.0048367107
12800,nD,1,low,Ac,2,0,0,1,0.497,ppn38,1.1798384459,0.7614729787,0.0858618664,-0.1626013038,0.0073722601,0.026439184
12801,D,1,low,Ac,1,1,1,1,0.506,ppn38,1.0139710969,0.7354057415,-0.0800054826,-0.188668541,0.0064008772,0.0355958184
12802,D,1,low,Ac,1,1,1,1,0.378,ppn38,0.8840372436,0.7562089258,-0.2099393359,-0.1678653567,0.0440745247,0.028178778
12803,nD,1,low,Ac,2,0,0,1,0.479,ppn38,0.7724494172,0.6974586093,-0.3215271623,-0.2266156732,0.1033797161,0.0513546634
12804,nD,1,low,Ac,2,0,0,1,0.523,ppn38,0.8801888226,0.8208411396,-0.2137877569,-0.1032331429,0.045705205,0.0106570818
12805,D,1,low,Ac,1,1,1,1,0.58,ppn38,0.763638594,0.7316453989,-0.3303379855,-0.1924288836,0.1091231846,0.0370288753
12806,D,1,low,Ac,1,1,1,1,0.378,ppn38,0.9385575281,0.6094286531,-0.1554190514,-0.3146456294,0.0241550815,0.0990018721
12807,nD,1,low,Ac,2,0,0,1,0.463,ppn38,0.9834245257,0.5905101568,-0.1105520538,-0.3335641257,0.0122217566,0.111265026
12808,D,1,low,Ac,1,1,0,0,0.609,ppn38,1.1722916546,0.774170485,0.0783150751,-0.1499037975,0.006133251,0.0224711485
12809,D,1,low,Ac,1,1,1,1,0.439,ppn38,0.7744186315,0.6212613905,-0.319557948,-0.302812892,0.1021172821,0.0916956476
12810,nD,1,low,Ac,2,0,0,1,0.547,ppn38,0.7942187425,0.7936617141,-0.299757837,-0.1304125684,0.0898547608,0.017007438
12811,D,1,low,Ac,1,1,1,1,0.377,ppn38,0.9594101584,0.7452423228,-0.1345664211,-0.1788319597,0.0181081217,0.0319808698
12812,D,1,low,Ac,1,1,1,1,0.562,ppn38,0.8603057709,0.7264443332,-0.2336708086,-0.1976299493,0.0546020468,0.0390575969
12813,D,1,low,Ac,1,1,1,1,0.518,ppn38,0.9718973928,0.6798087482,-0.1220791867,-0.2442655343,0.0149033278,0.0596656513
12814,D,1,low,Ac,1,1,1,1,0.727,ppn38,1.4946594276,0.768480963,0.4006828481,-0.1555933195,0.1605467448,0.0242092811
12815,D,1,low,Ac,1,1,1,1,0.581,ppn38,0.9808601381,0.7600818863,-0.1131164414,-0.1639923962,0.0127953293,0.026893506
12816,nD,1,low,Ac,2,0,1,0,0.563,ppn38,0.9745428503,0.7252464155,-0.1194337292,-0.198827867,0.0142644157,0.0395325207
12817,nD,1,low,Ac,2,0,1,0,0.667,ppn38,0.7603181174,0.6140930576,-0.3336584621,-0.3099812249,0.1113279693,0.0960883598
12818,nD,1,low,Ac,2,0,0,1,0.766,ppn38,0.8120627883,0.7515573293,-0.2819137912,-0.1725169532,0.0794753857,0.0297620992
12819,D,1,low,Ac,1,1,1,1,0.349,ppn38,0.6752859888,0.7211428918,-0.4186905907,-0.2029313907,0.1753018107,0.0411811493
12820,D,1,low,Ac,1,1,1,1,0.635,ppn38,1.3249217992,0.7449759872,0.2309452197,-0.1790982953,0.0533356945,0.0320761994
12821,D,1,low,Ac,1,1,1,1,0.549,ppn38,0.8160395595,0.7454492622,-0.27793702,-0.1786250203,0.0772489871,0.0319068979
12822,nD,1,low,Ac,2,0,0,1,0.697,ppn38,0.7874434644,0.6273014387,-0.3065331151,-0.2967728438,0.0939625506,0.0880741208
12823,nD,1,low,Ac,2,0,0,1,0.461,ppn38,0.8200828935,0.6612331237,-0.273893686,-0.2628411588,0.0750177512,0.0690854748
12824,D,1,low,Ac,1,1,1,1,0.506,ppn38,1.2721795141,0.765681047,0.1782029346,-0.1583932355,0.0317562859,0.0250884171
12825,D,1,low,Ac,1,1,1,1,0.383,ppn38,0.788046216,0.6558874435,-0.3059303635,-0.268186839,0.0935933873,0.0719241806
12826,nD,1,low,Ac,2,0,0,1,0.451,ppn38,0.9975269836,0.6546550841,-0.0964495959,-0.2694191984,0.0093025245,0.0725867045
12827,nD,1,low,Ac,2,0,0,1,0.845,ppn38,1.310392053,0.753932451,0.2164154735,-0.1701418315,0.0468356572,0.0289482428
12828,nD,1,low,Ac,2,0,1,0,0.361,ppn38,0.9721127736,0.6958295076,-0.1218638059,-0.2282447749,0.0148507872,0.0520956773
12829,D,1,low,Ac,1,1,1,1,0.731,ppn38,1.3047333961,0.7733349689,0.2107568166,-0.1507393136,0.0444184358,0.0227223407
12830,nD,1,low,Ac,2,0,0,1,0.557,ppn38,0.7184352025,0.9598363366,-0.375541377,0.0357620541,0.1410313258,0.0012789245
12831,nD,1,low,Ac,2,0,0,1,0.695,ppn38,1.0927610994,0.7136945464,-0.0012154801,-0.2103797361,1.47739179936E-06,0.0442596334
12832,nD,1,low,Ac,2,0,0,1,0.625,ppn38,1.4184134198,0.5578591487,0.3244368403,-0.3662151338,0.1052592634,0.1341135242
12833,nD,1,low,Ac,2,0,0,1,0.689,ppn38,1.0185149055,0.7361481268,-0.075461674,-0.1879261557,0.0056944642,0.03531624
12834,nD,1,low,Ac,2,0,0,1,0.752,ppn38,1.1710968948,0.7060830572,0.0771203153,-0.2179912253,0.005947543,0.0475201743
12835,nD,1,low,Ac,2,0,0,1,0.678,ppn38,0.9883110768,0.740666519,-0.1056655027,-0.1834077635,0.0111651985,0.0336384077
12836,D,1,low,Ac,1,1,1,1,1.066,ppn38,1.2430089939,0.6967347153,0.1490324144,-0.2273395672,0.0222106606,0.0516832788
12837,nD,1,low,Ac,2,0,0,1,0.625,ppn38,0.9043822783,0.6548554115,-0.1895943012,-0.269218871,0.035945999,0.0724788005
12838,D,1,low,Ac,1,1,0,0,0.371,ppn38,0.808490573,0.7220951967,-0.2854860065,-0.2019790858,0.0815022599,0.0407955511
12839,D,1,low,Ac,1,1,1,1,0.495,ppn38,0.7571605826,0.7069064236,-0.3368159969,-0.2171678589,0.1134450157,0.047161879
12840,nD,1,low,Ac,2,0,0,1,0.634,ppn38,0.9708583927,0.573940425,-0.1231181868,-0.3501338575,0.0151580879,0.1225937182
12841,D,1,low,Ac,1,1,1,1,0.769,ppn38,1.3133812489,0.7845237612,0.2194046694,-0.1395505213,0.048138409,0.019474348
12842,D,1,low,Ac,1,1,1,1,0.551,ppn38,0.7333765121,0.620904548,-0.3606000674,-0.3031697345,0.1300324086,0.0919118879
12843,nD,1,low,Ac,2,0,0,1,0.546,ppn38,1.1591042741,0.7254136778,0.0651276946,-0.1986606047,0.0042416166,0.0394660359
12844,nD,1,low,Ac,2,0,0,1,0.456,ppn38,1.5027295091,0.7305065413,0.4087529296,-0.1935677412,0.1670789575,0.0374684704
12845,nD,1,low,Ac,2,0,0,1,0.543,ppn38,0.7428070129,0.7299503952,-0.3511695666,-0.1941238873,0.1233200645,0.0376840836
12846,D,1,low,Ac,1,1,1,1,0.311,ppn38,0.9718376569,0.7108005906,-0.1221389226,-0.2132736919,0.0149179164,0.0454856677
12847,D,1,low,Ac,1,1,0,0,0.687,ppn38,1.230097748,0.7127281844,0.1361211685,-0.2113460981,0.0185289725,0.0446671732
12848,nD,1,low,Ac,2,0,0,1,0.612,ppn38,1.2727303252,0.7835243613,0.1787537457,-0.1405499212,0.0319529016,0.0197542804
12849,nD,1,low,Ac,2,0,0,1,0.776,ppn38,0.8192881402,0.569541507,-0.2746884393,-0.3545327755,0.0754537387,0.1256934889
12850,nD,1,low,Ac,2,0,0,1,0.342,ppn38,0.7124142855,0.6242476794,-0.381562294,-0.2998266031,0.1455897842,0.0898959919
12851,nD,1,low,Ac,2,0,0,1,0.41,ppn38,1.0736882324,0.6301434482,-0.0202883471,-0.2939308343,0.000411617,0.0863953354
12852,D,1,low,Ac,1,1,1,1,0.351,ppn38,1.011574453,0.7861788311,-0.0824021265,-0.1378954514,0.0067901104,0.0190151555
12853,D,1,low,Ac,1,1,1,1,0.615,ppn38,0.8853832135,0.6622282159,-0.208593366,-0.2618460666,0.0435111923,0.0685633626
12854,nD,1,low,Ac,2,0,0,1,0.522,ppn38,1.0929188373,0.5795206444,-0.0010577422,-0.3445536381,1.11881849714E-06,0.1187172095
12855,D,1,low,Ac,1,1,1,1,0.503,ppn38,1.1677547782,0.6393604226,0.0737781987,-0.2847138599,0.0054432226,0.081061982
12856,D,1,low,Ac,1,1,1,1,0.516,ppn38,1.1401153943,0.6251656432,0.0461388148,-0.2989086393,0.0021287902,0.0893463747
12857,nD,1,low,Ac,2,0,0,1,0.399,ppn38,1.5558079551,0.7499545313,0.4618313756,-0.1741197512,0.2132882195,0.0303176878
12858,nD,1,low,Ac,2,0,0,1,0.502,ppn38,0.9281197575,0.6129869782,-0.165856822,-0.3110873043,0.0275084854,0.0967753109
12859,D,1,low,Ac,1,1,1,1,0.593,ppn38,0.7854773458,0.7472017212,-0.3084992337,-0.1768725613,0.0951717772,0.031283903
12860,nD,1,low,Ac,2,0,0,1,0.504,ppn38,1.2335230239,0.7024500229,0.1395464444,-0.2216242596,0.0194732102,0.0491173125
12861,nD,1,low,Ac,2,0,0,1,0.491,ppn38,0.8004940261,0.7064265652,-0.2934825534,-0.2176477173,0.0861320091,0.0473705289
12862,D,1,low,Ac,1,1,1,1,0.51,ppn38,0.8047155892,0.6787081312,-0.2892609903,-0.2453661513,0.0836719205,0.0602045482
12863,nD,1,low,Ac,2,0,0,1,0.608,ppn38,0.945212587,0.7755612795,-0.1487639925,-0.148513003,0.0221307255,0.0220561121
12864,D,1,low,Ac,1,1,1,1,0.527,ppn38,0.8942378295,0.6416097448,-0.19973875,-0.2824645377,0.0398955682,0.0797862151
12865,nD,1,low,Ac,2,0,0,1,0.559,ppn38,0.8506654144,0.6335043272,-0.2433111651,-0.2905699553,0.059200323,0.0844308989
12866,nD,1,low,Ac,2,0,0,1,0.387,ppn38,1.2318075969,0.7198119158,0.1378310174,-0.2042623667,0.0189973894,0.0417231145
12867,D,1,low,Ac,1,1,1,1,0.378,ppn38,0.7775702496,0.671006858,-0.3164063299,-0.2530674245,0.1001129656,0.0640431214
12868,D,1,low,Ac,1,1,1,1,0.519,ppn38,1.1849935915,0.7077723747,0.091017012,-0.2163019078,0.0082840965,0.0467865153
12869,nD,1,low,Ac,2,0,0,1,0.433,ppn38,0.7073163712,0.5935093733,-0.3866602083,-0.3305649092,0.1495061167,0.1092731592
12870,nD,1,low,Ac,2,0,0,1,0.518,ppn38,0.8835002709,0.6505584186,-0.2104763086,-0.2735158639,0.0443002765,0.0748109278
