,dier,Sc,lmh,SpAc,stimulus,stimulus_recoded_01,resp,correct,rt,subj_idx,CE,SC,CE_c,SC_c,CE_squared,SC_squared
8324,nD,3,high,Ac,2,0,0,1,0.602,ppn23,0.2646443593,1.1111582801,0.0675377444,0.205972189,0.0045613469,0.0424245426
8325,D,3,high,Ac,1,1,1,1,0.636,ppn23,0.3349014622,0.8465613108,0.1377948473,-0.0586247803,0.0189874199,0.0034368649
8326,nD,3,high,Ac,2,0,0,1,0.528,ppn23,0.3266330126,1.0281238115,0.1295263977,0.1229377204,0.0167770877,0.0151136831
8327,nD,3,high,Ac,2,0,0,1,0.575,ppn23,0.3653674052,1.0072285779,0.1682607903,0.1020424868,0.0283116936,0.0104126691
8328,nD,3,high,Ac,2,0,0,1,0.539,ppn23,0.2607584628,0.8324134141,0.0636518479,-0.072772677,0.0040515577,0.0052958625
8329,nD,3,high,Ac,2,0,0,1,0.5,ppn23,0.2749224689,1.0428899449,0.077815854,0.1377038538,0.0060553071,0.0189623513
8330,nD,3,high,Ac,2,0,0,1,0.517,ppn23,0.2510385047,0.7790966536,0.0539318898,-0.1260894375,0.0029086487,0.0158985463
8331,nD,3,high,Ac,2,0,0,1,0.565,ppn23,0.2917532415,0.8774248283,0.0946466266,-0.0277612628,0.0089579839,0.0007706877
8332,D,3,high,Ac,1,1,1,1,0.491,ppn23,0.2638525212,0.9788810327,0.0667459063,0.0736949416,0.004455016,0.0054309444
8333,D,3,high,Ac,1,1,1,1,0.45,ppn23,0.2654450797,0.7958030489,0.0683384648,-0.1093830422,0.0046701458,0.0119646499
8334,nD,3,high,Ac,2,0,0,1,0.507,ppn23,0.2778953785,1.0106061278,0.0807887636,0.1054200367,0.0065268243,0.0111133841
8335,D,3,high,Ac,1,1,1,1,0.554,ppn23,0.2537315425,0.9653843614,0.0566249276,0.0601982703,0.0032063824,0.0036238317
8336,D,3,high,Ac,1,1,1,1,0.505,ppn23,0.2682124838,1.0678845573,0.0711058689,0.1626984662,0.0050560446,0.0264707909
8337,nD,3,high,Ac,2,0,0,1,0.493,ppn23,0.2748611446,1.0884946684,0.0777545297,0.1833085773,0.0060457669,0.0336020345
8338,nD,3,high,Ac,2,0,0,1,0.605,ppn23,0.3182080932,0.8998772453,0.1211014783,-0.0053088458,0.014665568,2.81838440823E-05
8339,D,3,high,Ac,1,1,1,1,0.613,ppn23,0.2658767109,0.765329452,0.068770096,-0.1398566391,0.0047293261,0.0195598795
8340,nD,3,high,Ac,2,0,0,1,0.436,ppn23,0.3079744621,0.9881353797,0.1108678472,0.0829492886,0.0122916795,0.0068805845
8341,nD,3,high,Ac,2,0,0,1,0.551,ppn23,0.258431577,0.975733728,0.0613249621,0.0705476369,0.003760751,0.0049769691
8342,nD,3,high,Ac,2,0,0,1,0.507,ppn23,0.2950747757,1.0740291842,0.0979681608,0.1688430931,0.0095977605,0.0285079901
8343,nD,3,high,Ac,2,0,0,1,0.433,ppn23,0.2567287401,0.7305065413,0.0596221252,-0.1746795498,0.0035547978,0.0305129451
8344,D,3,high,Ac,1,1,1,1,0.668,ppn23,0.2988775358,0.9806345379,0.1017709209,0.0754484468,0.0103573203,0.0056924681
8345,nD,3,high,Ac,2,0,0,1,0.567,ppn23,0.2561626928,1.0497742749,0.0590560779,0.1445881838,0.0034876203,0.0209057429
8346,D,3,high,Ac,1,1,1,1,0.425,ppn23,0.2918887822,1.1104082535,0.0947821673,0.2052221624,0.0089836592,0.0421161359
8347,nD,3,high,Ac,2,0,0,1,0.433,ppn23,0.258443399,0.8910411966,0.0613367841,-0.0141448945,0.0037622011,0.000200078
8348,D,3,high,Ac,1,1,1,1,0.482,ppn23,0.334864647,1.0615556687,0.1377580321,0.1563695776,0.0189772754,0.0244514448
8349,D,3,high,Ac,1,1,1,1,0.571,ppn23,0.2919840165,0.8614631219,0.0948774016,-0.0437229692,0.0090017213,0.001911698
8350,D,3,high,Ac,1,1,1,1,0.48,ppn23,0.296902736,1.0781338923,0.0997961211,0.1729478012,0.0099592658,0.0299109419
8351,nD,3,high,Ac,2,0,0,1,0.649,ppn23,0.3324416896,0.8353541224,0.1353350747,-0.0698319687,0.0183155824,0.0048765039
8352,D,3,high,Ac,1,1,1,1,0.532,ppn23,0.2772941236,0.9076878769,0.0801875087,0.0025017858,0.0064300366,6.25893202218E-06
8353,D,3,high,Ac,1,1,1,1,0.498,ppn23,0.2870170408,1.1004830658,0.0899104259,0.1952969747,0.0080838847,0.0381409083
8354,nD,3,high,Ac,2,0,0,1,1.064,ppn23,0.2912209976,1.0619372418,0.0941143827,0.1567511507,0.008857517,0.0245709232
8355,nD,3,high,Ac,2,0,0,1,0.548,ppn23,0.3041532697,0.7407406278,0.1070466548,-0.1644454633,0.0114589863,0.0270423104
8356,D,3,high,Ac,1,1,1,1,0.473,ppn23,0.2659732846,0.9324576509,0.0688666697,0.0272715598,0.0047426182,0.000743738
8357,nD,3,high,Ac,2,0,0,1,0.427,ppn23,0.4791351254,1.0873617514,0.2820285105,0.1821756603,0.0795400807,0.0331879712
8358,nD,3,high,Ac,2,0,0,1,0.421,ppn23,0.3311037615,0.8495555979,0.1339971466,-0.0556304932,0.0179552353,0.0030947518
8359,D,3,high,Ac,1,1,1,1,0.559,ppn23,0.2622831536,1.0136003006,0.0651765387,0.1084142095,0.0042479812,0.0117536408
8360,D,3,high,Ac,1,1,1,1,0.33,ppn23,0.3040943102,1.08857239,0.1069876953,0.1833862989,0.0114463669,0.0336305346
8361,nD,3,high,Ac,2,0,0,1,0.707,ppn23,0.2502989747,0.7809818869,0.0531923598,-0.1242042042,0.0028294271,0.0154266843
8362,nD,3,high,Ac,2,0,0,1,0.638,ppn23,0.3337078327,1.0288312528,0.1366012178,0.1236451617,0.0186598927,0.015288126
8363,D,3,high,Ac,1,1,1,1,0.623,ppn23,0.2952450049,0.9742413972,0.09813839,0.0690553061,0.0096311436,0.0047686353
8364,nD,3,high,Ac,2,0,0,1,0.542,ppn23,0.3299086453,0.7334600919,0.1328020304,-0.1717259992,0.0176363793,0.0294898188
8365,nD,3,high,Ac,2,0,0,1,0.647,ppn23,0.3313051196,0.8364772676,0.1341985047,-0.0687088235,0.0180092387,0.0047209024
8366,D,3,high,Ac,1,1,1,1,0.602,ppn23,0.2672869906,1.0995987672,0.0701803757,0.1944126761,0.0049252851,0.0377962886
8367,nD,3,high,Ac,2,0,0,1,0.69,ppn23,0.2746486678,1.0682793547,0.0775420529,0.1630932636,0.00601277,0.0265994126
8368,D,3,high,Ac,1,1,1,1,0.432,ppn23,0.4744724479,1.09500077,0.277365833,0.1898146789,0.0769318053,0.0360296123
8369,D,3,high,Ac,1,1,1,1,0.544,ppn23,0.2691128071,1.0042646989,0.0720061922,0.0990786078,0.0051848917,0.0098165705
8370,D,3,high,Ac,1,1,1,1,1.106,ppn23,0.2831297927,0.7823963196,0.0860231778,-0.1227897715,0.0073999871,0.015077328
8371,nD,3,high,Ac,2,0,0,1,0.536,ppn23,0.2938126349,0.9181787536,0.09670602,0.0129926625,0.0093520543,0.0001688093
8372,D,3,high,Ac,1,1,1,1,1.318,ppn23,0.2942642419,1.0410060944,0.097157627,0.1358200033,0.0094396045,0.0184470733
8373,D,3,high,Ac,1,1,1,1,0.514,ppn23,0.2724330844,0.9360015701,0.0753264695,0.030815479,0.005674077,0.0009495937
8374,D,3,high,Ac,1,1,1,1,0.43,ppn23,0.3036607545,0.9880421488,0.1065541396,0.0828560577,0.0113537847,0.0068651263
8375,D,3,high,Ac,1,1,1,1,0.498,ppn23,0.3069952744,0.7268789653,0.1098886595,-0.1783071258,0.0120755175,0.0317934311
8376,nD,3,high,Ac,2,0,0,1,0.514,ppn23,0.2794443108,0.9727422828,0.0823376959,0.0675561917,0.0067794962,0.004563839
8377,nD,3,high,Ac,2,0,0,1,0.568,ppn23,0.2719097851,0.9063631231,0.0748031702,0.001177032,0.0055955143,1.3854042505E-06
8378,D,3,high,Ac,1,1,1,1,0.477,ppn23,0.2763961912,0.951870741,0.0792895763,0.0466846499,0.0062868369,0.0021794565
8379,nD,3,high,Ac,2,0,0,1,0.56,ppn23,0.3171672865,0.977925004,0.1200606716,0.0727389129,0.0144145649,0.0052909494
8380,D,3,high,Ac,1,1,1,1,0.44,ppn23,0.2498135723,0.783485266,0.0527069574,-0.1217008251,0.0027780234,0.0148110908
8381,D,3,high,Ac,1,1,1,1,0.7,ppn23,0.3481105542,1.0049395495,0.1510039393,0.0997534584,0.0228021897,0.0099507525
8382,D,3,high,Ac,1,1,1,1,0.489,ppn23,0.3183348272,0.8326865054,0.1212282123,-0.0724995857,0.0146962795,0.0052561899
8383,nD,3,high,Ac,2,0,0,1,0.413,ppn23,0.2982840848,1.045309717,0.1011774699,0.1401236259,0.0102368804,0.0196346305
8384,D,3,high,Ac,1,1,1,1,0.717,ppn23,0.3223131897,0.9299711482,0.1252065748,0.0247850571,0.0156766864,0.0006142991
8385,D,3,high,Ac,1,1,1,1,1.338,ppn23,0.3223759421,0.8975303183,0.1252693272,-0.0076557728,0.0156924043,5.8610857676E-05
8386,D,3,high,Ac,1,1,1,1,0.616,ppn23,0.3065193376,0.8609788224,0.1094127227,-0.0442072687,0.0119711439,0.0019542826
8387,D,3,high,Ac,1,1,1,1,0.342,ppn23,0.3796738375,1.0958232777,0.1825672226,0.1906371866,0.0333307908,0.0363425369
8388,D,3,high,Ac,1,1,1,1,0.454,ppn23,0.3112737676,1.0780737704,0.1141671527,0.1728876793,0.0130341388,0.0298901496
8389,D,3,high,Ac,1,1,1,1,0.515,ppn23,0.310983447,1.0852876792,0.1138768321,0.1801015881,0.0129679329,0.032436582
8390,D,3,high,Ac,1,1,1,1,0.696,ppn23,0.2792322987,0.8471432977,0.0821256838,-0.0580427934,0.0067446279,0.0033689659
8391,D,3,high,Ac,1,1,1,1,0.424,ppn23,0.2553500343,0.768480963,0.0582434194,-0.1367051281,0.0033922959,0.0186882921
8392,D,3,high,Ac,1,1,1,1,0.398,ppn23,0.2529153746,1.1229789486,0.0558087597,0.2177928575,0.0031146177,0.0474337288
8393,D,3,high,Ac,1,1,1,1,0.455,ppn23,0.2970595323,0.8683986107,0.0999529174,-0.0367874804,0.0099905857,0.0013533187
8394,D,3,high,Ac,1,1,1,1,0.476,ppn23,0.2883010808,1.0654481399,0.0911944659,0.1602620488,0.0083164306,0.0256839243
8395,nD,3,high,Ac,2,0,0,1,0.419,ppn23,0.3803203974,1.0842858415,0.1832137825,0.1790997504,0.0335672901,0.0320767206
8396,D,3,high,Ac,1,1,1,1,0.678,ppn23,0.2547879103,1.0617483578,0.0576812954,0.1565622667,0.0033271318,0.0245117433
8397,D,3,high,Ac,1,1,1,1,0.445,ppn23,0.3425364972,0.7864381545,0.1454298823,-0.1187479366,0.0211498507,0.0141010725
8398,D,3,high,Ac,1,1,0,0,0.192,ppn23,0.2651168588,0.7724512634,0.0680102439,-0.1327348277,0.0046253933,0.0176185345
8399,D,3,high,Ac,1,1,1,1,0.46,ppn23,0.3267968289,0.8819094068,0.129690214,-0.0232766843,0.0168195516,0.000541804
8400,nD,3,high,Ac,2,0,0,1,0.543,ppn23,0.2890394293,0.8059922236,0.0919328144,-0.0991938675,0.0084516424,0.0098394234
8401,D,3,high,Ac,1,1,1,1,0.501,ppn23,0.3575379058,1.0152903528,0.1604312909,0.1101042617,0.0257381991,0.0121229484
8402,D,3,high,Ac,1,1,1,1,0.41,ppn23,0.3748774208,0.9793490128,0.1777708059,0.0741629217,0.0316024594,0.005500139
8403,D,3,high,Ac,1,1,1,1,0.384,ppn23,0.3090221859,1.1157474058,0.111915571,0.2105613147,0.012525095,0.0443360672
8404,D,3,high,Ac,1,1,1,1,0.458,ppn23,0.2613061107,0.790451032,0.0641994958,-0.1147350591,0.0041215753,0.0131641338
8405,nD,3,high,Ac,2,0,0,1,0.547,ppn23,0.3201481805,0.8928801565,0.1230415656,-0.0123059346,0.0151392269,0.000151436
8406,nD,3,high,Ac,2,0,1,0,0.813,ppn23,0.2566716128,0.9639855724,0.0595649979,0.0587994813,0.003547989,0.003457379
8407,D,3,high,Ac,1,1,0,0,1.423,ppn23,0.3384909357,1.0306759128,0.1413843208,0.1254898217,0.0199895262,0.0157476953
8408,D,3,high,Ac,1,1,1,1,0.903,ppn23,0.2616584711,0.8902107089,0.0645518562,-0.0149753822,0.0041669421,0.0002242621
8409,D,3,high,Ac,1,1,1,1,0.897,ppn23,0.3212094081,1.0473211194,0.1241027932,0.1421350283,0.0154015033,0.0202023663
8410,D,3,high,Ac,1,1,1,1,0.509,ppn23,0.2567512846,0.7996342591,0.0596446697,-0.105551832,0.0035574866,0.0111411892
8411,D,3,high,Ac,1,1,1,1,0.79,ppn23,0.2698959139,0.8316017817,0.072789299,-0.0735843094,0.005298282,0.0054146506
8412,D,3,high,Ac,1,1,1,1,0.649,ppn23,0.3246744686,1.1005710251,0.1275678537,0.195384934,0.0162735573,0.0381752724
8413,nD,3,high,Ac,2,0,0,1,0.523,ppn23,0.2854476252,0.8587745467,0.0883410103,-0.0464115444,0.0078041341,0.0021540315
8414,D,3,high,Ac,1,1,1,1,0.469,ppn23,0.2919278825,0.9500873466,0.0948212676,0.0449012555,0.0089910728,0.0020161227
8415,D,3,high,Ac,1,1,1,1,0.686,ppn23,0.2977922647,0.8897273149,0.1006856498,-0.0154587762,0.0101376001,0.0002389738
8416,D,3,high,Ac,1,1,1,1,0.492,ppn23,0.2812700846,0.8069329859,0.0841634697,-0.0982531052,0.0070834896,0.0096536727
8417,D,3,high,Ac,1,1,1,1,0.527,ppn23,0.2695027481,1.1066043637,0.0723961332,0.2014182726,0.0052412001,0.0405693205
8418,D,3,high,Ac,1,1,1,1,0.446,ppn23,0.2563849594,0.8698811932,0.0592783445,-0.0353048979,0.0035139221,0.0012464358
8419,D,3,high,Ac,1,1,1,1,0.436,ppn23,0.2674240004,0.9016324401,0.0703173855,-0.003553651,0.0049445347,1.26284356669E-05
8420,nD,3,high,Ac,2,0,0,1,0.556,ppn23,0.2898073905,1.1093969364,0.0927007756,0.2042108453,0.0085934338,0.0417020693
8421,nD,3,high,Ac,2,0,0,1,0.581,ppn23,0.3287534004,1.1062888141,0.1316467855,0.201102723,0.0173308761,0.0404423052
8422,nD,3,high,Ac,2,0,0,1,0.419,ppn23,0.2750577713,0.9549207968,0.0779511564,0.0497347057,0.0060763828,0.0024735409
8423,nD,3,high,Ac,2,0,0,1,0.548,ppn23,0.2820949942,0.8372942921,0.0849883793,-0.067891799,0.0072230246,0.0046092964
8424,nD,3,high,Ac,2,0,1,0,0.646,ppn23,0.3091455899,0.8558955655,0.112038975,-0.0492905256,0.0125527319,0.0024295559
8425,nD,3,high,Ac,2,0,0,1,0.38,ppn23,0.2857889739,0.936809312,0.088682359,0.0316232209,0.0078645608,0.0010000281
8426,D,3,high,Ac,1,1,1,1,0.567,ppn23,0.2505031714,0.9554984626,0.0533965565,0.0503123715,0.0028511922,0.0025313347
8427,nD,3,high,Ac,2,0,0,1,0.577,ppn23,0.3089001691,1.0908710788,0.1117935542,0.1856849877,0.0124977988,0.0344789146
8428,nD,3,high,Ac,2,0,0,1,0.494,ppn23,0.2606841169,0.8869661076,0.063577502,-0.0182199835,0.0040420988,0.0003319678
8429,nD,3,high,Ac,2,0,0,1,0.667,ppn23,0.2657967477,0.7499545313,0.0686901328,-0.1552315598,0.0047183343,0.0240968372
8430,nD,3,high,Ac,2,0,1,0,0.778,ppn23,0.2581784292,0.9482619469,0.0610718143,0.0430758558,0.0037297665,0.0018555294
8431,nD,3,high,Ac,2,0,0,1,0.586,ppn23,0.3670854231,0.9645239641,0.1699788082,0.059337873,0.0288927952,0.0035209832
8432,D,3,high,Ac,1,1,1,1,1.12,ppn23,0.3539675505,1.1113765972,0.1568609356,0.2061905061,0.0246053531,0.0425145248
8433,nD,3,high,Ac,2,0,0,1,0.466,ppn23,0.3690151705,0.9538860927,0.1719085556,0.0487000016,0.0295525515,0.0023716902
8434,nD,3,high,Ac,2,0,0,1,0.377,ppn23,0.3575314858,0.9184206509,0.1604248709,0.0132345598,0.0257361392,0.0001751536
8435,D,3,high,Ac,1,1,1,1,0.424,ppn23,0.2887362774,0.9562166328,0.0916296625,0.0510305417,0.008395995,0.0026041162
8436,D,3,high,Ac,1,1,1,1,0.615,ppn23,0.2755856739,1.0441234887,0.078479059,0.1389373976,0.0061589627,0.0193036004
8437,D,3,high,Ac,1,1,1,1,0.711,ppn23,0.3452077935,1.0990884386,0.1481011786,0.1939023475,0.0219339591,0.0375981204
8438,nD,3,high,Ac,2,0,0,1,0.84,ppn23,0.3051274145,0.9766362347,0.1080207996,0.0714501436,0.0116684931,0.005105123
8439,nD,3,high,Ac,2,0,0,1,0.77,ppn23,0.364139459,1.0565723361,0.1670328441,0.151386245,0.027899971,0.0229177952
8440,nD,3,high,Ac,2,0,0,1,0.484,ppn23,0.3285080517,1.0560332947,0.1314014368,0.1508472036,0.0172663376,0.0227548788
8441,D,3,high,Ac,1,1,1,1,0.538,ppn23,0.326559467,0.8713568796,0.1294528521,-0.0338292115,0.0167580409,0.0011444156
8442,nD,3,high,Ac,2,0,0,1,0.633,ppn23,0.2951805783,0.9774106808,0.0980739634,0.0722245897,0.0096185023,0.0052163914
8443,nD,3,high,Ac,2,0,0,1,0.785,ppn23,0.2572898269,0.9214743006,0.060183212,0.0162882095,0.003622019,0.0002653058
8444,nD,3,high,Ac,2,0,0,1,0.486,ppn23,0.257448694,1.0113962548,0.0603420791,0.1062101637,0.0036411665,0.0112805989
8445,nD,3,high,Ac,2,0,0,1,0.522,ppn23,0.2560246143,1.0533253375,0.0589179994,0.1481392464,0.0034713307,0.0219452363
8446,nD,3,high,Ac,2,0,0,1,0.51,ppn23,0.2778632671,1.0992947392,0.0807566522,0.1941086481,0.0065216369,0.0376781673
8447,D,3,high,Ac,1,1,1,1,0.532,ppn23,0.3045162868,0.9452454556,0.1074096719,0.0400593645,0.0115368376,0.0016047527
8448,nD,3,high,Ac,2,0,0,1,0.569,ppn23,0.3481644884,1.0075013072,0.1510578735,0.1023152161,0.0228184811,0.0104684034
8449,D,3,high,Ac,1,1,1,1,0.643,ppn23,0.3541600401,0.9101118112,0.1570534252,0.0049257201,0.0246657784,2.42627181749E-05
8450,nD,3,high,Ac,2,0,0,1,1.013,ppn23,0.2748083016,0.7514923472,0.0777016867,-0.1536937439,0.0060375521,0.0236217669
8451,nD,3,high,Ac,2,0,0,1,0.621,ppn23,0.307820748,1.1149881445,0.1107141331,0.2098020534,0.0122576193,0.0440169016
8452,nD,3,high,Ac,2,0,0,1,0.618,ppn23,0.298128504,0.887282705,0.1010218891,-0.0179033861,0.0102054221,0.0003205312
8453,nD,3,high,Ac,2,0,0,1,0.781,ppn23,0.2858529171,0.8340015607,0.0887463022,-0.0711845304,0.0078759062,0.0050672374
8454,nD,3,high,Ac,2,0,0,1,0.573,ppn23,0.3339881029,0.8901764045,0.136881488,-0.0150096866,0.0187365418,0.0002252907
8455,D,3,high,Ac,1,1,1,1,0.541,ppn23,0.2814697944,0.810375978,0.0843631795,-0.0948101131,0.0071171461,0.0089889576
8456,D,3,high,Ac,1,1,1,1,0.544,ppn23,0.3287137829,1.0215400023,0.131607168,0.1163539112,0.0173204467,0.0135382326
8457,nD,3,high,Ac,2,0,0,1,0.559,ppn23,0.3151037202,0.943601353,0.1179971053,0.0384152619,0.0139233169,0.0014757323
8458,nD,3,high,Ac,2,0,0,1,0.423,ppn23,0.2633755965,0.8225378573,0.0662689816,-0.0826482338,0.0043915779,0.0068307306
8459,nD,3,high,Ac,2,0,0,1,0.344,ppn23,0.2729600086,0.7727957496,0.0758533937,-0.1323903415,0.0057537373,0.0175272025
8460,D,3,high,Ac,1,1,1,1,0.598,ppn23,0.2606939518,0.884375817,0.0635873369,-0.0208102741,0.0040433494,0.0004330675
8461,nD,3,high,Ac,2,0,0,1,0.413,ppn23,0.3122439034,1.0813181585,0.1151372885,0.1761320674,0.0132565952,0.0310225052
8462,nD,3,high,Ac,2,0,0,1,0.477,ppn23,0.342581777,0.8998548379,0.1454751621,-0.0053312532,0.0211630228,2.84222610382E-05
8463,D,3,high,Ac,1,1,1,1,0.606,ppn23,0.3681865345,0.9662542284,0.1710799196,0.0610681373,0.0292683389,0.0037293174
8464,nD,3,high,Ac,2,0,0,1,0.583,ppn23,0.2946775058,0.9605945496,0.0975708909,0.0554084585,0.0095200788,0.0030700973
8465,nD,3,high,Ac,2,0,0,1,0.556,ppn23,0.310762687,1.053768972,0.1136560721,0.1485828809,0.0129177027,0.0220768725
8466,D,3,high,Ac,1,1,1,1,0.572,ppn23,0.2575475363,0.9326767071,0.0604409214,0.027490616,0.003653105,0.000755734
8467,nD,3,high,Ac,2,0,0,1,0.485,ppn23,0.2977042945,0.8382219106,0.1005976796,-0.0669641805,0.0101198931,0.0044842015
8468,nD,3,high,Ac,2,0,0,1,0.561,ppn23,0.2709152683,0.905032669,0.0738086534,-0.0001534221,0.0054477173,2.35383510036E-08
8469,nD,3,high,Ac,2,0,0,1,0.534,ppn23,0.2782451519,0.9030696073,0.081138537,-0.0021164838,0.0065834622,4.47950381686E-06
8470,nD,3,high,Ac,2,0,0,1,0.554,ppn23,0.3505654166,1.1120456925,0.1534588017,0.2068596014,0.0235496038,0.0427908947
8471,D,3,high,Ac,1,1,1,1,0.369,ppn23,0.278633454,0.9911401837,0.0815268391,0.0859540926,0.0066466255,0.007388106
8472,D,3,high,Ac,1,1,1,1,0.751,ppn23,0.2687943301,0.8518218355,0.0716877152,-0.0533642556,0.0051391285,0.0028477438
8473,nD,3,high,Ac,2,0,0,1,0.52,ppn23,0.2629060122,0.7125490264,0.0657993973,-0.1926370647,0.0043295607,0.0371090387
8474,nD,3,high,Ac,2,0,0,1,0.463,ppn23,0.3507980315,1.0992050129,0.1536914166,0.1940189218,0.0236210515,0.037643342
8475,nD,1,low,Sp,2,0,0,1,0.519,ppn25,0.1061454759,1.0494440865,-0.090961139,0.1442579954,0.0082739288,0.0208103692
8476,D,1,low,Sp,1,1,1,1,0.337,ppn25,0.1225503206,1.0557107278,-0.0745562943,0.1505246367,0.005558641,0.0226576662
8477,nD,1,low,Sp,2,0,0,1,0.424,ppn25,0.0621289133,1.0103127345,-0.1349777016,0.1051266434,0.0182189799,0.0110516111
8478,D,1,low,Sp,1,1,1,1,0.365,ppn25,0.1253000331,0.8257140303,-0.0718065818,-0.0794720608,0.0051561852,0.0063158085
8479,nD,1,low,Sp,2,0,0,1,0.477,ppn25,0.1055318305,0.8507771919,-0.0915747844,-0.0544088992,0.0083859411,0.0029603283
8480,D,1,low,Sp,1,1,0,0,0.286,ppn25,0.1028867797,0.8418653611,-0.0942198352,-0.06332073,0.0088773773,0.0040095149
8481,D,1,low,Sp,1,1,1,1,0.573,ppn25,0.1197825737,0.8456290528,-0.0773240412,-0.0595570383,0.0059790073,0.0035470408
8482,D,1,low,Sp,1,1,1,1,0.331,ppn25,0.120974,0.9663199138,-0.0761326149,0.0611338227,0.0057961751,0.0037373443
8483,nD,1,low,Sp,2,0,0,1,0.451,ppn25,0.0765477865,0.9470746208,-0.1205588284,0.0418885297,0.0145344311,0.0017546489
8484,D,1,low,Sp,1,1,1,1,0.416,ppn25,0.0667567732,0.7177396945,-0.1303498417,-0.1874463966,0.0169910812,0.0351361516
8485,D,1,low,Sp,1,1,1,1,0.361,ppn25,0.1335816338,1.0047617713,-0.0635249811,0.0995756802,0.0040354232,0.0099153161
8486,nD,1,low,Sp,2,0,0,1,0.398,ppn25,0.1146927189,0.8698252509,-0.082413896,-0.0353608402,0.0067920503,0.001250389
8487,D,1,low,Sp,1,1,0,0,0.386,ppn25,0.0790034979,0.7403148094,-0.118103117,-0.1648712817,0.0139483462,0.0271825395
8488,nD,1,low,Sp,2,0,0,1,0.306,ppn25,0.1046178052,0.822063052,-0.0924888097,-0.0831230391,0.0085541799,0.0069094396
8489,D,1,low,Sp,1,1,1,1,0.373,ppn25,0.1007640727,0.7516251613,-0.0963425422,-0.1535609298,0.0092818854,0.0235809592
8490,nD,1,low,Sp,2,0,0,1,0.343,ppn25,0.0672738545,0.7185207829,-0.1298327604,-0.1866653082,0.0168565457,0.0348439373
8491,nD,1,low,Sp,2,0,0,1,0.44,ppn25,0.1220445893,0.8835536289,-0.0750620256,-0.0216324622,0.0056343077,0.0004679634
8492,nD,1,low,Sp,2,0,0,1,0.42,ppn25,0.1329021702,0.7412058361,-0.0642044447,-0.163980255,0.0041222107,0.026889524
8493,D,1,low,Sp,1,1,1,1,0.446,ppn25,0.1005355458,0.8280178322,-0.0965710691,-0.0771682589,0.0093259714,0.0059549402
8494,D,1,low,Sp,1,1,1,1,0.375,ppn25,0.1303939432,0.7706327049,-0.0667126717,-0.1345533862,0.0044505806,0.0181046137
8495,D,1,low,Sp,1,1,1,1,0.39,ppn25,0.115446445,0.8184986552,-0.0816601699,-0.0866874359,0.0066683833,0.0075147115
8496,nD,1,low,Sp,2,0,0,1,0.429,ppn25,0.0967103541,0.9402231011,-0.1003962608,0.03503701,0.0100794092,0.0012275921
8497,D,1,low,Sp,1,1,1,1,0.353,ppn25,0.1153669506,0.7211428918,-0.0817396643,-0.1840431993,0.0066813727,0.0338718992
8498,nD,1,low,Sp,2,0,0,1,0.409,ppn25,0.1133018945,0.9182211684,-0.0838047204,0.0130350773,0.0070232312,0.0001699132
8499,D,1,low,Sp,1,1,1,1,0.361,ppn25,0.1268942047,0.9519199161,-0.0702124102,0.046733825,0.0049297825,0.0021840504
8500,nD,1,low,Sp,2,0,1,0,0.453,ppn25,0.0837257496,0.7888595459,-0.1133808653,-0.1163265452,0.0128552206,0.0135318651
8501,D,1,low,Sp,1,1,1,1,0.418,ppn25,0.1211933369,0.9273392142,-0.075913278,0.0221531231,0.0057628258,0.0004907609
8502,nD,1,low,Sp,2,0,0,1,0.392,ppn25,0.1195707373,0.9571877973,-0.0775358776,0.0520017062,0.0060118123,0.0027041774
8503,D,1,low,Sp,1,1,1,1,0.288,ppn25,0.0766186864,0.759946565,-0.1204879285,-0.1452395261,0.0145173409,0.02109452
8504,D,1,low,Sp,1,1,1,1,0.356,ppn25,0.0918614353,0.8099833649,-0.1052451796,-0.0952027262,0.0110765478,0.0090635591
8505,D,1,low,Sp,1,1,0,0,0.392,ppn25,0.1208714394,0.7402739965,-0.0762351755,-0.1649120946,0.005811802,0.027195999
8506,nD,1,low,Sp,2,0,0,1,0.422,ppn25,0.086781634,0.7862682223,-0.1103249809,-0.1189178688,0.0121716014,0.0141414595
8507,nD,1,low,Sp,2,0,0,1,0.421,ppn25,0.0756372128,0.7731850698,-0.1214694021,-0.1320010213,0.0147548156,0.0174242696
8508,D,1,low,Sp,1,1,1,1,0.462,ppn25,0.1225795445,0.8648701576,-0.0745270704,-0.0403159335,0.0055542842,0.0016253745
8509,D,1,low,Sp,1,1,1,1,0.399,ppn25,0.0534999941,0.7423668768,-0.1436066208,-0.1628192143,0.0206228615,0.0265100966
8510,nD,1,low,Sp,2,0,0,1,0.41,ppn25,0.0501768939,0.9723040185,-0.146929721,0.0671179274,0.0215883429,0.0045048162
8511,nD,1,low,Sp,2,0,0,1,0.449,ppn25,0.0813482524,0.8376527396,-0.1157583625,-0.0675333515,0.0133999985,0.0045607536
8512,D,1,low,Sp,1,1,1,1,0.36,ppn25,0.125933272,0.8013011599,-0.0711733429,-0.1038849312,0.0050656447,0.0107920789
8513,D,1,low,Sp,1,1,1,1,0.347,ppn25,0.0846361604,0.772561027,-0.1124704545,-0.1326250641,0.0126496031,0.0175894076
8514,nD,1,low,Sp,2,0,0,1,0.517,ppn25,0.093116974,0.7844172285,-0.1039896409,-0.1207688626,0.0108138454,0.0145851182
