,dier,Sc,lmh,SpAc,stimulus,stimulus_recoded_01,resp,correct,rt,subj_idx,CE,SC,CE_c,SC_c,CE_squared,SC_squared
2998,D,2,med,Sp,1,1,0,0,0.375,ppn17,0.2056712476,0.8953934841,0.0085646327,-0.009792607,7.33529332577E-05,9.58951525097E-05
2999,D,2,med,Sp,1,1,1,1,0.39,ppn17,0.2002762025,0.774170485,0.0031695876,-0.1310156061,1.00462855436E-05,0.0171650891
3000,D,2,med,Sp,1,1,1,1,0.492,ppn17,0.1564785748,0.9367155514,-0.0406280401,0.0315294603,0.0016506376,0.0009941069
3001,nD,2,med,Sp,2,0,1,0,0.376,ppn17,0.174004734,0.7361481268,-0.0231018809,-0.1690379643,0.0005336969,0.0285738334
3002,D,2,med,Sp,1,1,1,1,0.378,ppn17,0.1678555007,0.7798642952,-0.0292511142,-0.1253217959,0.0008556277,0.0157055525
3003,nD,2,med,Sp,2,0,0,1,0.484,ppn17,0.2194707875,0.9839455863,0.0223641726,0.0787594952,0.0005001562,0.0062030581
3004,D,2,med,Sp,1,1,1,1,0.461,ppn17,0.2189564813,1.0215613014,0.0218498664,0.1163752103,0.0004774167,0.0135431896
3005,nD,2,med,Sp,2,0,0,1,0.415,ppn17,0.167873229,1.1155641581,-0.0292333859,0.210378067,0.0008545909,0.0442589311
3006,D,2,med,Sp,1,1,0,0,0.402,ppn17,0.184147602,0.9257421534,-0.0129590129,0.0205560623,0.000167936,0.0004225517
3007,nD,2,med,Sp,2,0,0,1,0.367,ppn17,0.2051685903,0.8825817913,0.0080619754,-0.0226042998,6.49954473236E-05,0.0005109544
3008,nD,2,med,Sp,2,0,1,0,0.378,ppn17,0.1636986272,0.9451051416,-0.0334079877,0.0399190505,0.0011160936,0.0015935306
3009,nD,2,med,Sp,2,0,0,1,0.34,ppn17,0.2037696158,0.8752498541,0.0066630009,-0.029936237,4.43955809714E-05,0.0008961783
3010,D,2,med,Sp,1,1,1,1,0.495,ppn17,0.2153908593,0.7833068584,0.0182842444,-0.1218792327,0.0003343136,0.0148545474
3011,D,2,med,Sp,1,1,1,1,0.364,ppn17,0.2200244073,0.9342611995,0.0229177924,0.0290751084,0.0005252252,0.0008453619
3012,D,2,med,Sp,1,1,1,1,0.377,ppn17,0.2235269572,0.8614136864,0.0264203423,-0.0437724047,0.0006980345,0.0019160234
3013,nD,2,med,Sp,2,0,0,1,0.403,ppn17,0.1737900538,0.9755747509,-0.0233165611,0.0703886598,0.000543662,0.0049545634
3014,nD,2,med,Sp,2,0,0,1,0.435,ppn17,0.1982293433,0.977594465,0.0011227284,0.0724083739,1.26051905647E-06,0.0052429726
3015,nD,2,med,Sp,2,0,0,1,0.391,ppn17,0.1853689403,0.9544813317,-0.0117376746,0.0492952406,0.000137773,0.0024300207
3016,nD,2,med,Sp,2,0,0,1,0.519,ppn17,0.1676100805,0.7893716687,-0.0294965344,-0.1158144224,0.0008700455,0.0134129804
3017,nD,2,med,Sp,2,0,0,1,0.43,ppn17,0.1749841683,0.8251769104,-0.0221224466,-0.0800091807,0.0004894026,0.006401469
3018,D,2,med,Sp,1,1,1,1,0.347,ppn17,0.1832158148,0.9828748339,-0.0138908001,0.0776887428,0.0001929543,0.0060355408
3019,D,2,med,Sp,1,1,1,1,0.473,ppn17,0.1708707737,1.0404873709,-0.0262358412,0.1353012798,0.0006883194,0.0183064363
3020,D,2,med,Sp,1,1,0,0,0.329,ppn17,0.2229027639,0.7733349689,0.025796149,-0.1318511222,0.0006654413,0.0173847184
3021,D,2,med,Sp,1,1,0,0,0.338,ppn17,0.1641008823,1.0031867767,-0.0330057326,0.0980006856,0.0010893784,0.0096041344
3022,D,2,med,Sp,1,1,1,1,0.314,ppn17,0.1885718146,0.8243263578,-0.0085348003,-0.0808597333,7.2842816189E-05,0.0065382965
3023,D,2,med,Sp,1,1,1,1,0.254,ppn17,0.1537390407,0.9967286491,-0.0433675742,0.091542558,0.0018807465,0.0083800399
3024,D,2,med,Sp,1,1,1,1,0.555,ppn17,0.2081982312,0.9621306345,0.0110916163,0.0569445434,0.000123024,0.003242681
3025,D,2,med,Sp,1,1,1,1,0.492,ppn17,0.1992632519,0.9072249661,0.002156637,0.002038875,4.65108314266E-06,4.157E-06
3026,nD,2,med,Sp,2,0,0,1,0.405,ppn17,0.2015655086,0.7614729787,0.0044588937,-0.1437131124,1.98817330132E-05,0.0206534587
3027,D,2,med,Sp,1,1,1,1,0.455,ppn17,0.2205422514,0.9657222447,0.0234356365,0.0605361536,0.0005492291,0.0036646259
3028,nD,2,med,Sp,2,0,0,1,0.325,ppn17,0.193278932,0.9878352044,-0.0038276829,0.0826491133,1.46511563956E-05,0.0068308759
3029,D,2,med,Sp,1,1,0,0,0.361,ppn17,0.1732284623,0.7354057415,-0.0238781526,-0.1697803496,0.0005701662,0.0288253671
3030,D,2,med,Sp,1,1,1,1,0.327,ppn17,0.1604538693,0.8421893424,-0.0366527456,-0.0629967487,0.0013434238,0.0039685904
3031,D,2,med,Sp,1,1,0,0,0.393,ppn17,0.2050927139,0.8271218443,0.007986099,-0.0780642468,6.37777772115E-05,0.0060940266
3032,D,2,med,Sp,1,1,1,1,0.367,ppn17,0.2227707958,0.8352466169,0.0256641809,-0.0699394742,0.0006586502,0.0048915301
3033,D,2,med,Sp,1,1,0,0,0.43,ppn17,0.2152490427,1.1059747999,0.0181424278,0.2007887088,0.0003291477,0.0403161056
3034,nD,2,med,Sp,2,0,1,0,0.308,ppn17,0.217151237,0.7268575452,0.0200446221,-0.1783285459,0.0004017869,0.0318010703
3035,nD,2,med,Sp,2,0,1,0,0.426,ppn17,0.212934033,0.876311251,0.0158274181,-0.0288748401,0.0002505072,0.0008337564
3036,nD,2,med,Sp,2,0,0,1,0.288,ppn17,0.1991295489,0.8745580368,0.002022934,-0.0306280543,4.09226196169E-06,0.0009380777
3037,D,2,med,Sp,1,1,0,0,0.427,ppn17,0.1835738602,1.0439399222,-0.0135327547,0.1387538311,0.0001831354,0.0192526256
3038,D,2,med,Sp,1,1,1,1,0.285,ppn17,0.1678992839,0.8986065364,-0.029207331,-0.0065795547,0.0008530682,4.32905404892E-05
3039,nD,2,med,Sp,2,0,0,1,0.219,ppn17,0.2195798309,1.0184727961,0.022473216,0.113286705,0.0005050454,0.0128338775
3040,nD,2,med,Sp,2,0,0,1,0.429,ppn17,0.1770520654,1.0292158241,-0.0200545495,0.124029733,0.000402185,0.0153833747
3041,nD,2,med,Sp,2,0,0,1,0.377,ppn17,0.223869498,0.753932451,0.0267628831,-0.1512536401,0.0007162519,0.0228776637
3042,nD,2,med,Sp,2,0,0,1,0.376,ppn17,0.1936227058,0.8053470253,-0.0034839091,-0.0998390658,1.21376226285E-05,0.0099678391
3043,nD,2,med,Sp,2,0,0,1,0.295,ppn17,0.1827559399,0.901445655,-0.014350675,-0.0037404361,0.0002059419,1.39908624677E-05
3044,nD,2,med,Sp,2,0,0,1,0.415,ppn17,0.189587118,0.7236550417,-0.0075194969,-0.1815310494,5.65428336539E-05,0.0329535219
3045,nD,2,med,Sp,2,0,0,1,0.455,ppn17,0.22649345,0.7522385794,0.0293868351,-0.1529475117,0.0008635861,0.0233929413
3046,nD,2,med,Sp,2,0,0,1,0.444,ppn17,0.1650574011,0.7898328246,-0.0320492138,-0.1153532665,0.0010271521,0.0133063761
3047,nD,2,med,Sp,2,0,0,1,0.447,ppn17,0.2238842982,0.8313624959,0.0267776833,-0.0738235952,0.0007170443,0.0054499232
3048,D,2,med,Sp,1,1,0,0,0.379,ppn17,0.1808909996,0.9606896196,-0.0162156153,0.0555035285,0.0002629462,0.0030806417
3049,nD,2,med,Sp,2,0,0,1,0.31,ppn17,0.2139874225,1.0252585108,0.0168808076,0.1200724197,0.0002849617,0.014417386
3050,D,2,med,Sp,1,1,1,1,0.452,ppn17,0.1961633531,0.9802367293,-0.0009432618,0.0750506382,8.89742826448E-07,0.0056325983
3051,D,2,med,Sp,1,1,1,1,0.424,ppn17,0.2263517833,0.7449759872,0.0292451684,-0.1602101039,0.0008552799,0.0256672774
3052,nD,2,med,Sp,2,0,0,1,0.359,ppn17,0.1786171673,0.9089172473,-0.0184894476,0.0037311562,0.0003418597,1.39215263399E-05
3053,nD,2,med,Sp,2,0,0,1,0.443,ppn17,0.2050691712,0.8273214744,0.0079625563,-0.0778646167,6.34023028044E-05,0.0060628985
3054,D,2,med,Sp,1,1,1,1,0.469,ppn17,0.1963559394,0.7593750201,-0.0007506755,-0.145811071,5.63513708774E-07,0.0212608684
3055,nD,2,med,Sp,2,0,0,1,0.465,ppn17,0.185637855,0.8532612191,-0.0114687599,-0.051924872,0.0001315325,0.0026961923
3056,nD,2,med,Sp,2,0,0,1,0.424,ppn17,0.2204680097,0.9503978571,0.0233613948,0.045211766,0.0005457548,0.0020441038
3057,nD,2,med,Sp,2,0,0,1,0.504,ppn17,0.2233625505,0.8837771733,0.0262559356,-0.0214089178,0.0006893742,0.0004583418
3058,D,2,med,Sp,1,1,0,0,0.326,ppn17,0.1994327412,0.8079632521,0.0023261263,-0.097222839,5.41086355588E-06,0.0094522804
3059,nD,2,med,Sp,2,0,0,1,0.437,ppn17,0.1558989375,0.9719355834,-0.0412076774,0.0667494923,0.0016980727,0.0044554947
3060,nD,2,med,Sp,2,0,0,1,0.524,ppn17,0.1550211322,1.01341631,-0.0420854827,0.1082302189,0.0017711879,0.0117137803
3061,nD,2,med,Sp,2,0,0,1,0.475,ppn17,0.2133708812,1.116794619,0.0162642663,0.2116085279,0.0002645264,0.0447781691
3062,nD,2,med,Sp,2,0,0,1,0.43,ppn17,0.1746093473,0.9507847065,-0.0224972676,0.0455986154,0.000506127,0.0020792337
3063,nD,2,med,Sp,2,0,0,1,0.377,ppn17,0.1790914473,0.9180890626,-0.0180151676,0.0129029715,0.0003245463,0.0001664867
3064,nD,2,med,Sp,2,0,0,1,0.418,ppn17,0.1942037394,0.9163554521,-0.0029028755,0.011169361,8.42668617807E-06,0.0001247546
3065,nD,2,med,Sp,2,0,1,0,0.378,ppn17,0.1920453205,1.0390914705,-0.0050612944,0.1339053794,2.56167010202E-05,0.0179306506
3066,nD,2,med,Sp,2,0,0,1,0.257,ppn17,0.1872936644,0.8398254314,-0.0098129505,-0.0653606597,9.6294E-05,0.0042720158
3067,D,2,med,Sp,1,1,1,1,0.417,ppn17,0.1547334752,1.0222148558,-0.0423731397,0.1170287647,0.001795483,0.0136957318
3068,D,2,med,Sp,1,1,1,1,0.272,ppn17,0.2088879236,0.9125195145,0.0117813087,0.0073334234,0.0001387992,5.37790982744E-05
3069,nD,2,med,Sp,2,0,0,1,0.432,ppn17,0.2029143162,1.0545064858,0.0058077013,0.1493203947,3.37293943709E-05,0.0222965803
3070,D,2,med,Sp,1,1,1,1,0.365,ppn17,0.1955806744,0.9142856459,-0.0015259405,0.0090995548,2.32849441457E-06,8.28018969511E-05
3071,nD,2,med,Sp,2,0,1,0,0.433,ppn17,0.17048101,0.8977883416,-0.0266256049,-0.0073977495,0.0007089228,5.47266981583E-05
3072,D,2,med,Sp,1,1,1,1,0.463,ppn17,0.1779764055,0.8991724713,-0.0191302094,-0.0060136198,0.0003659649,3.61636235001E-05
3073,D,2,med,Sp,1,1,0,0,0.47,ppn17,0.1740069524,1.0160218859,-0.0230996625,0.1108357948,0.0005335944,0.0122845734
3074,nD,2,med,Sp,2,0,0,1,0.453,ppn17,0.1815179034,0.986085023,-0.0155887115,0.0808989319,0.0002430079,0.0065446372
3075,D,2,med,Sp,1,1,1,1,0.36,ppn17,0.1754625158,0.7648824861,-0.0216440991,-0.140303605,0.000468467,0.0196851016
3076,D,2,med,Sp,1,1,1,1,0.498,ppn17,0.1853048851,0.9462756171,-0.0118017298,0.041089526,0.0001392808,0.0016883491
3077,D,2,med,Sp,1,1,1,1,0.325,ppn17,0.1566752842,0.8264496943,-0.0404313307,-0.0787363968,0.0016346925,0.0061994202
3078,nD,2,med,Sp,2,0,0,1,0.292,ppn17,0.1644259599,0.7707787737,-0.032680655,-0.1344073174,0.0010680252,0.018065327
3079,nD,2,med,Sp,2,0,1,0,0.439,ppn17,0.1790577097,0.9256202034,-0.0180489052,0.0204341123,0.000325763,0.0004175529
3080,D,2,med,Sp,1,1,0,0,0.406,ppn17,0.1699812087,1.1146728996,-0.0271254062,0.2094868085,0.0007357877,0.0438847229
3081,nD,2,med,Sp,2,0,0,1,0.454,ppn17,0.1634937972,1.007726862,-0.0336128177,0.1025407709,0.0011298215,0.0105146097
3082,nD,2,med,Sp,2,0,1,0,0.479,ppn17,0.1575942669,0.9688044276,-0.039512348,0.0636183365,0.0015612256,0.0040472927
3083,D,2,med,Sp,1,1,1,1,0.39,ppn17,0.1776175472,0.9048537371,-0.0194890677,-0.000332354,0.0003798238,1.10459203488E-07
3084,nD,2,med,Sp,2,0,0,1,0.469,ppn17,0.2092165382,0.9005124076,0.0121099233,-0.0046736835,0.0001466502,2.184331777E-05
3085,nD,2,med,Sp,2,0,1,0,0.476,ppn17,0.1990675232,0.8715696104,0.0019609083,-0.0336164807,3.84516135455E-06,0.0011300678
3086,D,2,med,Sp,1,1,1,1,0.367,ppn17,0.1637987239,0.9631979882,-0.033307891,0.0580118971,0.0011094156,0.0033653802
3087,nD,2,med,Sp,2,0,0,1,0.421,ppn17,0.1866890738,0.7136945464,-0.0104175411,-0.1914915447,0.0001085252,0.0366690117
3088,nD,2,med,Sp,2,0,1,0,0.438,ppn17,0.1996785955,1.0826010285,0.0025719806,0.1774149374,6.6150841983E-06,0.03147606
3089,nD,2,med,Sp,2,0,0,1,0.278,ppn17,0.1571802748,1.0176128363,-0.0399263401,0.1124267452,0.0015941126,0.012639773
3090,nD,2,med,Sp,2,0,0,1,0.368,ppn17,0.1524259583,0.936042036,-0.0446806566,0.0308559449,0.0019963611,0.0009520893
3091,nD,2,med,Sp,2,0,0,1,0.445,ppn17,0.1745345497,0.67941461,-0.0225720652,-0.2257714811,0.0005094981,0.0509727617
3092,D,2,med,Sp,1,1,1,1,0.315,ppn17,0.1569354902,0.9746522322,-0.0401711247,0.0694661411,0.0016137193,0.0048255448
3093,D,2,med,Sp,1,1,1,1,0.377,ppn17,0.2115623805,0.8808898933,0.0144557656,-0.0242961978,0.0002089692,0.0005903052
3094,D,2,med,Sp,1,1,1,1,0.253,ppn17,0.2047534105,0.8746117569,0.0076467956,-0.0305743342,5.8473482923E-05,0.0009347899
3095,D,2,med,Sp,1,1,0,0,0.305,ppn17,0.2098315293,0.7290584835,0.0127249144,-0.1761276076,0.0001619234,0.0310209342
3096,D,2,med,Sp,1,1,1,1,0.414,ppn17,0.189016576,0.8439917813,-0.0080900389,-0.0611943098,6.54487294302E-05,0.0037447436
3097,nD,2,med,Sp,2,0,1,0,0.398,ppn17,0.182955492,0.9148166064,-0.0141511229,0.0096305153,0.0002002543,9.27468243011E-05
3098,D,2,med,Sp,1,1,1,1,0.325,ppn17,0.2110678249,0.9411121007,0.01396121,0.0359260096,0.0001949154,0.0012906782
3099,D,2,med,Sp,1,1,0,0,0.337,ppn17,0.1631998886,0.7662172176,-0.0339067263,-0.1389688735,0.0011496661,0.0193123478
3100,D,2,med,Sp,1,1,1,1,0.26,ppn17,0.1999266486,0.7123201288,0.0028200337,-0.1928659623,7.95259005984E-06,0.0371972794
3101,D,2,med,Sp,1,1,1,1,0.309,ppn17,0.1843639096,1.1099815696,-0.0127427053,0.2047954785,0.0001623765,0.041941188
3102,D,2,med,Sp,1,1,1,1,0.221,ppn17,0.1917532985,0.8388827445,-0.0053533164,-0.0663033466,2.8658E-05,0.0043961338
3103,D,2,med,Sp,1,1,0,0,0.242,ppn17,0.1943276111,0.9725234707,-0.0027790038,0.0673373796,7.72286212957E-06,0.0045343227
3104,nD,2,med,Sp,2,0,0,1,0.432,ppn17,0.1967244354,0.9868774513,-0.0003821795,0.0816913602,1.4606117148E-07,0.0066734783
3105,D,2,med,Sp,1,1,0,0,0.393,ppn17,0.1982722765,1.085620789,0.0011656616,0.1804346979,1.35876696187E-06,0.0325566802
3106,D,2,med,Sp,1,1,0,0,0.333,ppn17,0.2110748844,0.8585817209,0.0139682695,-0.0466043702,0.0001951126,0.0021719673
3107,nD,2,med,Sp,2,0,0,1,0.359,ppn17,0.2095942415,0.9391119348,0.0124876266,0.0339258437,0.0001559408,0.0011509629
3108,nD,2,med,Sp,2,0,1,0,0.295,ppn17,0.2000720878,0.7060830572,0.0029654729,-0.1991030339,8.794E-06,0.0396420181
3109,nD,2,med,Sp,2,0,0,1,0.333,ppn17,0.2100739137,0.911251744,0.0129672988,0.0060656529,0.0001681508,3.67921446986E-05
3110,D,2,med,Sp,1,1,1,1,0.351,ppn17,0.1916615093,1.0508652853,-0.0054451056,0.1456791942,2.96491750131E-05,0.0212224276
3111,D,2,med,Sp,1,1,1,1,0.408,ppn17,0.2037114448,1.060447519,0.0066048299,0.1552614279,4.36237779862E-05,0.024106111
3112,D,2,med,Sp,1,1,1,1,0.435,ppn17,0.1660405227,0.6798087482,-0.0310660922,-0.2253773429,0.0009651021,0.0507949467
3113,nD,2,med,Sp,2,0,0,1,0.403,ppn17,0.2202074599,1.0343340421,0.023100845,0.129147951,0.000533649,0.0166791932
3114,D,2,med,Sp,1,1,1,1,0.47,ppn17,0.1774345978,0.9215673564,-0.0196720171,0.0163812653,0.0003869883,0.0002683459
3115,nD,2,med,Sp,2,0,1,0,0.386,ppn17,0.1810492368,0.9509399769,-0.0160573781,0.0457538858,0.0002578394,0.0020934181
3116,nD,2,med,Sp,2,0,1,0,0.455,ppn17,0.1728264106,0.8785499542,-0.0242802043,-0.0266361369,0.0005895283,0.0007094838
3117,D,2,med,Sp,1,1,1,1,0.524,ppn17,0.1788490073,1.027609528,-0.0182576076,0.1224234369,0.0003333402,0.0149874979
3118,nD,2,med,Sp,2,0,0,1,0.395,ppn17,0.1670194161,0.9060029024,-0.0300871988,0.0008168113,0.0009052395,6.67180645316E-07
3119,nD,2,med,Sp,2,0,0,1,0.396,ppn17,0.2092493822,0.9569269401,0.0121427673,0.051740849,0.0001474468,0.0026771155
3120,D,2,med,Sp,1,1,0,0,0.355,ppn17,0.1977910078,0.980667436,0.0006843929,0.0754813449,4.68393639315E-07,0.0056974334
3121,D,2,med,Sp,1,1,1,1,0.511,ppn17,0.217341206,0.765681047,0.0202345911,-0.1395050441,0.0004094387,0.0194616573
3122,D,2,med,Sp,1,1,1,1,0.403,ppn17,0.1571780062,1.0138270729,-0.0399286087,0.1086409818,0.0015942938,0.0118028629
3123,D,2,med,Sp,1,1,1,1,0.439,ppn17,0.1755808977,1.112422895,-0.0215257172,0.2072368039,0.0004633565,0.0429470929
3124,D,2,med,Sp,1,1,1,1,0.369,ppn17,0.1586068958,1.092184271,-0.0384997191,0.1869981799,0.0014822284,0.0349683193
3125,nD,2,med,Sp,2,0,1,0,0.423,ppn17,0.200893106,0.8116221661,0.0037864911,-0.093563925,1.43375148379E-05,0.0087542081
3126,D,2,med,Sp,1,1,1,1,0.426,ppn17,0.1974875926,0.8748462513,0.0003809777,-0.0303398398,1.45144006642E-07,0.0009205059
3127,D,2,med,Sp,1,1,1,1,0.381,ppn17,0.1742905508,0.9818335883,-0.0228160641,0.0766474972,0.0005205728,0.0058748388
3128,D,2,med,Sp,1,1,1,1,0.361,ppn17,0.185845878,0.9283376439,-0.0112607369,0.0231515528,0.0001268042,0.0005359944
3129,nD,2,med,Sp,2,0,0,1,0.437,ppn17,0.1587434178,0.79541193,-0.0383631971,-0.1097741611,0.0014717349,0.0120503665
3130,nD,2,med,Sp,2,0,0,1,0.483,ppn17,0.189644914,0.8081525006,-0.0074617009,-0.0970335905,5.5677E-05,0.0094155177
3131,nD,2,med,Sp,2,0,0,1,0.447,ppn17,0.1632364474,0.9642365998,-0.0338701675,0.0590505087,0.0011471882,0.0034869626
3132,nD,2,med,Sp,2,0,1,0,0.451,ppn17,0.1699236025,1.0477720991,-0.0271830124,0.142586008,0.0007389162,0.0203307697
3133,nD,2,med,Sp,2,0,0,1,0.427,ppn17,0.1593003234,1.1031143477,-0.0378062915,0.1979282566,0.0014293157,0.0391755947
3134,D,2,med,Sp,1,1,1,1,0.265,ppn17,0.1566137998,0.8629343905,-0.0404928151,-0.0422517006,0.0016396681,0.0017852062
3135,nD,2,med,Sp,2,0,0,1,0.396,ppn17,0.2191171611,0.7563950939,0.0220105462,-0.1487909972,0.0004844641,0.0221387609
3136,D,2,med,Sp,1,1,1,1,0.385,ppn17,0.1649185554,0.9367347193,-0.0321880595,0.0315486282,0.0010360712,0.0009953159
3137,D,2,med,Sp,1,1,0,0,0.423,ppn17,0.1844754805,0.9056830728,-0.0126311344,0.0004969817,0.0001595456,2.47E-07
3138,nD,2,med,Sp,2,0,0,1,0.606,ppn17,0.1582685029,0.849331243,-0.038838112,-0.0558548481,0.0015083989,0.0031197641
3139,nD,2,med,Sp,2,0,1,0,0.424,ppn17,0.160374323,0.8960188067,-0.0367322919,-0.0091672844,0.0013492613,8.40391038821E-05
3140,D,2,med,Sp,1,1,1,1,0.407,ppn17,0.2221268924,1.0352596937,0.0250202775,0.1300736026,0.0006260143,0.0169191421
3141,nD,2,med,Sp,2,0,0,1,0.395,ppn17,0.1713426473,0.8114199558,-0.0257639676,-0.0937661353,0.000663782,0.0087920881
3142,nD,2,med,Sp,2,0,0,1,0.444,ppn17,0.2104440024,0.7198119158,0.0133373875,-0.1853741753,0.0001778859,0.0343635849
3143,nD,2,med,Sp,2,0,0,1,0.463,ppn17,0.1827756057,1.1020252486,-0.0143310092,0.1968391575,0.0002053778,0.0387456539
3144,D,2,med,Sp,1,1,1,1,0.409,ppn17,0.2130186017,1.0305123987,0.0159119868,0.1253263076,0.0002531913,0.0157066834
3145,nD,3,high,Sp,2,0,1,0,0.358,ppn17,0.2898073905,1.1093969364,0.0927007756,0.2042108453,0.0085934338,0.0417020693
3146,nD,3,high,Sp,2,0,0,1,0.449,ppn17,0.3505654166,1.1120456925,0.1534588017,0.2068596014,0.0235496038,0.0427908947
3147,nD,3,high,Sp,2,0,1,0,0.309,ppn17,0.2607584628,0.8324134141,0.0636518479,-0.072772677,0.0040515577,0.0052958625
3148,D,3,high,Sp,1,1,1,1,0.451,ppn17,0.2870170408,1.1004830658,0.0899104259,0.1952969747,0.0080838847,0.0381409083
3149,nD,3,high,Sp,2,0,1,0,0.392,ppn17,0.3091455899,0.8558955655,0.112038975,-0.0492905256,0.0125527319,0.0024295559
3150,nD,3,high,Sp,2,0,0,1,0.345,ppn17,0.3299086453,0.7334600919,0.1328020304,-0.1717259992,0.0176363793,0.0294898188
3151,D,3,high,Sp,1,1,0,0,0.4,ppn17,0.2613061107,0.790451032,0.0641994958,-0.1147350591,0.0041215753,0.0131641338
3152,D,3,high,Sp,1,1,0,0,0.355,ppn17,0.2687943301,0.8518218355,0.0716877152,-0.0533642556,0.0051391285,0.0028477438
3153,D,3,high,Sp,1,1,1,1,0.289,ppn17,0.3036607545,0.9880421488,0.1065541396,0.0828560577,0.0113537847,0.0068651263
3154,nD,3,high,Sp,2,0,0,1,0.315,ppn17,0.257448694,1.0113962548,0.0603420791,0.1062101637,0.0036411665,0.0112805989
3155,nD,3,high,Sp,2,0,1,0,0.294,ppn17,0.3089001691,1.0908710788,0.1117935542,0.1856849877,0.0124977988,0.0344789146
3156,nD,3,high,Sp,2,0,0,1,0.455,ppn17,0.258431577,0.975733728,0.0613249621,0.0705476369,0.003760751,0.0049769691
3157,D,3,high,Sp,1,1,0,0,0.34,ppn17,0.2919278825,0.9500873466,0.0948212676,0.0449012555,0.0089910728,0.0020161227
3158,D,3,high,Sp,1,1,1,1,0.592,ppn17,0.3452077935,1.0990884386,0.1481011786,0.1939023475,0.0219339591,0.0375981204
3159,nD,3,high,Sp,2,0,0,1,0.312,ppn17,0.2794443108,0.9727422828,0.0823376959,0.0675561917,0.0067794962,0.004563839
3160,nD,3,high,Sp,2,0,0,1,0.376,ppn17,0.2629060122,0.7125490264,0.0657993973,-0.1926370647,0.0043295607,0.0371090387
3161,D,3,high,Sp,1,1,0,0,0.37,ppn17,0.2691128071,1.0042646989,0.0720061922,0.0990786078,0.0051848917,0.0098165705
3162,nD,3,high,Sp,2,0,0,1,0.489,ppn17,0.2917532415,0.8774248283,0.0946466266,-0.0277612628,0.0089579839,0.0007706877
3163,nD,3,high,Sp,2,0,0,1,0.416,ppn17,0.3201481805,0.8928801565,0.1230415656,-0.0123059346,0.0151392269,0.000151436
3164,nD,3,high,Sp,2,0,0,1,0.328,ppn17,0.2912209976,1.0619372418,0.0941143827,0.1567511507,0.008857517,0.0245709232
3165,D,3,high,Sp,1,1,1,1,0.412,ppn17,0.2883010808,1.0654481399,0.0911944659,0.1602620488,0.0083164306,0.0256839243
3166,D,3,high,Sp,1,1,0,0,0.369,ppn17,0.2553500343,0.768480963,0.0582434194,-0.1367051281,0.0033922959,0.0186882921
3167,D,3,high,Sp,1,1,1,1,0.425,ppn17,0.2672869906,1.0995987672,0.0701803757,0.1944126761,0.0049252851,0.0377962886
3168,D,3,high,Sp,1,1,1,1,0.347,ppn17,0.2887362774,0.9562166328,0.0916296625,0.0510305417,0.008395995,0.0026041162
3169,D,3,high,Sp,1,1,1,1,0.34,ppn17,0.2942642419,1.0410060944,0.097157627,0.1358200033,0.0094396045,0.0184470733
3170,D,3,high,Sp,1,1,0,0,0.381,ppn17,0.2537315425,0.9653843614,0.0566249276,0.0601982703,0.0032063824,0.0036238317
3171,D,3,high,Sp,1,1,1,1,0.375,ppn17,0.278633454,0.9911401837,0.0815268391,0.0859540926,0.0066466255,0.007388106
3172,nD,3,high,Sp,2,0,0,1,0.373,ppn17,0.3041532697,0.7407406278,0.1070466548,-0.1644454633,0.0114589863,0.0270423104
3173,nD,3,high,Sp,2,0,0,1,0.46,ppn17,0.2854476252,0.8587745467,0.0883410103,-0.0464115444,0.0078041341,0.0021540315
3174,D,3,high,Sp,1,1,1,1,0.429,ppn17,0.2651168588,0.7724512634,0.0680102439,-0.1327348277,0.0046253933,0.0176185345
3175,nD,3,high,Sp,2,0,0,1,0.364,ppn17,0.2748611446,1.0884946684,0.0777545297,0.1833085773,0.0060457669,0.0336020345
3176,D,3,high,Sp,1,1,1,1,0.526,ppn17,0.3246744686,1.1005710251,0.1275678537,0.195384934,0.0162735573,0.0381752724
3177,D,3,high,Sp,1,1,0,0,0.377,ppn17,0.3541600401,0.9101118112,0.1570534252,0.0049257201,0.0246657784,2.42627181749E-05
3178,D,3,high,Sp,1,1,1,1,0.434,ppn17,0.2567512846,0.7996342591,0.0596446697,-0.105551832,0.0035574866,0.0111411892
3179,nD,3,high,Sp,2,0,1,0,0.385,ppn17,0.3507980315,1.0992050129,0.1536914166,0.1940189218,0.0236210515,0.037643342
3180,nD,3,high,Sp,2,0,0,1,0.4,ppn17,0.2510385047,0.7790966536,0.0539318898,-0.1260894375,0.0029086487,0.0158985463
3181,D,3,high,Sp,1,1,0,0,0.447,ppn17,0.3183348272,0.8326865054,0.1212282123,-0.0724995857,0.0146962795,0.0052561899
3182,D,3,high,Sp,1,1,0,0,0.469,ppn17,0.2698959139,0.8316017817,0.072789299,-0.0735843094,0.005298282,0.0054146506
3183,nD,3,high,Sp,2,0,0,1,0.553,ppn17,0.3122439034,1.0813181585,0.1151372885,0.1761320674,0.0132565952,0.0310225052
3184,nD,3,high,Sp,2,0,0,1,0.34,ppn17,0.2567287401,0.7305065413,0.0596221252,-0.1746795498,0.0035547978,0.0305129451
3185,D,3,high,Sp,1,1,1,1,0.368,ppn17,0.2658767109,0.765329452,0.068770096,-0.1398566391,0.0047293261,0.0195598795
3186,nD,3,high,Sp,2,0,0,1,0.246,ppn17,0.4791351254,1.0873617514,0.2820285105,0.1821756603,0.0795400807,0.0331879712
