Sc,lmh,SpAc,response,rt,subj_idx,CE,SC,CE_squared,SC_squared
2,med,Ac,1,0.334,ppn10,0.399223847,0.9509399769,0.001661066,0.0007137165
2,med,Ac,1,0.447,ppn10,0.3836952101,1.0160218859,0.0031679803,0.0084267592
2,med,Ac,1,0.417,ppn10,0.5180521663,0.9982484047,0.0060952594,0.0054795378
2,med,Ac,1,0.368,ppn10,0.510899667,0.9752224621,0.0050295958,0.0026007917
2,med,Ac,1,0.38,ppn10,0.3843205605,0.9818335883,0.0030979759,0.0033188065
2,med,Ac,1,0.345,ppn10,0.3538098922,0.8421893424,0.0074252916,0.0067297678
2,med,Ac,1,0.431,ppn10,0.4695316329,0.8583946263,0.0008732976,0.0043335729
2,med,Ac,1,0.469,ppn10,0.339003314,0.9944863255,0.010196296,0.0049367235
2,med,Ac,1,0.536,ppn10,0.3916567764,0.9048537371,0.0023351363,0.0003752266
2,med,Ac,1,0.598,ppn10,0.3810920484,0.8785499542,0.0034677937,0.0020861645
2,med,Ac,1,0.495,ppn10,0.3227143873,0.8440767638,0.0137512296,0.0064236603
2,med,Ac,1,0.629,ppn10,0.3450441421,0.9388719697,0.0090128217,0.0002145482
2,med,Ac,1,0.766,ppn10,0.4384132796,0.9322545453,2.45468824067E-06,6.44815568248E-05
2,med,Ac,1,0.72,ppn10,0.4075266509,1.0221889301,0.0010532214,0.0095970287
2,med,Ac,1,0.699,ppn10,0.3411960985,1.0149247561,0.009758264,0.0082265357
2,med,Ac,0,0.523,ppn10,0.4390919616,0.8745580368,7.88654954245E-07,0.002466758
2,med,Ac,1,0.474,ppn10,0.344780112,0.9153143974,0.0090630233,0.00007939
2,med,Ac,1,0.639,ppn10,0.3239799125,0.9701543385,0.0134560259,0.0021095497
2,med,Ac,1,0.543,ppn10,0.4047907848,1.0214424599,0.0012382826,0.0094513309
2,med,Ac,1,0.518,ppn10,0.462167203,0.9391119348,0.0004922709,0.0002216356
2,med,Ac,0,0.51,ppn10,0.3759203067,0.8977883416,0.0041036474,0.0006988707
2,med,Ac,1,0.506,ppn10,0.3954957553,0.8966698298,0.0019788502,0.0007592601
2,med,Ac,1,0.43,ppn10,0.3182116759,0.8039332266,0.0148275306,0.0144699915
2,med,Ac,1,0.739,ppn10,0.3437660089,0.9418145177,0.0092571367,0.0003094086
2,med,Ac,1,0.782,ppn10,0.4141656049,0.9231390436,0.0006663842,1.17822515251E-06
2,med,Ac,1,0.39,ppn10,0.4091724538,0.8673183608,0.0009491064,0.0032383092
2,med,Ac,1,0.435,ppn10,0.5204845304,0.7900382695,0.0064809755,0.0180059456
2,med,Ac,1,0.497,ppn10,0.3850235249,0.9759346529,0.0030202168,0.0026739395
2,med,Ac,0,0.594,ppn10,0.4354713549,0.8748462513,2.03280977029E-05,0.0024382119
2,med,Ac,1,0.556,ppn10,0.3801582566,0.8845549268,0.0035786439,0.0015736754
2,med,Ac,1,0.508,ppn10,0.3361078926,0.9878344469,0.0107894197,0.0040462248
2,med,Ac,1,0.526,ppn10,0.387102855,0.946458096,0.002795995,0.0004943326
2,med,Ac,1,0.569,ppn10,0.319974415,0.915687433,0.0144013462,7.28815881215E-05
2,med,Ac,1,0.543,ppn10,0.3817489518,0.9872950045,0.0033908578,0.003977888
2,med,Ac,1,0.539,ppn10,0.3636547787,0.9367347193,0.0058255431,0.0001565055
2,med,Ac,1,0.589,ppn10,0.3938609956,0.9089172473,0.0021269648,0.0002343121
2,med,Ac,1,0.738,ppn10,0.4045758309,0.851864024,0.0012534569,0.0052360391
2,med,Ac,1,0.571,ppn10,0.3988749249,0.9606896196,0.0016896292,0.0013297046
2,med,Ac,1,0.564,ppn10,0.346586428,1.0146300917,0.0087223638,0.0081731702
2,med,Ac,1,0.614,ppn10,0.3870858858,0.8656842586,0.0027977899,0.0034269604
2,med,Ac,1,0.503,ppn10,0.4429807053,0.8092487034,9.00408783183E-06,0.0132194348
2,med,Ac,1,0.402,ppn10,0.4514928959,0.8746117569,0.0001325462,0.0024614247
2,med,Ac,0,0.434,ppn10,0.4522410791,0.8193623606,0.0001503335,0.0109960692
2,med,Ac,1,0.462,ppn10,0.5225721621,0.8864776948,0.0068214613,0.0014248216
2,med,Ac,1,0.487,ppn10,0.4315303712,0.911827158,7.1396633658E-05,0.0001536942
2,med,Ac,1,0.455,ppn10,0.3460516664,0.9746522322,0.0088225364,0.0025429557
2,med,Ac,1,0.523,ppn10,0.3605131059,1.009084152,0.0063149911,0.0072011598
2,med,Ac,1,0.398,ppn10,0.3232163803,0.8012729418,0.0136337485,0.0151170867
2,med,Ac,1,0.379,ppn10,0.4358136099,0.8256977012,0.000017359,0.0097075309
2,med,Ac,1,0.391,ppn10,0.3299407398,0.7937684997,0.0121086441,0.0170187692
2,med,Ac,1,0.594,ppn10,0.3418303985,1.01341631,0.009633349,0.0079551782
2,med,Ac,1,0.442,ppn10,0.3611854865,0.9631979882,0.0062085792,0.0015189324
2,med,Ac,1,0.42,ppn10,0.4087490385,0.9544813317,0.0009753745,0.0009154756
2,med,Ac,1,0.499,ppn10,0.5239592197,0.8800999718,0.0070525053,0.0019469744
2,med,Ac,1,0.497,ppn10,0.5179472189,0.9705312376,0.0060788835,0.0021443135
2,med,Ac,1,0.408,ppn10,0.39490681,0.9183031486,0.0020315946,3.5062454533E-05
2,med,Ac,1,0.365,ppn10,0.4325513314,0.9855449494,5.51854748156E-05,0.003760197
2,med,Ac,1,0.494,ppn10,0.343103556,0.9289438395,0.0093850501,2.2272123768E-05
2,med,Ac,1,0.487,ppn10,0.4093420106,0.8585365064,0.0009386879,0.0043149131
2,med,Ac,1,0.483,ppn10,0.359945635,0.9642365998,0.0064055034,0.0016009678
2,med,Ac,1,0.706,ppn10,0.515937513,1.0058584605,0.0057695401,0.0066641028
2,med,Ac,1,0.433,ppn10,0.390348403,0.9184860808,0.0024632978,3.29295054351E-05
2,med,Ac,1,0.329,ppn10,0.435277069,0.9401615126,2.21177864096E-05,0.0002539882
2,med,Ac,0,0.271,ppn10,0.5269072837,0.9381781427,0.0075563485,0.000194704
2,med,Ac,1,0.463,ppn10,0.3241409959,0.9693918953,0.0134186804,0.0020400932
2,med,Ac,0,0.339,ppn10,0.3647190817,0.8977441837,0.0056642094,0.0007012074
2,med,Ac,1,0.411,ppn10,0.4665070613,0.898220246,0.0007036837,0.0006762215
2,med,Ac,1,0.51,ppn10,0.4067789088,0.9056830728,0.0011023141,0.0003437847
2,med,Ac,1,0.451,ppn10,0.4029872242,0.901445655,0.0013684672,0.000518876
2,med,Ac,1,0.461,ppn10,0.4002572833,0.986085023,0.0015778961,0.0038267238
2,med,Ac,1,0.441,ppn10,0.4414294108,0.8251186973,2.10072188719E-06,0.009821961
2,med,Ac,1,0.371,ppn10,0.3858500265,0.8251769104,0.0029300566,0.0098104259
2,med,Ac,1,0.539,ppn10,0.3475043067,0.9688044276,0.0085517583,0.0019873696
2,med,Ac,1,0.441,ppn10,0.3498442785,0.9334913185,0.0081244526,8.58738435283E-05
2,med,Ac,1,0.409,ppn10,0.4116134043,0.8422694998,0.0008046651,0.0067166228
2,med,Ac,1,0.449,ppn10,0.509839623,0.9290234797,0.0048803636,2.30301639116E-05
2,med,Ac,1,0.435,ppn10,0.4841859947,1.0184727961,0.0019541678,0.0088827405
2,med,Ac,1,0.311,ppn10,0.435146502,1.0138009733,2.33629356209E-05,0.0080239438
2,med,Ac,1,0.437,ppn10,0.4397605179,0.8109408991,4.81829595636E-08,0.0128331752
2,med,Ac,1,0.408,ppn10,0.4863081866,0.987866067,0.0021462986,0.0040502485
2,med,Ac,1,0.348,ppn10,0.4222960575,0.8032673123,0.0003127227,0.0146306423
3,high,Ac,1,0.504,ppn10,0.9956382956,1.2452831665,0.3087561147,0.1030786645
3,high,Ac,1,0.853,ppn10,0.6811424118,1.0908710788,0.0581592973,0.0277710808
3,high,Ac,1,0.664,ppn10,0.8656786682,1.1003559143,0.1812193356,0.0310222736
3,high,Ac,1,0.752,ppn10,0.7249199143,1.1062888141,0.081190741,0.0331474129
3,high,Ac,1,0.661,ppn10,0.6488000838,1.3641206384,0.0436058173,0.1935086087
3,high,Ac,1,0.548,ppn10,0.651486752,1.3219216334,0.044735096,0.1581630064
3,high,Ac,1,0.431,ppn10,0.7254191656,1.2565046943,0.0814755035,0.1104101246
3,high,Ac,1,0.562,ppn10,0.6787622271,1.1170656587,0.0570169405,0.0371877108
3,high,Ac,1,0.441,ppn10,0.6675233393,1.2920652011,0.0517759603,0.1353067781
3,high,Ac,1,0.412,ppn10,0.7169111912,1.2241621829,0.0766908713,0.089962611
3,high,Ac,1,0.396,ppn10,0.8694488568,1.5110348598,0.1844434783,0.3443463932
3,high,Ac,1,0.449,ppn10,0.9244213103,1.2944784228,0.2346833598,0.1370879641
3,high,Ac,1,0.434,ppn10,0.8508624478,1.1631176886,0.1688243661,0.0570699535
3,high,Ac,1,0.453,ppn10,0.7317904496,1.2331193858,0.0851533244,0.0954160478
3,high,Ac,1,0.543,ppn10,0.7636959933,1.3774406874,0.1047920287,0.2054049085
3,high,Ac,1,0.505,ppn10,0.7324206516,1.3268652804,0.0855215206,0.1621195945
3,high,Ac,1,0.446,ppn10,0.6127042807,1.0992947392,0.0298336688,0.0306495871
3,high,Ac,1,0.336,ppn10,0.7472930005,1.1724333631,0.0944412655,0.0616076375
3,high,Ac,1,0.476,ppn10,0.7725473984,1.2194630478,0.1106010585,0.0871657975
3,high,Ac,1,0.495,ppn10,0.8265263168,1.1805613032,0.1494180364,0.0657085544
3,high,Ac,1,0.509,ppn10,0.6155384377,1.2296032536,0.0308207566,0.0932561805
3,high,Ac,1,0.372,ppn10,0.7068119877,1.2886207985,0.0711992968,0.1327846592
3,high,Ac,1,0.397,ppn10,0.6749675774,1.165796737,0.0552191502,0.0583571436
3,high,Ac,1,0.576,ppn10,0.6187249118,1.2844944529,0.0319497349,0.1297944358
3,high,Ac,1,0.504,ppn10,0.7235163358,1.4720017406,0.0803928401,0.3000599005
3,high,Ac,1,0.41,ppn10,0.6337793489,1.1240560334,0.0375581783,0.03993264
3,high,Ac,1,0.423,ppn10,0.6745861589,1.1685618323,0.0550400385,0.0597007298
3,high,Ac,1,0.441,ppn10,0.5967617993,1.1434584705,0.024580525,0.0480635319
3,high,Ac,1,0.42,ppn10,0.7730166484,1.109123642,0.1109133931,0.0341876911
3,high,Ac,1,0.455,ppn10,0.6484881524,1.3784302036,0.0434756396,0.2063028172
3,high,Ac,1,0.423,ppn10,0.7448801611,1.3273222104,0.0929640936,0.1624877606
3,high,Ac,1,0.436,ppn10,0.6643906545,1.1247096971,0.050360131,0.0401943125
3,high,Ac,1,0.374,ppn10,0.9180582519,1.2526202952,0.2285587919,0.1078437954
3,high,Ac,1,0.565,ppn10,0.698180009,1.1962403326,0.0666672322,0.0739926108
3,high,Ac,1,0.511,ppn10,0.8298085636,1.3635795635,0.1519662902,0.193032868
3,high,Ac,1,0.577,ppn10,0.8802291927,1.4647193162,0.1938193305,0.2921346416
3,high,Ac,1,0.433,ppn10,0.8372023693,1.0958232777,0.1577855915,0.029446139
3,high,Ac,1,0.529,ppn10,0.9676974645,1.4914403799,0.2784856969,0.3217338494
3,high,Ac,1,0.439,ppn10,0.6154756943,1.2937433944,0.0307987303,0.1365442101
3,high,Ac,0,0.454,ppn10,0.760769527,1.272375747,0.1029059052,0.1212092877
3,high,Ac,1,0.613,ppn10,0.7575553537,1.322243968,0.10085409,0.1584194934
3,high,Ac,1,0.473,ppn10,0.735808228,1.4278970199,0.0875143262,0.2536860029
3,high,Ac,1,0.42,ppn10,0.6185651757,1.2152424189,0.0318926564,0.0846914266
3,high,Ac,1,0.427,ppn10,0.7122468877,1.2048699532,0.074129245,0.0787618679
3,high,Ac,1,0.508,ppn10,0.6049102347,1.2340775305,0.0272019744,0.0960088978
3,high,Ac,1,0.377,ppn10,0.604510118,1.3899316824,0.0270701518,0.2168831756
3,high,Ac,1,0.648,ppn10,0.7004110753,1.1556972408,0.0678243324,0.0535796277
3,high,Ac,1,0.41,ppn10,0.6018304704,1.1715862322,0.026195567,0.0611878244
3,high,Ac,1,0.47,ppn10,0.677125694,1.216255944,0.0562380688,0.0852823617
3,high,Ac,1,0.412,ppn10,0.7262557596,1.190363286,0.0819537968,0.0708298511
3,high,Ac,1,0.471,ppn10,0.673681571,1.2888145367,0.054616413,0.1329258917
3,high,Ac,1,0.457,ppn10,0.9042069157,1.2149604144,0.2155066069,0.0845273694
3,high,Ac,1,0.399,ppn10,0.6474631404,1.1383114983,0.0430492436,0.045833241
3,high,Ac,1,0.391,ppn10,0.6622324772,1.2384944332,0.0493961529,0.0987655881
3,high,Ac,1,0.4,ppn10,0.8133175278,1.3969150772,0.1393808917,0.2234363776
3,high,Ac,1,0.408,ppn10,0.848102248,1.4217230834,0.1665637497,0.2475048361
3,high,Ac,1,0.422,ppn10,0.7159256379,1.1005710251,0.0761459818,0.0310980954
3,high,Ac,1,0.57,ppn10,0.9224838327,1.3849050306,0.2328099253,0.2122265472
3,high,Ac,0,0.557,ppn10,0.835916424,1.2901097984,0.1567656328,0.1338720484
3,high,Ac,1,0.502,ppn10,0.693788317,1.3210156617,0.0644186496,0.1574432225
3,high,Ac,1,0.558,ppn10,0.67220392,1.1258501621,0.0539279378,0.0406529058
3,high,Ac,0,0.708,ppn10,0.6758880073,1.2388339156,0.0556525766,0.0989790816
3,high,Ac,1,0.652,ppn10,0.643055927,1.1610761953,0.0412398224,0.0560987235
3,high,Ac,1,0.596,ppn10,0.8034162331,1.3760259672,0.132085878,0.2041245618
3,high,Ac,1,0.405,ppn10,0.6836406109,1.2319741325,0.0593704816,0.0947098336
3,high,Ac,1,0.401,ppn10,0.7230240008,1.1877213164,0.0801138928,0.0694305699
3,high,Ac,1,0.391,ppn10,0.6394820975,1.1648776359,0.0398010773,0.0579139297
3,high,Ac,1,0.422,ppn10,0.6872851642,1.4314611718,0.0611598323,0.2572890368
3,high,Ac,1,0.373,ppn10,0.5906698272,1.2985126385,0.0227074168,0.1400916073
3,high,Ac,1,0.394,ppn10,0.6436313378,1.1104082535,0.0414738576,0.0346643884
3,high,Ac,1,0.687,ppn10,0.7699589703,1.1457277474,0.108886105,0.0490636867
3,high,Ac,1,0.393,ppn10,0.6995361393,1.1951804754,0.067369377,0.0734171382
3,high,Ac,1,0.52,ppn10,0.7578175866,1.1808651141,0.1010207162,0.0658644025
3,high,Ac,1,0.485,ppn10,0.909628281,1.2830043698,0.2205694852,0.1287229918
3,high,Ac,1,0.535,ppn10,0.6188885535,1.209617739,0.0320082619,0.0814492984
3,high,Ac,1,0.485,ppn10,0.8710004743,1.2831627924,0.1857786285,0.1288366946
3,high,Ac,1,0.781,ppn10,0.6987005041,1.5359880323,0.0669362868,0.3742546141
3,high,Ac,0,0.635,ppn10,0.8905569983,1.4027798418,0.2030196097,0.229015211
3,high,Ac,1,0.735,ppn10,0.8383349779,1.5263774422,0.1586866692,0.3625881605
3,high,Ac,1,0.631,ppn10,0.6010642885,1.1732047174,0.0259481402,0.0619911465
3,high,Ac,1,0.516,ppn10,0.6705452201,1.08857239,0.0531603096,0.0270102275
3,high,Ac,1,0.485,ppn10,0.8741695709,1.4603963209,0.1885205626,0.2874802168
3,high,Ac,1,0.854,ppn10,0.9288181327,1.5473545587,0.2389626964,0.3882910646
3,high,Ac,1,0.684,ppn10,0.7455596466,1.2487013395,0.0933789057,0.1052852165
3,high,Ac,1,0.501,ppn10,0.6485097814,1.1526686851,0.0434846597,0.0521867437
3,high,Ac,1,0.466,ppn10,1.0462386876,1.09500077,0.3675495671,0.0291645329
3,high,Ac,1,0.754,ppn10,0.7735295774,1.0992050129,0.1112553045,0.0306181784
3,high,Ac,1,0.598,ppn10,1.0034730657,1.0945806903,0.317524408,0.0290212301
3,high,Ac,1,0.541,ppn10,1.1884543811,1.2819505774,0.5602138631,0.1279679433
3,high,Ac,1,0.573,ppn10,0.7511993861,1.3209430881,0.0968574913,0.1573856347
3,high,Ac,1,1.125,ppn10,0.8870368067,1.4091310446,0.1998597669,0.2351343527
3,high,Ac,1,0.543,ppn10,0.7693885203,1.2640675767,0.1085099574,0.1154933138
3,high,Ac,1,0.525,ppn10,0.896129186,1.19820684,0.2080720579,0.0750663202
3,high,Ac,1,0.642,ppn10,0.752463987,1.4264272665,0.0976462271,0.2522076143
3,high,Ac,1,0.582,ppn10,0.7262690819,1.4628856386,0.0819614246,0.2901558175
3,high,Ac,1,0.486,ppn10,0.7586769646,1.3520997251,0.1015677399,0.1830772045
3,high,Ac,1,0.38,ppn10,0.6880003439,1.3246560543,0.061514079,0.1603454262
3,high,Ac,1,0.47,ppn10,0.6816385045,1.4634983056,0.0583988212,0.2908162327
3,high,Ac,1,0.519,ppn10,0.7259501535,1.2160177206,0.0817789149,0.085143281
3,high,Ac,1,0.682,ppn10,0.639041751,1.1093969364,0.0396255711,0.0342888296
3,high,Ac,1,0.536,ppn10,1.1722506788,1.2773312562,0.5362203118,0.1246843782
3,high,Ac,1,0.422,ppn10,0.7001917465,1.288092635,0.0677101405,0.1324000165
3,high,Ac,1,0.77,ppn10,0.6116793042,1.1233599446,0.0294806428,0.0396549235
3,high,Ac,1,0.453,ppn10,0.7273649148,1.3319026002,0.0825900754,0.1662014298
3,high,Ac,1,0.432,ppn10,0.6995494394,1.5222012074,0.0673762814,0.3575761373
3,high,Ac,1,0.591,ppn10,0.9553617163,1.2937718056,0.2656182887,0.1365652078
3,high,Ac,1,0.42,ppn10,0.8819005819,1.3150824006,0.1952937794,0.152769895
3,high,Ac,1,0.526,ppn10,0.7709783981,1.1505949513,0.1095599236,0.0512435792
3,high,Ac,1,0.405,ppn10,0.5921518794,1.2346467377,0.0231562736,0.0963619629
3,high,Ac,1,0.411,ppn10,0.6025183573,1.3828558627,0.0264187098,0.2103427228
3,high,Ac,0,0.69,ppn10,0.6997006478,1.159169766,0.0674548024,0.0551992759
3,high,Ac,1,0.434,ppn10,0.7076253173,1.4185605046,0.071634003,0.2443680811
3,high,Ac,1,0.681,ppn10,0.7956172658,1.2170422353,0.1264778477,0.0857422235
3,high,Ac,0,0.531,ppn10,0.6992793083,1.1333101436,0.0672361188,0.0437168045
3,high,Ac,1,0.472,ppn10,0.750341417,1.1385156611,0.0963241942,0.0459206998
3,high,Ac,1,0.487,ppn10,0.6837555507,1.1424274764,0.0594265074,0.047612537
3,high,Ac,1,0.414,ppn10,0.6642691431,1.2210358738,0.0503056089,0.088096989
3,high,Ac,1,0.531,ppn10,0.828585071,1.2854259065,0.1510138825,0.1304664529
3,high,Ac,1,0.588,ppn10,0.9813793298,1.5174051497,0.2931132082,0.351863278
3,high,Ac,1,0.523,ppn10,0.8366508038,1.1691390837,0.1573477075,0.0599831512
3,high,Ac,1,0.394,ppn10,0.8043105532,1.3873170499,0.1327367345,0.2144547057
3,high,Ac,1,0.525,ppn10,0.8284954307,1.4153870137,0.1509442212,0.2412406105
3,high,Ac,1,0.506,ppn10,0.6597828302,1.2811749843,0.0483132736,0.1274136451
3,high,Ac,1,0.417,ppn10,0.6202673069,1.3835273395,0.0325035043,0.2109590943
3,high,Ac,1,0.439,ppn10,0.6714156936,1.4842342353,0.0535624691,0.3136108987
3,high,Ac,1,0.436,ppn10,0.5942688617,1.1066043637,0.0238050454,0.0332624131
3,high,Ac,1,0.406,ppn10,0.8229388224,1.1752142058,0.1466574412,0.0629958302
3,high,Ac,1,0.613,ppn10,1.00559787,1.2417349556,0.3199235476,0.1008128866
3,high,Ac,1,0.54,ppn10,0.6963581499,1.3095705782,0.0657297434,0.1484915966
3,high,Ac,1,0.448,ppn10,0.912831077,1.3809698939,0.2235881183,0.2086163508
3,high,Ac,1,0.451,ppn10,1.0412094727,1.4535574546,0.3614768499,0.2801933722
3,high,Ac,1,0.473,ppn10,0.682708572,1.301527783,0.058917148,0.142357764
3,high,Ac,1,0.524,ppn10,0.6461092175,1.2767456428,0.0424892444,0.124271153
3,high,Ac,1,0.581,ppn10,0.6174844617,1.2360581863,0.0315078254,0.0972402452
3,high,Ac,1,0.427,ppn10,0.7668625614,1.3226811006,0.1068521932,0.1587676591
3,high,Ac,1,0.485,ppn10,0.7442707699,1.283350791,0.092592858,0.1289716897
3,high,Ac,1,0.35,ppn10,0.6236582328,1.1211975547,0.0337376844,0.0387983825
3,high,Ac,1,0.527,ppn10,0.6200875646,1.1425956267,0.0324387262,0.0476859471
3,high,Ac,1,0.418,ppn10,0.7805185468,1.1113765972,0.1159664855,0.0350259058
3,high,Ac,1,0.428,ppn10,0.7477515974,1.1573817445,0.0947233413,0.0543622986
3,high,Ac,1,0.541,ppn10,0.6171610102,1.3768558417,0.0313931018,0.2048751275
3,high,Ac,1,0.455,ppn10,0.7385533877,1.2775165891,0.0891460535,0.1248152971
3,high,Ac,1,0.439,ppn10,0.6713189838,1.2102368729,0.0535177143,0.0818030749
3,high,Ac,1,0.452,ppn10,0.6763111671,1.3308097211,0.0558524092,0.1653115384
3,high,Ac,1,0.404,ppn10,0.6814114658,1.1157474058,0.0582891411,0.0366810218
3,high,Ac,1,0.439,ppn10,0.6193573915,1.1332552771,0.0321762399,0.0436938639
3,high,Ac,1,0.412,ppn10,0.681704913,1.4349083195,0.0584309219,0.260797959
3,high,Ac,1,0.584,ppn10,0.9079650186,1.5294187736,0.2190099551,0.3662601035
3,high,Ac,1,0.464,ppn10,0.7819537059,1.2164239388,0.1169459991,0.0853805095
3,high,Ac,1,0.578,ppn10,0.6552870731,1.2154267975,0.0463571254,0.0847987755
3,high,Ac,1,0.542,ppn10,0.7104913299,1.4214809453,0.0731763666,0.247263968
3,high,Ac,1,0.546,ppn10,0.6015370185,1.2868838621,0.0261006624,0.1315218097
3,high,Ac,1,0.37,ppn10,1.0846172952,1.3705408696,0.4155572113,0.1991982978
3,high,Ac,1,0.382,ppn10,0.6857404868,1.2283123577,0.060398205,0.0924694225
3,high,Ac,1,0.424,ppn10,1.0217032723,1.4580077447,0.3384019375,0.2849245476
3,high,Ac,1,0.612,ppn10,0.8478445332,1.3207613166,0.1663534578,0.1572414434
3,high,Ac,0,0.456,ppn10,0.7612027853,1.0990884386,0.1031840623,0.0305773955
3,high,Ac,1,0.491,ppn10,0.9389576003,1.2665417736,0.2489786216,0.1171811128
3,high,Ac,1,0.458,ppn10,0.8049304202,1.2083690633,0.1331887916,0.0807381304
3,high,Ac,1,0.527,ppn10,1.1035172415,1.362570424,0.4402816389,0.1921471452
1,low,Sp,0,0.358,ppn11,0.1800427638,0.555748864,0.0675673793,0.1357742976
1,low,Sp,1,0.341,ppn11,0.090813283,0.5546002635,0.1219174131,0.1366220795
1,low,Sp,1,0.304,ppn11,0.105345068,0.6419859641,0.1119805538,0.0796585936
1,low,Sp,1,0.307,ppn11,0.1175962773,0.5026264281,0.1039312802,0.1777449379
1,low,Sp,1,0.253,ppn11,0.1167164255,0.5537320154,0.1044993542,0.1372646844
1,low,Sp,1,0.292,ppn11,0.1408538573,0.473747812,0.0894764636,0.2029292504
1,low,Sp,0,0.334,ppn11,0.1204304588,0.6136161081,0.1021119247,0.0964775759
1,low,Sp,1,0.25,ppn11,0.2670300826,0.6824057163,0.0299116823,0.0584763263
1,low,Sp,1,0.322,ppn11,0.1949004929,0.7125402298,0.0600639766,0.0448102321
1,low,Sp,1,0.342,ppn11,0.1064308028,0.6381705937,0.111255083,0.0818268398
1,low,Sp,0,0.34,ppn11,0.2209545172,0.6105946443,0.0479721727,0.0983636891
1,low,Sp,1,0.294,ppn11,0.2111885606,0.7181110468,0.0523455338,0.0424827574
1,low,Sp,1,0.352,ppn11,0.0721094007,0.5753572762,0.1353287955,0.1217083429
1,low,Sp,1,0.332,ppn11,0.1685249904,0.5092495529,0.0736878353,0.1722042104
1,low,Sp,0,0.295,ppn11,0.1052262482,0.613989143,0.1120600905,0.0962459795
1,low,Sp,1,0.287,ppn11,0.1374758038,0.3998485133,0.0915088033,0.27497018
1,low,Sp,1,0.323,ppn11,0.1919195264,0.5876509739,0.0615340105,0.1132817414
1,low,Sp,1,0.437,ppn11,0.2174182759,0.6518448238,0.0495337317,0.0741906904
1,low,Sp,1,0.245,ppn11,0.1295338534,0.7066138817,0.0963768249,0.0473543831
1,low,Sp,1,0.267,ppn11,0.1038775281,0.5432059201,0.1129648878,0.1451751616
1,low,Sp,1,0.382,ppn11,0.2248350998,0.5462969542,0.0462873384,0.1428292332
1,low,Sp,1,0.282,ppn11,0.1458755542,0.5711081347,0.0864974392,0.1246911706
1,low,Sp,1,0.399,ppn11,0.1313552281,0.5912554277,0.0952492647,0.110868406
1,low,Sp,1,0.278,ppn11,0.1194048981,0.5089442338,0.1027684114,0.1724577032
1,low,Sp,1,0.392,ppn11,0.1458406939,0.6012887098,0.0865179456,0.1042875274
1,low,Sp,1,0.41,ppn11,0.1784329617,0.6326140672,0.0684068658,0.0850366471
1,low,Sp,1,0.283,ppn11,0.2425138215,0.5855207302,0.0389929012,0.1147202467
1,low,Sp,1,0.311,ppn11,0.0325693956,0.6340996711,0.1659834202,0.0841724189
1,low,Sp,1,0.287,ppn11,0.2072194462,0.4898465054,0.0541774866,0.188684246
1,low,Sp,1,0.295,ppn11,0.143683007,0.469393539,0.0877919223,0.2068712071
1,low,Sp,1,0.35,ppn11,0.2221783183,0.5499826355,0.047437583,0.1400569764
1,low,Sp,1,0.317,ppn11,0.2168642877,0.6847696229,0.0497806318,0.0573386403
1,low,Sp,1,0.318,ppn11,0.152155891,0.6311866168,0.0828427316,0.0858712036
1,low,Sp,1,0.338,ppn11,0.1745844249,0.5233789035,0.0704348241,0.1606771958
1,low,Sp,1,0.382,ppn11,0.13157118,0.3886433594,0.0951160151,0.2868471629
1,low,Sp,1,0.34,ppn11,0.1825730281,0.5435150208,0.0662583616,0.1449397109
1,low,Sp,1,0.39,ppn11,0.2589531812,0.5694961097,0.0327707178,0.125832234
1,low,Sp,1,0.256,ppn11,0.1802686012,0.6822622532,0.0674500232,0.058545731
1,low,Sp,1,0.394,ppn11,0.2395774874,0.5404430735,0.0401611767,0.1472881867
1,low,Sp,1,0.371,ppn11,0.2432912542,0.6472440521,0.0386864722,0.076718171
1,low,Sp,1,0.286,ppn11,0.1958996283,0.6259843457,0.0595752396,0.0889471923
1,low,Sp,1,0.287,ppn11,0.1819632183,0.6387744552,0.0665726721,0.0814817306
1,low,Sp,1,0.376,ppn11,0.0596296377,0.6480349633,0.1446664164,0.0762806626
1,low,Sp,1,0.32,ppn11,0.1672298792,0.5338136243,0.0743926415,0.1524206553
1,low,Sp,1,0.316,ppn11,0.1027142937,0.5827295922,0.1137481729,0.1166187751
1,low,Sp,1,0.281,ppn11,0.0798647824,0.618979855,0.1296829873,0.093174296
1,low,Sp,1,0.328,ppn11,0.0897163611,0.5588582982,0.1226846336,0.1334924646
1,low,Sp,1,0.288,ppn11,0.1965108787,0.6279456608,0.0592772247,0.0877811532
1,low,Sp,1,0.269,ppn11,0.2227379809,0.6029987185,0.0471941053,0.1031860055
1,low,Sp,1,0.269,ppn11,0.1047284592,0.6550944993,0.1123936117,0.0724309596
1,low,Sp,1,0.327,ppn11,0.0915575072,0.5172507587,0.1213982503,0.1656276297
1,low,Sp,1,0.27,ppn11,0.2358221037,0.5213565054,0.0416804565,0.1623026246
1,low,Sp,1,0.398,ppn11,0.1998974882,0.6608861411,0.057639624,0.0693470936
1,low,Sp,1,0.269,ppn11,0.2044220032,0.6094121145,0.0554875812,0.0991068408
1,low,Sp,0,0.305,ppn11,0.0575714177,0.5010286299,0.1462363422,0.1790947482
1,low,Sp,1,0.253,ppn11,0.2391103182,0.4555041992,0.0403486387,0.2196987245
1,low,Sp,1,0.262,ppn11,0.213647234,0.6753455329,0.0512265319,0.0619407425
