Sc,lmh,SpAc,response,rt,subj_idx,CE,SC,CE_squared,SC_squared
2,med,Ac,1,0.297,ppn17,0.4325513314,0.9855449494,5.51854748156E-05,0.003760197
2,med,Ac,1,0.555,ppn17,0.4863081866,0.987866067,0.0021462986,0.0040502485
2,med,Ac,0,0.464,ppn17,0.3605131059,1.009084152,0.0063149911,0.0072011598
2,med,Ac,0,0.604,ppn17,0.3465914304,1.0196009469,0.0087214294,0.0090966658
2,med,Ac,1,0.342,ppn17,0.4699482083,0.9374898604,0.0008980921,0.0001759697
2,med,Ac,1,0.376,ppn17,0.4029872242,0.901445655,0.0013684672,0.000518876
2,med,Ac,0,0.373,ppn17,0.5156599437,0.8633499313,0.0057274502,0.0037057137
2,med,Ac,1,0.309,ppn17,0.3454778974,0.7877297209,0.0089306519,0.0186308259
2,med,Ac,1,0.398,ppn17,0.3411960985,1.0149247561,0.009758264,0.0082265357
2,med,Ac,1,0.365,ppn17,0.361851763,1.0031867767,0.0061040252,0.0062350404
2,med,Ac,1,0.356,ppn17,0.344780112,0.9153143974,0.0090630233,0.00007939
2,med,Ac,0,0.366,ppn17,0.4522410791,0.8193623606,0.0001503335,0.0109960692
2,med,Ac,1,0.332,ppn17,0.4201525195,0.9759790195,0.0003931299,0.0026785298
2,med,Ac,1,0.398,ppn17,0.4936775894,0.8367840792,0.0028834285,0.007645828
2,med,Ac,1,0.365,ppn17,0.3223853242,0.9205937235,0.0138285134,1.31825699578E-05
2,med,Ac,1,0.401,ppn17,0.4514928959,0.8746117569,0.0001325462,0.0024614247
2,med,Ac,1,0.337,ppn17,0.4397605179,0.8109408991,4.81829595636E-08,0.0128331752
2,med,Ac,1,0.353,ppn17,0.3498442785,0.9334913185,0.0081244526,8.58738435283E-05
2,med,Ac,1,0.358,ppn17,0.4222960575,0.8032673123,0.0003127227,0.0146306423
3,high,Ac,1,0.561,ppn17,0.7235163358,1.4720017406,0.0803928401,0.3000599005
3,high,Ac,1,0.67,ppn17,0.6461092175,1.2767456428,0.0424892444,0.124271153
3,high,Ac,1,0.392,ppn17,0.6436313378,1.1104082535,0.0414738576,0.0346643884
3,high,Ac,1,0.623,ppn17,0.5921518794,1.2346467377,0.0231562736,0.0963619629
3,high,Ac,1,0.646,ppn17,0.7636959933,1.3774406874,0.1047920287,0.2054049085
3,high,Ac,1,0.558,ppn17,0.6188885535,1.209617739,0.0320082619,0.0814492984
3,high,Ac,1,0.542,ppn17,0.8366508038,1.1691390837,0.1573477075,0.0599831512
3,high,Ac,1,0.442,ppn17,0.7448801611,1.3273222104,0.0929640936,0.1624877606
3,high,Ac,1,0.412,ppn17,0.7668625614,1.3226811006,0.1068521932,0.1587676591
3,high,Ac,1,0.413,ppn17,0.7001917465,1.288092635,0.0677101405,0.1324000165
3,high,Ac,1,0.402,ppn17,0.6155384377,1.2296032536,0.0308207566,0.0932561805
3,high,Ac,1,0.41,ppn17,1.0846172952,1.3705408696,0.4155572113,0.1991982978
3,high,Ac,1,0.414,ppn17,0.639041751,1.1093969364,0.0396255711,0.0342888296
3,high,Ac,1,0.57,ppn17,0.6552870731,1.2154267975,0.0463571254,0.0847987755
3,high,Ac,1,0.649,ppn17,0.9813793298,1.5174051497,0.2931132082,0.351863278
3,high,Ac,1,0.471,ppn17,0.7068119877,1.2886207985,0.0711992968,0.1327846592
3,high,Ac,1,0.425,ppn17,0.8870368067,1.4091310446,0.1998597669,0.2351343527
3,high,Ac,1,0.457,ppn17,0.6787622271,1.1170656587,0.0570169405,0.0371877108
3,high,Ac,1,0.384,ppn17,0.8049304202,1.2083690633,0.1331887916,0.0807381304
3,high,Ac,1,0.595,ppn17,0.8383349779,1.5263774422,0.1586866692,0.3625881605
3,high,Ac,1,0.377,ppn17,0.698180009,1.1962403326,0.0666672322,0.0739926108
3,high,Ac,1,0.429,ppn17,0.7805185468,1.1113765972,0.1159664855,0.0350259058
3,high,Ac,1,0.398,ppn17,0.6814114658,1.1157474058,0.0582891411,0.0366810218
3,high,Ac,1,0.388,ppn17,0.6811424118,1.0908710788,0.0581592973,0.0277710808
3,high,Ac,1,0.392,ppn17,0.7262557596,1.190363286,0.0819537968,0.0708298511
3,high,Ac,0,0.425,ppn17,0.651486752,1.3219216334,0.044735096,0.1581630064
3,high,Ac,1,0.457,ppn17,1.1035172415,1.362570424,0.4402816389,0.1921471452
3,high,Ac,1,0.401,ppn17,0.6488000838,1.3641206384,0.0436058173,0.1935086087
3,high,Ac,1,0.667,ppn17,0.6758880073,1.2388339156,0.0556525766,0.0989790816
3,high,Ac,1,0.355,ppn17,0.8265263168,1.1805613032,0.1494180364,0.0657085544
3,high,Ac,1,0.486,ppn17,0.7477515974,1.1573817445,0.0947233413,0.0543622986
3,high,Ac,1,0.876,ppn17,0.7699589703,1.1457277474,0.108886105,0.0490636867
3,high,Ac,1,0.397,ppn17,0.7586769646,1.3520997251,0.1015677399,0.1830772045
3,high,Ac,1,0.499,ppn17,0.6171610102,1.3768558417,0.0313931018,0.2048751275
3,high,Ac,1,0.485,ppn17,0.6200875646,1.1425956267,0.0324387262,0.0476859471
3,high,Ac,0,0.425,ppn17,0.7693885203,1.2640675767,0.1085099574,0.1154933138
3,high,Ac,1,0.412,ppn17,0.6622324772,1.2384944332,0.0493961529,0.0987655881
3,high,Ac,1,0.423,ppn17,0.828585071,1.2854259065,0.1510138825,0.1304664529
3,high,Ac,1,0.349,ppn17,0.6025183573,1.3828558627,0.0264187098,0.2103427228
3,high,Ac,1,0.619,ppn17,1.00559787,1.2417349556,0.3199235476,0.1008128866
3,high,Ac,1,0.392,ppn17,0.8133175278,1.3969150772,0.1393808917,0.2234363776
3,high,Ac,0,0.343,ppn17,0.8478445332,1.3207613166,0.1663534578,0.1572414434
3,high,Ac,1,0.39,ppn17,0.6154756943,1.2937433944,0.0307987303,0.1365442101
3,high,Ac,1,0.387,ppn17,0.7076253173,1.4185605046,0.071634003,0.2443680811
3,high,Ac,1,0.387,ppn17,0.6236582328,1.1211975547,0.0337376844,0.0387983825
3,high,Ac,1,0.474,ppn17,0.7122468877,1.2048699532,0.074129245,0.0787618679
3,high,Ac,1,0.458,ppn17,0.7455596466,1.2487013395,0.0933789057,0.1052852165
3,high,Ac,1,0.374,ppn17,0.7317904496,1.2331193858,0.0851533244,0.0954160478
3,high,Ac,1,0.541,ppn17,0.6202673069,1.3835273395,0.0325035043,0.2109590943
3,high,Ac,1,0.449,ppn17,0.5967617993,1.1434584705,0.024580525,0.0480635319
3,high,Ac,1,0.512,ppn17,0.6193573915,1.1332552771,0.0321762399,0.0436938639
3,high,Ac,1,0.35,ppn17,1.1884543811,1.2819505774,0.5602138631,0.1279679433
3,high,Ac,1,0.388,ppn17,0.67220392,1.1258501621,0.0539279378,0.0406529058
3,high,Ac,1,0.437,ppn17,0.6749675774,1.165796737,0.0552191502,0.0583571436
3,high,Ac,1,0.356,ppn17,0.8372023693,1.0958232777,0.1577855915,0.029446139
3,high,Ac,1,0.411,ppn17,0.6485097814,1.1526686851,0.0434846597,0.0521867437
3,high,Ac,1,0.409,ppn17,0.7262690819,1.4628856386,0.0819614246,0.2901558175
3,high,Ac,1,0.355,ppn17,0.909628281,1.2830043698,0.2205694852,0.1287229918
3,high,Ac,0,0.457,ppn17,0.8298085636,1.3635795635,0.1519662902,0.193032868
3,high,Ac,1,0.44,ppn17,0.7254191656,1.2565046943,0.0814755035,0.1104101246
3,high,Ac,1,0.377,ppn17,0.7259501535,1.2160177206,0.0817789149,0.085143281
3,high,Ac,1,0.37,ppn17,0.6745861589,1.1685618323,0.0550400385,0.0597007298
3,high,Ac,0,0.358,ppn17,0.835916424,1.2901097984,0.1567656328,0.1338720484
3,high,Ac,1,0.441,ppn17,0.6010642885,1.1732047174,0.0259481402,0.0619911465
3,high,Ac,1,0.484,ppn17,0.848102248,1.4217230834,0.1665637497,0.2475048361
3,high,Ac,1,0.483,ppn17,0.9389576003,1.2665417736,0.2489786216,0.1171811128
3,high,Ac,1,0.53,ppn17,0.9553617163,1.2937718056,0.2656182887,0.1365652078
3,high,Ac,1,0.459,ppn17,0.7169111912,1.2241621829,0.0766908713,0.089962611
3,high,Ac,1,0.396,ppn17,1.1722506788,1.2773312562,0.5362203118,0.1246843782
3,high,Ac,1,0.416,ppn17,0.6995494394,1.5222012074,0.0673762814,0.3575761373
3,high,Ac,1,0.376,ppn17,0.6015370185,1.2868838621,0.0261006624,0.1315218097
3,high,Ac,1,0.357,ppn17,0.6116793042,1.1233599446,0.0294806428,0.0396549235
3,high,Ac,1,0.41,ppn17,0.604510118,1.3899316824,0.0270701518,0.2168831756
3,high,Ac,1,0.393,ppn17,0.6018304704,1.1715862322,0.026195567,0.0611878244
3,high,Ac,1,0.388,ppn17,1.0034730657,1.0945806903,0.317524408,0.0290212301
3,high,Ac,0,0.333,ppn17,0.6872851642,1.4314611718,0.0611598323,0.2572890368
3,high,Ac,1,0.406,ppn17,0.6714156936,1.4842342353,0.0535624691,0.3136108987
3,high,Ac,1,0.292,ppn17,0.6705452201,1.08857239,0.0531603096,0.0270102275
3,high,Ac,0,0.331,ppn17,0.6642691431,1.2210358738,0.0503056089,0.088096989
3,high,Ac,1,0.315,ppn17,0.7249199143,1.1062888141,0.081190741,0.0331474129
3,high,Ac,1,0.503,ppn17,0.760769527,1.272375747,0.1029059052,0.1212092877
3,high,Ac,1,0.481,ppn17,0.6880003439,1.3246560543,0.061514079,0.1603454262
3,high,Ac,1,0.431,ppn17,0.7735295774,1.0992050129,0.1112553045,0.0306181784
3,high,Ac,1,0.348,ppn17,0.6836406109,1.2319741325,0.0593704816,0.0947098336
3,high,Ac,1,0.341,ppn17,0.7472930005,1.1724333631,0.0944412655,0.0616076375
3,high,Ac,0,0.406,ppn17,0.681704913,1.4349083195,0.0584309219,0.260797959
3,high,Ac,1,0.349,ppn17,0.6337793489,1.1240560334,0.0375581783,0.03993264
3,high,Ac,1,0.387,ppn17,0.6643906545,1.1247096971,0.050360131,0.0401943125
3,high,Ac,1,0.352,ppn17,0.6185651757,1.2152424189,0.0318926564,0.0846914266
3,high,Ac,1,0.405,ppn17,0.752463987,1.4264272665,0.0976462271,0.2522076143
3,high,Ac,1,0.389,ppn17,0.6484881524,1.3784302036,0.0434756396,0.2063028172
3,high,Ac,1,0.395,ppn17,0.9956382956,1.2452831665,0.3087561147,0.1030786645
3,high,Ac,1,0.381,ppn17,0.7956172658,1.2170422353,0.1264778477,0.0857422235
3,high,Ac,1,0.338,ppn17,0.6675233393,1.2920652011,0.0517759603,0.1353067781
3,high,Ac,1,0.46,ppn17,0.7575553537,1.322243968,0.10085409,0.1584194934
3,high,Ac,1,0.416,ppn17,0.673681571,1.2888145367,0.054616413,0.1329258917
3,high,Ac,1,0.411,ppn17,0.8710004743,1.2831627924,0.1857786285,0.1288366946
3,high,Ac,1,0.367,ppn17,0.6992793083,1.1333101436,0.0672361188,0.0437168045
3,high,Ac,0,0.362,ppn17,0.7730166484,1.109123642,0.1109133931,0.0341876911
3,high,Ac,1,0.406,ppn17,0.643055927,1.1610761953,0.0412398224,0.0560987235
3,high,Ac,1,0.378,ppn17,0.8819005819,1.3150824006,0.1952937794,0.152769895
3,high,Ac,1,0.372,ppn17,0.8508624478,1.1631176886,0.1688243661,0.0570699535
3,high,Ac,1,0.293,ppn17,0.6837555507,1.1424274764,0.0594265074,0.047612537
3,high,Ac,0,0.332,ppn17,0.7324206516,1.3268652804,0.0855215206,0.1621195945
3,high,Ac,1,0.562,ppn17,0.6987005041,1.5359880323,0.0669362868,0.3742546141
3,high,Ac,1,0.406,ppn17,0.7819537059,1.2164239388,0.1169459991,0.0853805095
3,high,Ac,1,0.445,ppn17,0.8034162331,1.3760259672,0.132085878,0.2041245618
3,high,Ac,1,0.438,ppn17,1.0217032723,1.4580077447,0.3384019375,0.2849245476
3,high,Ac,1,0.373,ppn17,0.6474631404,1.1383114983,0.0430492436,0.045833241
3,high,Ac,0,0.376,ppn17,0.9288181327,1.5473545587,0.2389626964,0.3882910646
3,high,Ac,1,0.396,ppn17,0.735808228,1.4278970199,0.0875143262,0.2536860029
3,high,Ac,0,0.301,ppn17,0.7159256379,1.1005710251,0.0761459818,0.0310980954
3,high,Ac,1,0.392,ppn17,0.6049102347,1.2340775305,0.0272019744,0.0960088978
3,high,Ac,1,0.353,ppn17,0.8694488568,1.5110348598,0.1844434783,0.3443463932
3,high,Ac,1,0.525,ppn17,0.6597828302,1.2811749843,0.0483132736,0.1274136451
3,high,Ac,1,0.457,ppn17,0.8284954307,1.4153870137,0.1509442212,0.2412406105
3,high,Ac,1,0.393,ppn17,0.6963581499,1.3095705782,0.0657297434,0.1484915966
3,high,Ac,1,0.339,ppn17,0.682708572,1.301527783,0.058917148,0.142357764
3,high,Ac,1,0.367,ppn17,0.8656786682,1.1003559143,0.1812193356,0.0310222736
3,high,Ac,1,0.413,ppn17,0.9676974645,1.4914403799,0.2784856969,0.3217338494
3,high,Ac,1,0.343,ppn17,0.677125694,1.216255944,0.0562380688,0.0852823617
3,high,Ac,1,0.482,ppn17,0.6816385045,1.4634983056,0.0583988212,0.2908162327
3,high,Ac,1,0.343,ppn17,0.6394820975,1.1648776359,0.0398010773,0.0579139297
3,high,Ac,1,0.343,ppn17,0.6174844617,1.2360581863,0.0315078254,0.0972402452
3,high,Ac,1,0.352,ppn17,0.9224838327,1.3849050306,0.2328099253,0.2122265472
3,high,Ac,0,0.361,ppn17,0.693788317,1.3210156617,0.0644186496,0.1574432225
3,high,Ac,1,0.334,ppn17,0.6995361393,1.1951804754,0.067369377,0.0734171382
3,high,Ac,0,0.349,ppn17,0.9079650186,1.5294187736,0.2190099551,0.3662601035
3,high,Ac,1,0.367,ppn17,0.7385533877,1.2775165891,0.0891460535,0.1248152971
3,high,Ac,1,0.368,ppn17,0.750341417,1.1385156611,0.0963241942,0.0459206998
3,high,Ac,1,0.394,ppn17,0.6997006478,1.159169766,0.0674548024,0.0551992759
3,high,Ac,1,0.491,ppn17,0.7273649148,1.3319026002,0.0825900754,0.1662014298
3,high,Ac,1,0.384,ppn17,0.7612027853,1.0990884386,0.1031840623,0.0305773955
3,high,Ac,1,0.416,ppn17,0.6857404868,1.2283123577,0.060398205,0.0924694225
3,high,Ac,1,0.363,ppn17,0.9180582519,1.2526202952,0.2285587919,0.1078437954
3,high,Ac,1,0.326,ppn17,0.7709783981,1.1505949513,0.1095599236,0.0512435792
3,high,Ac,1,0.349,ppn17,0.8741695709,1.4603963209,0.1885205626,0.2874802168
3,high,Ac,1,0.41,ppn17,0.6713189838,1.2102368729,0.0535177143,0.0818030749
3,high,Ac,1,0.524,ppn17,0.7511993861,1.3209430881,0.0968574913,0.1573856347
3,high,Ac,1,0.421,ppn17,0.9042069157,1.2149604144,0.2155066069,0.0845273694
3,high,Ac,1,0.332,ppn17,0.6187249118,1.2844944529,0.0319497349,0.1297944358
3,high,Ac,1,0.443,ppn17,0.6763111671,1.3308097211,0.0558524092,0.1653115384
3,high,Ac,1,0.379,ppn17,0.896129186,1.19820684,0.2080720579,0.0750663202
3,high,Ac,1,0.365,ppn17,0.7442707699,1.283350791,0.092592858,0.1289716897
3,high,Ac,1,0.378,ppn17,1.0412094727,1.4535574546,0.3614768499,0.2801933722
3,high,Ac,1,0.435,ppn17,0.8905569983,1.4027798418,0.2030196097,0.229015211
3,high,Ac,1,0.393,ppn17,0.5942688617,1.1066043637,0.0238050454,0.0332624131
3,high,Ac,1,0.469,ppn17,0.8802291927,1.4647193162,0.1938193305,0.2921346416
3,high,Ac,1,0.284,ppn17,1.0462386876,1.09500077,0.3675495671,0.0291645329
3,high,Ac,1,0.335,ppn17,0.6127042807,1.0992947392,0.0298336688,0.0306495871
3,high,Ac,1,0.368,ppn17,0.5906698272,1.2985126385,0.0227074168,0.1400916073
3,high,Ac,1,0.505,ppn17,0.8043105532,1.3873170499,0.1327367345,0.2144547057
3,high,Ac,1,0.404,ppn17,0.8229388224,1.1752142058,0.1466574412,0.0629958302
3,high,Ac,1,0.348,ppn17,0.9244213103,1.2944784228,0.2346833598,0.1370879641
3,high,Ac,1,0.417,ppn17,0.7230240008,1.1877213164,0.0801138928,0.0694305699
3,high,Ac,1,0.4,ppn17,0.912831077,1.3809698939,0.2235881183,0.2086163508
3,high,Ac,1,0.499,ppn17,0.7725473984,1.2194630478,0.1106010585,0.0871657975
3,high,Ac,1,0.394,ppn17,0.7004110753,1.1556972408,0.0678243324,0.0535796277
1,low,Sp,1,0.294,ppn18,0.2196716403,0.6712879865,0.048535784,0.0639768821
1,low,Sp,1,0.258,ppn18,0.0897163611,0.5588582982,0.1226846336,0.1334924646
1,low,Sp,0,0.322,ppn18,0.2512079036,0.5729367056,0.0356349135,0.1234031176
1,low,Sp,1,0.316,ppn18,0.1163760452,0.4880863432,0.1047195351,0.1902164957
1,low,Sp,1,0.289,ppn18,0.1859616556,0.5828068996,0.0645253315,0.1165659809
1,low,Sp,1,0.257,ppn18,0.1075613959,0.602682374,0.1105021444,0.1033893416
1,low,Sp,1,0.333,ppn18,0.2059305658,0.6877278211,0.0547791489,0.0559306812
1,low,Sp,1,0.598,ppn18,0.1956886753,0.5847851675,0.0596782631,0.1152190634
1,low,Sp,0,0.273,ppn18,0.213647234,0.6753455329,0.0512265319,0.0619407425
1,low,Sp,1,0.385,ppn18,0.2549681626,0.7172706016,0.0342293889,0.0428299179
1,low,Sp,1,0.428,ppn18,0.1800427638,0.555748864,0.0675673793,0.1357742976
1,low,Sp,1,0.468,ppn18,0.2174182759,0.6518448238,0.0495337317,0.0741906904
1,low,Sp,1,0.568,ppn18,0.1052262482,0.613989143,0.1120600905,0.0962459795
1,low,Sp,1,0.393,ppn18,0.2425138215,0.5855207302,0.0389929012,0.1147202467
1,low,Sp,1,0.312,ppn18,0.2358221037,0.5213565054,0.0416804565,0.1623026246
1,low,Sp,1,0.38,ppn18,0.1064308028,0.6381705937,0.111255083,0.0818268398
1,low,Sp,1,0.344,ppn18,0.1287784512,0.4955164182,0.096846419,0.1837906232
1,low,Sp,0,0.311,ppn18,0.1457634631,0.5030802378,0.0865633848,0.1773624933
1,low,Sp,1,0.283,ppn18,0.0651986978,0.7113523186,0.1404610425,0.0453145675
1,low,Sp,1,0.44,ppn18,0.1389110648,0.5644203474,0.0906425182,0.1294590314
1,low,Sp,1,0.314,ppn18,0.1038775281,0.5432059201,0.1129648878,0.1451751616
1,low,Sp,1,0.301,ppn18,0.1194048981,0.5089442338,0.1027684114,0.1724577032
1,low,Sp,1,0.354,ppn18,0.1020433744,0.6128237328,0.1142011792,0.0969704406
1,low,Sp,1,0.297,ppn18,0.1459671644,0.5123237069,0.0864435617,0.169662267
1,low,Sp,1,0.328,ppn18,0.152155891,0.6311866168,0.0828427316,0.0858712036
1,low,Sp,1,0.268,ppn18,0.148342669,0.7230144305,0.0850523469,0.0404854938
1,low,Sp,0,0.332,ppn18,0.2589531812,0.5694961097,0.0327707178,0.125832234
1,low,Sp,1,0.257,ppn18,0.0493142569,0.4993032254,0.1526197416,0.1805580933
1,low,Sp,1,0.553,ppn18,0.090813283,0.5546002635,0.1219174131,0.1366220795
1,low,Sp,1,0.34,ppn18,0.0556730466,0.5492115339,0.1476918529,0.140634728
1,low,Sp,0,0.277,ppn18,0.1149044249,0.604775776,0.1056741452,0.1020474901
1,low,Sp,1,0.529,ppn18,0.1758108933,0.4598859918,0.0697853297,0.2156102543
1,low,Sp,1,0.356,ppn18,0.1472024753,0.7177396945,0.0857186931,0.0426359767
1,low,Sp,1,0.349,ppn18,0.2221783183,0.5499826355,0.047437583,0.1400569764
1,low,Sp,1,0.444,ppn18,0.2227379809,0.6029987185,0.0471941053,0.1031860055
1,low,Sp,1,0.296,ppn18,0.2044220032,0.6094121145,0.0554875812,0.0991068408
1,low,Sp,1,0.256,ppn18,0.2664570171,0.5867923225,0.0301102339,0.1138604774
1,low,Sp,1,0.376,ppn18,0.2173839317,0.6814514925,0.0495490203,0.0589387353
1,low,Sp,1,0.282,ppn18,0.1295338534,0.7066138817,0.0963768249,0.0473543831
1,low,Sp,1,0.482,ppn18,0.1185032635,0.5291714763,0.1033473076,0.156066895
1,low,Sp,1,0.382,ppn18,0.037459883,0.4730747728,0.162022464,0.2035360803
1,low,Sp,1,0.342,ppn18,0.1921600587,0.71250077,0.0614147352,0.0448269397
1,low,Sp,1,0.31,ppn18,0.1949004929,0.7125402298,0.0600639766,0.0448102321
1,low,Sp,1,0.389,ppn18,0.2342242613,0.7286964189,0.0423354339,0.0382312322
1,low,Sp,1,0.302,ppn18,0.105345068,0.6419859641,0.1119805538,0.0796585936
1,low,Sp,1,0.372,ppn18,0.0821102806,0.6655200419,0.1280707533,0.0669279989
1,low,Sp,1,0.336,ppn18,0.1175962773,0.5026264281,0.1039312802,0.1777449379
1,low,Sp,1,0.296,ppn18,0.2111885606,0.7181110468,0.0523455338,0.0424827574
1,low,Sp,1,0.414,ppn18,0.0834777627,0.6684814586,0.1270938624,0.0654045055
1,low,Sp,1,0.341,ppn18,0.1167164255,0.5537320154,0.1044993542,0.1372646844
1,low,Sp,1,0.329,ppn18,0.2011117998,0.6103475651,0.0570580286,0.098518733
1,low,Sp,1,0.395,ppn18,0.1204304588,0.6136161081,0.1021119247,0.0964775759
1,low,Sp,1,0.341,ppn18,0.151919303,0.5416646504,0.082978979,0.1463520419
1,low,Sp,1,0.482,ppn18,0.1145334202,0.666393437,0.105915492,0.0664768593
1,low,Sp,1,0.307,ppn18,0.1458406939,0.6012887098,0.0865179456,0.1042875274
1,low,Sp,1,0.357,ppn18,0.2095191156,0.6564926442,0.0531122303,0.071680349
1,low,Sp,1,0.301,ppn18,0.1672298792,0.5338136243,0.0743926415,0.1524206553
1,low,Sp,0,0.299,ppn18,0.2542067526,0.4781895642,0.0345117084,0.1989471679
1,low,Sp,1,0.325,ppn18,0.0904503299,0.6132513082,0.1221710071,0.0967043288
1,low,Sp,1,0.389,ppn18,0.1639292262,0.6662093998,0.076204043,0.0665717942
1,low,Sp,1,0.304,ppn18,0.2443842826,0.5616574279,0.0382576941,0.131454885
1,low,Sp,1,0.353,ppn18,0.143683007,0.469393539,0.0877919223,0.2068712071
1,low,Sp,1,0.313,ppn18,0.0335253511,0.4162937406,0.1652054012,0.2579936608
1,low,Sp,1,0.385,ppn18,0.1529206651,0.5344039821,0.0824030756,0.1519600396
1,low,Sp,1,0.32,ppn18,0.0416539133,0.4042318412,0.1586636905,0.2703923698
1,low,Sp,1,0.351,ppn18,0.1825730281,0.5435150208,0.0662583616,0.1449397109
1,low,Sp,0,0.309,ppn18,0.2157239968,0.6476347143,0.0502907658,0.076501912
1,low,Sp,1,0.426,ppn18,0.2179348851,0.6576078545,0.0493040437,0.071084438
1,low,Sp,1,0.349,ppn18,0.1821173353,0.6867245559,0.0664931663,0.0564062255
1,low,Sp,1,0.414,ppn18,0.1348704419,0.510945698,0.0930918571,0.1707993718
1,low,Sp,1,0.356,ppn18,0.1631197444,0.546428709,0.0766516145,0.142729663
1,low,Sp,1,0.371,ppn18,0.105398062,0.5387878553,0.1119450893,0.1485614105
1,low,Sp,1,0.286,ppn18,0.0778452183,0.4858615543,0.1311416176,0.192162076
1,low,Sp,1,0.415,ppn18,0.2064143085,0.6429871617,0.0545529435,0.0790944429
1,low,Sp,1,0.306,ppn18,0.1374758038,0.3998485133,0.0915088033,0.27497018
1,low,Sp,1,0.325,ppn18,0.1408538573,0.473747812,0.0894764636,0.2029292504
1,low,Sp,1,0.331,ppn18,0.2432912542,0.6472440521,0.0386864722,0.076718171
1,low,Sp,1,0.337,ppn18,0.1027142937,0.5827295922,0.1137481729,0.1166187751
1,low,Sp,1,0.304,ppn18,0.0325693956,0.6340996711,0.1659834202,0.0841724189
1,low,Sp,1,0.374,ppn18,0.1365081867,0.6804985848,0.0920951561,0.0594023239
1,low,Sp,1,0.424,ppn18,0.15711148,0.6346380315,0.0800146132,0.0838603253
1,low,Sp,1,0.393,ppn18,0.0719349962,0.5571758044,0.1354571425,0.1347247482
1,low,Sp,1,0.274,ppn18,0.1004115805,0.5938717639,0.1153067279,0.1091329332
1,low,Sp,1,0.307,ppn18,0.2130332562,0.725208263,0.0515048354,0.0396074643
1,low,Sp,1,0.32,ppn18,0.0555541152,0.6578329711,0.1477832794,0.070964449
1,low,Sp,1,0.403,ppn18,0.2356935665,0.7034168718,0.0417329567,0.0487560106
1,low,Sp,1,0.495,ppn18,0.2479067993,0.635428345,0.0368921237,0.0834032217
1,low,Sp,1,0.421,ppn18,0.0144352048,0.3733353824,0.1810883932,0.3034788247
1,low,Sp,1,0.331,ppn18,0.1998974882,0.6608861411,0.057639624,0.0693470936
1,low,Sp,1,0.347,ppn18,0.2160469319,0.6154555029,0.0501460298,0.0953382963
1,low,Sp,1,0.379,ppn18,0.2396659348,0.69414459,0.0401257344,0.052936767
1,low,Sp,1,0.374,ppn18,0.0838686254,0.4829836706,0.1268153283,0.1946934734
1,low,Sp,1,0.323,ppn18,0.1692152752,0.5118500101,0.0733135492,0.1700527236
1,low,Sp,1,0.459,ppn18,0.2404431483,0.6692451408,0.0398149648,0.0650144759
1,low,Sp,1,0.364,ppn18,0.0352187664,0.614060336,0.1638316757,0.0962018114
1,low,Sp,1,0.343,ppn18,0.0355354413,0.4661863952,0.1635754205,0.2097989095
1,low,Sp,1,0.375,ppn18,0.139476029,0.5205847486,0.0903026511,0.1629250525
1,low,Sp,1,0.338,ppn18,0.2451544709,0.6626398165,0.0379569962,0.0684265489
1,low,Sp,1,0.374,ppn18,0.2387672168,0.4759279067,0.0404865938,0.2009698395
1,low,Sp,0,0.292,ppn18,0.1172699594,0.4832549933,0.1041417858,0.1944541097
1,low,Sp,1,0.454,ppn18,0.2487264731,0.4797315139,0.0365779208,0.1975740186
1,low,Sp,1,0.302,ppn18,0.1896814321,0.7156950018,0.0626493851,0.0434845535
1,low,Sp,1,0.355,ppn18,0.1802686012,0.6822622532,0.0674500232,0.058545731
1,low,Sp,0,0.329,ppn18,0.1760854817,0.6239013981,0.0696403295,0.0901939682
1,low,Sp,1,0.5,ppn18,0.13157118,0.3886433594,0.0951160151,0.2868471629
1,low,Sp,1,0.335,ppn18,0.2665486971,0.6963276652,0.0300784252,0.0519369693
1,low,Sp,0,0.523,ppn18,0.0721094007,0.5753572762,0.1353287955,0.1217083429
1,low,Sp,1,0.369,ppn18,0.1685249904,0.5092495529,0.0736878353,0.1722042104
1,low,Sp,1,0.403,ppn18,0.1458755542,0.5711081347,0.0864974392,0.1246911706
1,low,Sp,1,0.417,ppn18,0.1676705249,0.4650937711,0.0741524633,0.2108010303
1,low,Sp,0,0.267,ppn18,0.1286997987,0.4953079543,0.0968953787,0.183969407
1,low,Sp,1,0.342,ppn18,0.1884617908,0.7230438455,0.0632614217,0.0404736575
1,low,Sp,1,0.339,ppn18,0.083070665,0.5263030547,0.1273842906,0.1583414801
1,low,Sp,1,0.3,ppn18,0.0575714177,0.5010286299,0.1462363422,0.1790947482
1,low,Sp,1,0.338,ppn18,0.2395774874,0.5404430735,0.0401611767,0.1472881867
1,low,Sp,1,0.302,ppn18,0.1745844249,0.5233789035,0.0704348241,0.1606771958
1,low,Sp,1,0.371,ppn18,0.1191372552,0.6576097914,0.1029400823,0.0710834052
1,low,Sp,1,0.314,ppn18,0.2072194462,0.4898465054,0.0541774866,0.188684246
1,low,Sp,1,0.55,ppn18,0.2209545172,0.6105946443,0.0479721727,0.0983636891
1,low,Sp,1,0.365,ppn18,0.1126168563,0.6328396987,0.1071666436,0.084905105
1,low,Sp,1,0.403,ppn18,0.1364083501,0.6964207644,0.0921557612,0.051894544
1,low,Sp,1,0.354,ppn18,0.1255434644,0.5844311343,0.0988703501,0.1154595344
